# t[BJD] flux_norm_perf-1 flux_norm_noise-1 flux_norm_err
2454964.553195 0.993346 0.993246 0.000351
2454964.573629 0.993408 0.993553 0.000351
2454964.594063 0.993470 0.994282 0.000351
2454964.614497 0.993532 0.992891 0.000351
2454964.634931 0.993594 0.993566 0.000351
2454964.655365 0.993657 0.993744 0.000351
2454964.675799 0.993719 0.993645 0.000351
2454964.696233 0.993782 0.994049 0.000351
2454964.716667 0.993844 0.993873 0.000351
2454964.737101 0.993907 0.993128 0.000351
2454964.757535 0.993970 0.993903 0.000351
2454964.777969 0.994033 0.994219 0.000351
2454964.798403 0.994096 0.993627 0.000351
2454964.818837 0.994159 0.994333 0.000351
2454964.839271 0.994223 0.994203 0.000351
2454964.859705 0.994286 0.994944 0.000351
2454964.880139 0.994350 0.994151 0.000351
2454964.900573 0.994413 0.993639 0.000351
2454964.921007 0.994477 0.994747 0.000351
2454964.941441 0.994541 0.994257 0.000351
2454964.961875 0.994605 0.994757 0.000351
2454964.982309 0.994669 0.994509 0.000351
2454965.002743 0.994733 0.995110 0.000351
2454965.023177 0.994797 0.994679 0.000351
2454965.043611 0.994861 0.994544 0.000351
2454965.064045 0.994926 0.995434 0.000351
2454965.084479 0.994990 0.995233 0.000351
2454965.104913 0.995055 0.994617 0.000351
2454965.125347 0.995119 0.995379 0.000351
2454965.145781 0.995184 0.995549 0.000351
2454965.166215 0.995249 0.995098 0.000351
2454965.186649 0.995314 0.995363 0.000351
2454965.207083 0.995379 0.995096 0.000351
2454965.227517 0.995444 0.995096 0.000351
2454965.247951 0.995509 0.995416 0.000351
2454965.268385 0.995574 0.996078 0.000351
2454965.288819 0.995639 0.995819 0.000351
2454965.309253 0.995705 0.995661 0.000351
2454965.329687 0.995770 0.996315 0.000351
2454965.350121 0.995836 0.996022 0.000351
2454965.370555 0.995901 0.995860 0.000351
2454965.390989 0.995967 0.995727 0.000351
2454965.411423 0.996033 0.995781 0.000351
2454965.431857 0.996098 0.995302 0.000351
2454965.452291 0.996164 0.995240 0.000351
2454965.472725 0.996230 0.996139 0.000351
2454965.493159 0.996296 0.996774 0.000351
2454965.513593 0.996362 0.996214 0.000351
2454965.534027 0.996428 0.996260 0.000351
2454965.554461 0.996495 0.997024 0.000351
2454965.574895 0.996561 0.996741 0.000351
2454965.595329 0.996627 0.996149 0.000351
2454965.615763 0.996694 0.996613 0.000351
2454965.636197 0.996760 0.996818 0.000351
2454965.656631 0.996826 0.996439 0.000351
2454965.677065 0.996893 0.997127 0.000351
2454965.697499 0.996960 0.997224 0.000351
2454965.717933 0.997026 0.997378 0.000351
2454965.738367 0.997093 0.996756 0.000351
2454965.758801 0.997160 0.997007 0.000351
2454965.779235 0.997227 0.997148 0.000351
2454965.799669 0.997293 0.997270 0.000351
2454965.820103 0.997360 0.997369 0.000351
2454965.840537 0.997427 0.997124 0.000351
