# t[BJD] flux_norm_perf-1 flux_norm_noise-1 flux_norm_err
2458216.471464 -7.072718 -7.310888 0.832145
2458216.472126 -7.084946 -6.740240 0.832145
2458216.472788 -7.094508 -5.170414 0.832145
2458216.473450 -7.101391 -8.621725 0.832145
2458216.474112 -7.105581 -7.173277 0.832145
2458216.474774 -7.107066 -6.901182 0.832145
2458216.475436 -7.105836 -7.281835 0.832145
2458216.476098 -7.101881 -6.467285 0.832145
2458216.476760 -7.095190 -7.027516 0.832145
2458216.477422 -7.085757 -8.933746 0.832145
2458216.478084 -7.073573 -7.231814 0.832145
2458216.478746 -7.058634 -6.618092 0.832145
2458216.479408 -7.040919 -8.152825 0.832145
2458216.480070 -7.020437 -6.609527 0.832145
2458216.480732 -6.997188 -7.044285 0.832145
2458216.481394 -6.971168 -5.410878 0.832145
2458216.482056 -6.942378 -7.414280 0.832145
2458216.482718 -6.910817 -8.746613 0.832145
2458216.483380 -6.876488 -6.235740 0.832145
2458216.484042 -6.839391 -7.513169 0.832145
2458216.484704 -6.799532 -6.438211 0.832145
2458216.485366 -6.756913 -7.134933 0.832145
2458216.486028 -6.711541 -5.817377 0.832145
2458216.486690 -6.663410 -6.942651 0.832145
2458216.487352 -6.612536 -7.365029 0.832145
2458216.488014 -6.558932 -5.353607 0.832145
2458216.488676 -6.502608 -5.925354 0.832145
2458216.489338 -6.443575 -7.480036 0.832145
2458216.490000 -6.381845 -5.765106 0.832145
2458216.490662 -6.317431 -5.450891 0.832145
2458216.491324 -6.250347 -6.608271 0.832145
2458216.491986 -6.180608 -6.064182 0.832145
2458216.492648 -6.108231 -6.777046 0.832145
2458216.493310 -6.033234 -6.858147 0.832145
2458216.493972 -5.955623 -6.175947 0.832145
2458216.494634 -5.875425 -4.680095 0.832145
2458216.495296 -5.792665 -5.365339 0.832145
2458216.495958 -5.707365 -5.810951 0.832145
2458216.496620 -5.619548 -4.326632 0.832145
2458216.497282 -5.529237 -5.087121 0.832145
2458216.497944 -5.436457 -5.534803 0.832145
2458216.498606 -5.341235 -5.910546 0.832145
2458216.499268 -5.243596 -5.840424 0.832145
2458216.499930 -5.143570 -7.031047 0.832145
2458216.500592 -5.041185 -7.231231 0.832145
2458216.501254 -4.936462 -5.152511 0.832145
2458216.501916 -4.829437 -3.697462 0.832145
2458216.502578 -4.720146 -5.071182 0.832145
2458216.503240 -4.608622 -5.008003 0.832145
2458216.503902 -4.494900 -3.240834 0.832145
2458216.504564 -4.379015 -3.951845 0.832145
2458216.505226 -4.261002 -5.393956 0.832145
2458216.505888 -4.140898 -4.332090 0.832145
2458216.506550 -4.018742 -3.881705 0.832145
2458216.507212 -3.894572 -4.813651 0.832145
2458216.507874 -3.768428 -3.212796 0.832145
2458216.508536 -3.640344 -3.014209 0.832145
2458216.509198 -3.510363 -2.675572 0.832145
2458216.509860 -3.378533 -4.177452 0.832145
2458216.510522 -3.244898 -3.606929 0.832145
2458216.511184 -3.109501 -3.296419 0.832145
2458216.511846 -2.972387 -3.027429 0.832145
2458216.512508 -2.833603 -2.812553 0.832145
2458216.513170 -2.693195 -3.412543 0.832145
2458216.513832 -2.551210 -2.077645 0.832145
2458216.514494 -2.407698 -3.575464 0.832145
2458216.515156 -2.262706 -2.901512 0.832145
2458216.515818 -2.116282 -3.375464 0.832145
2458216.516480 -1.968475 -3.242246 0.832145
2458216.517142 -1.819341 -3.002787 0.832145
2458216.517804 -1.668933 -1.066689 0.832145
2458216.518466 -1.517304 -1.184421 0.832145
2458216.519128 -1.364506 -0.445801 0.832145
2458216.519790 -1.210594 -1.227813 0.832145
2458216.520452 -1.055623 -0.194322 0.832145
2458216.521114 -0.899648 -1.353859 0.832145
2458216.521776 -0.742725 -0.210752 0.832145
2458216.522438 -0.584911 -0.070943 0.832145
2458216.523100 -0.426261 -0.286656 0.832145
2458216.523762 -0.266833 -0.077080 0.832145
2458216.524424 -0.106687 0.958079 0.832145
2458216.525086 0.054117 1.185158 0.832145
2458216.525748 0.215520 0.332201 0.832145
2458216.526410 0.377462 -1.315664 0.832145
2458216.527072 0.539883 0.228695 0.832145
2458216.527734 0.702722 1.122254 0.832145
2458216.528396 0.865919 1.417996 0.832145
2458216.529058 1.029410 1.177480 0.832145
2458216.529720 1.193135 2.475841 0.832145
2458216.530382 1.357031 1.719610 0.832145
2458216.531044 1.521035 2.871696 0.832145
2458216.531706 1.685084 1.280537 0.832145
2458216.532368 1.849115 2.603654 0.832145
2458216.533030 2.013063 1.582163 0.832145
2458216.533692 2.176864 3.664138 0.832145
2458216.534354 2.340455 3.077767 0.832145
2458216.535016 2.503772 2.717924 0.832145
2458216.535678 2.666749 2.856925 0.832145
2458216.536340 2.829322 2.496342 0.832145
2458216.537002 2.991427 3.814035 0.832145
2458216.537664 3.152996 2.457922 0.832145
2458216.538326 3.313963 2.486963 0.832145
2458216.538988 3.474264 4.558489 0.832145
2458216.539650 3.633835 3.944684 0.832145
2458216.540312 3.792609 4.482635 0.832145
2458216.540974 3.950521 4.480182 0.832145
2458216.541636 4.107505 3.099820 0.832145
2458216.542298 4.263496 3.860677 0.832145
2458216.542960 4.418428 3.818803 0.832145
2458216.543622 4.572235 4.412289 0.832145
2458216.544284 4.724851 4.830522 0.832145
2458216.544946 4.876211 5.382227 0.832145
2458216.545608 5.026242 4.619271 0.832145
2458216.546270 5.174883 6.565879 0.832145
2458216.546932 5.322071 5.542811 0.832145
2458216.547594 5.467740 3.754179 0.832145
2458216.548256 5.611823 6.761756 0.832145
2458216.548918 5.754256 6.580955 0.832145
2458216.549580 5.894972 6.380947 0.832145
2458216.550242 6.033908 5.834716 0.832145
2458216.550904 6.170996 7.263512 0.832145
2458216.551566 6.306173 6.042896 0.832145
2458216.552228 6.439371 6.586021 0.832145
2458216.552890 6.570516 5.781270 0.832145
2458216.553552 6.699551 6.910407 0.832145
2458216.554214 6.826411 6.233858 0.832145
2458216.554876 6.951032 7.936887 0.832145
2458216.555538 7.073347 6.271651 0.832145
2458216.556200 7.193290 7.054582 0.832145
2458216.556862 7.310797 6.646564 0.832145
2458216.557524 7.425800 6.527951 0.832145
2458216.558186 7.538233 6.826403 0.832145
2458216.558848 7.648029 7.753502 0.832145
2458216.559510 7.755121 6.257061 0.832145
2458216.560172 7.859427 8.248294 0.832145
2458216.560834 7.960888 7.793857 0.832145
2458216.561496 8.059439 9.132936 0.832145
2458216.562158 8.155009 6.000633 0.832145
2458216.562820 8.247527 7.795406 0.832145
2458216.563482 8.336921 8.662765 0.832145
2458216.564144 8.423117 8.182784 0.832145
2458216.564806 8.506041 7.732444 0.832145
2458216.565468 8.585616 8.856357 0.832145
2458216.566130 8.661764 8.428059 0.832145
2458216.566792 8.734405 7.807111 0.832145
2458216.567454 8.803441 8.396292 0.832145
2458216.568116 8.868795 8.590160 0.832145
2458216.568778 8.930387 10.536464 0.832145
2458216.569440 8.988126 7.472343 0.832145
2458216.570102 9.041918 8.588798 0.832145
2458216.570764 9.091666 9.408084 0.832145
2458216.571426 9.137270 10.183985 0.832145
2458216.572088 9.178626 10.686257 0.832145
2458216.572750 9.215624 8.179772 0.832145
2458216.573412 9.248151 9.657566 0.832145
2458216.574074 9.276089 7.965579 0.832145
2458216.574736 9.299297 8.905725 0.832145
2458216.575398 9.317654 9.351904 0.832145
2458216.576060 9.331036 9.398477 0.832145
2458216.576722 9.339304 9.390777 0.832145
2458216.577384 9.342315 9.537206 0.832145
2458216.578046 9.339918 9.208946 0.832145
2458216.578708 9.331960 10.753188 0.832145
2458216.579370 9.318281 8.989469 0.832145
2458216.580032 9.298719 9.244496 0.832145
2458216.580694 9.273105 10.056222 0.832145
2458216.581356 9.241270 7.593822 0.832145
2458216.582018 9.203023 8.788604 0.832145
2458216.582680 9.158191 7.640687 0.832145
2458216.583342 9.106622 9.194101 0.832145
2458216.584004 9.048148 8.946449 0.832145
2458216.584666 8.982606 9.042432 0.832145
2458216.585328 8.909843 8.624376 0.832145
2458216.585990 8.829714 9.355268 0.832145
2458216.586652 8.742089 8.531574 0.832145
2458216.587314 8.646854 8.903472 0.832145
2458216.587976 8.543917 9.129046 0.832145
2458216.588638 8.433210 8.974723 0.832145
2458216.589300 8.314674 8.713189 0.832145
2458216.589962 8.188296 7.366995 0.832145
2458216.590624 8.054133 7.521630 0.832145
2458216.591286 7.912255 9.146602 0.832145
2458216.591948 7.762778 9.241123 0.832145
2458216.592610 7.605864 9.079699 0.832145
2458216.593272 7.441723 7.898600 0.832145
2458216.593934 7.270617 8.157167 0.832145
2458216.594596 7.092861 7.049579 0.832145
2458216.595258 6.908818 8.242188 0.832145
2458216.595920 6.718904 6.343177 0.832145
2458216.596582 6.523570 6.012725 0.832145
2458216.597244 6.323317 5.325852 0.832145
2458216.597906 6.118708 5.638563 0.832145
2458216.598568 5.910321 6.228050 0.832145
2458216.599230 5.698755 5.622565 0.832145
2458216.599892 5.484627 5.140382 0.832145
2458216.600554 5.268563 5.504057 0.832145
2458216.601216 5.051189 3.905463 0.832145
2458216.601878 4.833121 4.293711 0.832145
2458216.602540 4.614957 4.644541 0.832145
2458216.603202 4.397270 5.537117 0.832145
2458216.603864 4.180602 4.326478 0.832145
2458216.604526 3.965459 4.357976 0.832145
2458216.605188 3.752292 4.016587 0.832145
2458216.605850 3.541506 3.989134 0.832145
2458216.606512 3.333452 3.410356 0.832145
2458216.607174 3.128429 2.387840 0.832145
2458216.607836 2.926684 2.724750 0.832145
2458216.608498 2.728407 3.082627 0.832145
2458216.609160 2.533740 2.463187 0.832145
2458216.609822 2.342772 3.208981 0.832145
2458216.610484 2.155552 1.608137 0.832145
2458216.611146 1.972085 2.095599 0.832145
