# t[BJD] flux_norm_perf-1 flux_norm_noise-1 flux_norm_err
2458216.471464 0.015781 0.056076 0.925018
2458216.472126 0.015752 0.361091 0.925018
2458216.472788 0.015726 1.362773 0.925018
2458216.473450 0.015704 0.351187 0.925018
2458216.474112 0.015686 0.422005 0.925018
2458216.474774 0.015671 1.029489 0.925018
2458216.475436 0.015659 1.017643 0.925018
2458216.476098 0.015650 0.376685 0.925018
2458216.476760 0.015645 -0.215347 0.925018
2458216.477422 0.015643 0.789373 0.925018
2458216.478084 0.015645 -0.755389 0.925018
2458216.478746 0.015649 -0.200792 0.925018
2458216.479408 0.015658 -1.593623 0.925018
2458216.480070 0.015669 1.528541 0.925018
2458216.480732 0.015684 -0.510823 0.925018
2458216.481394 0.015703 0.047699 0.925018
2458216.482056 0.015725 0.179705 0.925018
2458216.482718 0.015750 -1.511541 0.925018
2458216.483380 0.015779 -0.538137 0.925018
2458216.484042 0.015811 2.349031 0.925018
2458216.484704 0.015847 1.643972 0.925018
2458216.485366 0.015886 -0.053108 0.925018
2458216.486028 0.015929 -0.566621 0.925018
2458216.486690 0.015976 0.716887 0.925018
2458216.487352 0.016026 -0.280604 0.925018
2458216.488014 0.016080 1.334919 0.925018
2458216.488676 0.016139 -0.413006 0.925018
2458216.489338 0.016200 -0.272550 0.925018
2458216.490000 0.016266 0.336910 0.925018
2458216.490662 0.016336 0.716844 0.925018
2458216.491324 0.016410 0.753160 0.925018
2458216.491986 0.016488 -1.206176 0.925018
2458216.492648 0.016571 0.667328 0.925018
2458216.493310 0.016658 -1.180621 0.925018
2458216.493972 0.016749 0.403520 0.925018
2458216.494634 0.016845 0.502094 0.925018
2458216.495296 0.016945 0.419449 0.925018
2458216.495958 0.017050 -2.096524 0.925018
2458216.496620 0.017160 -0.852881 0.925018
2458216.497282 0.017275 -0.079039 0.925018
2458216.497944 0.017395 0.594699 0.925018
2458216.498606 0.017521 1.249038 0.925018
2458216.499268 0.017651 -0.192394 0.925018
2458216.499930 0.017788 1.167224 0.925018
2458216.500592 0.017930 -1.342628 0.925018
2458216.501254 0.018078 1.387709 0.925018
2458216.501916 0.018232 0.580738 0.925018
2458216.502578 0.018392 1.622166 0.925018
2458216.503240 0.018558 -0.090568 0.925018
2458216.503902 0.018732 0.183971 0.925018
2458216.504564 0.018912 -0.570997 0.925018
2458216.505226 0.019099 0.875177 0.925018
2458216.505888 0.019293 -1.157294 0.925018
2458216.506550 0.019495 0.041879 0.925018
2458216.507212 0.019705 -0.361539 0.925018
2458216.507874 0.019923 0.544323 0.925018
2458216.508536 0.020149 0.458367 0.925018
2458216.509198 0.020384 -0.200120 0.925018
2458216.509860 0.020629 -0.338114 0.925018
2458216.510522 0.020882 -1.807117 0.925018
2458216.511184 0.021145 0.138024 0.925018
2458216.511846 0.021419 0.867020 0.925018
2458216.512508 0.021703 -1.944750 0.925018
2458216.513170 0.021997 -1.195488 0.925018
2458216.513832 0.022304 1.652277 0.925018
2458216.514494 0.022622 -0.897403 0.925018
2458216.515156 0.022952 -0.292437 0.925018
2458216.515818 0.023296 -1.570500 0.925018
2458216.516480 0.023653 -1.824811 0.925018
2458216.517142 0.024024 -0.701971 0.925018
2458216.517804 0.024410 1.230942 0.925018
2458216.518466 0.024811 -1.418967 0.925018
2458216.519128 0.025229 0.902050 0.925018
2458216.519790 0.025663 -0.001465 0.925018
2458216.520452 0.026115 -1.240646 0.925018
2458216.521114 0.026585 -0.619084 0.925018
2458216.521776 0.027075 1.193311 0.925018
2458216.522438 0.027585 -1.305362 0.925018
2458216.523100 0.028116 -0.084457 0.925018
2458216.523762 0.028670 0.153388 0.925018
2458216.524424 0.029248 0.270483 0.925018
2458216.525086 0.029850 1.249583 0.925018
2458216.525748 0.030479 0.446527 0.925018
2458216.526410 0.031135 -0.448726 0.925018
2458216.527072 0.031820 1.708700 0.925018
2458216.527734 0.032535 1.254568 0.925018
2458216.528396 0.033283 -0.648679 0.925018
2458216.529058 0.034065 -0.876724 0.925018
2458216.529720 0.034883 0.162334 0.925018
2458216.530382 0.035739 -0.174672 0.925018
2458216.531044 0.036635 -1.688586 0.925018
2458216.531706 0.037574 -0.853678 0.925018
2458216.532368 0.038557 1.034101 0.925018
2458216.533030 0.039589 -0.700220 0.925018
2458216.533692 0.040671 -1.345780 0.925018
2458216.534354 0.041808 2.382056 0.925018
2458216.535016 0.043001 -1.606239 0.925018
2458216.535678 0.044255 -1.590144 0.925018
2458216.536340 0.045573 -0.049150 0.925018
2458216.537002 0.046961 0.471232 0.925018
2458216.537664 0.048421 -0.776761 0.925018
2458216.538326 0.049960 -0.413821 0.925018
2458216.538988 0.051582 -0.308118 0.925018
2458216.539650 0.053293 0.570977 0.925018
2458216.540312 0.055099 0.992902 0.925018
2458216.540974 0.057007 -0.610212 0.925018
2458216.541636 0.059022 1.784985 0.925018
2458216.542298 0.061154 -1.877269 0.925018
2458216.542960 0.063410 0.313082 0.925018
2458216.543622 0.065800 -0.617375 0.925018
2458216.544284 0.068332 -1.401281 0.925018
2458216.544946 0.071017 1.655917 0.925018
2458216.545608 0.073868 -0.176031 0.925018
2458216.546270 0.076896 0.127892 0.925018
2458216.546932 0.080115 0.153638 0.925018
2458216.547594 0.083538 0.392387 0.925018
2458216.548256 0.087182 0.071586 0.925018
