# t[BJD] flux_norm_perf flux_norm_noise flux_norm_err
2458216.471464 -5.194887 -2.701691 3.061374
2458216.472123 -5.264118 -2.344453 2.806174
2458216.472781 -5.331507 -8.083210 2.638436
2458216.473555 -5.408511 -5.672470 2.436617
2458216.474302 -5.480467 -3.585049 2.120440
2458216.474960 -5.541880 -4.239513 1.976723
2458216.475709 -5.609520 -3.800086 1.829516
2458216.476368 -5.666990 -7.001917 1.683130
2458216.477029 -5.722676 -5.800115 1.583760
2458216.477689 -5.776303 -4.109689 1.481310
2458216.478438 -5.834740 -5.647671 1.380914
2458216.479099 -5.884142 -7.186914 1.283392
2458216.479757 -5.931271 -5.790583 1.228574
2458216.480417 -5.976451 -6.246176 1.151172
2458216.481168 -6.025285 -5.853535 1.099639
2458216.481825 -6.065750 -5.832943 1.044616
2458216.482484 -6.104187 -6.279427 1.015668
2458216.483143 -6.140448 -6.814699 0.984050
2458216.483802 -6.174500 -8.494947 0.959618
2458216.484461 -6.206326 -5.808783 0.940935
2458216.485121 -6.235955 -5.253290 0.914860
2458216.485869 -6.266800 -6.107644 0.904184
2458216.486528 -6.291540 -5.680420 0.889402
2458216.487186 -6.313937 -6.741918 0.881395
2458216.487847 -6.334103 -4.989745 0.879342
2458216.488597 -6.354139 -5.369325 0.867229
2458216.489255 -6.369216 -8.266594 0.855526
2458216.489914 -6.381951 -6.490867 0.852036
2458216.490575 -6.392325 -6.879374 0.845876
2458216.491234 -6.400260 -7.720292 0.843002
2458216.491893 -6.405788 -6.404430 0.835611
2458216.492641 -6.409139 -5.761311 0.839717
2458216.493301 -6.409497 -5.803275 0.831710
2458216.493960 -6.407409 -6.670384 0.832942
2458216.494619 -6.402860 -5.947776 0.829452
2458216.495279 -6.395844 -5.850821 0.831710
2458216.495941 -6.386324 -6.602373 0.829041
2458216.496600 -6.374372 -6.153513 0.829452
2458216.497260 -6.359922 -7.428428 0.827193
2458216.497919 -6.343014 -7.249890 0.828220
2458216.498578 -6.323625 -6.143227 0.829041
2458216.499345 -6.297927 -6.598987 0.820418
2458216.500004 -6.273151 -6.361142 0.814875
2458216.500663 -6.245889 -6.062212 0.817133
2458216.501324 -6.216048 -5.071244 0.820829
2458216.501984 -6.183760 -5.669740 0.822471
2458216.502735 -6.143999 -6.487685 0.819597
2458216.503390 -6.106680 -5.910644 0.820418
2458216.504049 -6.066670 -5.794629 0.822266
2458216.504708 -6.024193 -5.100689 0.822471
2458216.505369 -5.979116 -5.339066 0.820007
2458216.506121 -5.924841 -5.742030 0.816312
2458216.506784 -5.874336 -5.933086 0.823908
2458216.507447 -5.821368 -4.268725 0.818775
2458216.508201 -5.758159 -5.715783 0.815901
2458216.508865 -5.699879 -4.839182 0.817749
2458216.509527 -5.639350 -6.605536 0.820623
2458216.510190 -5.576307 -5.584500 0.812206
2458216.510853 -5.510867 -5.417671 0.816517
2458216.511511 -5.443564 -4.703029 0.816517
2458216.512265 -5.363587 -5.761454 0.818981
2458216.512932 -5.290305 -5.969481 0.811384
2458216.513596 -5.215015 -4.421716 0.816722
2458216.514260 -5.137405 -5.744045 0.818570
2458216.514920 -5.057984 -5.438977 0.820213
2458216.515584 -4.975817 -5.650525 0.808510
2458216.516241 -4.892303 -5.316498 0.814053
2458216.516901 -4.806214 -5.636635 0.812206
2458216.517563 -4.717681 -4.772572 0.812206
2458216.518227 -4.626708 -3.884425 0.810974
2458216.518888 -4.534011 -5.626140 0.817338
2458216.519551 -4.438922 -3.797650 0.809126
2458216.520304 -4.328388 -4.191905 0.812206
2458216.520966 -4.229021 -4.449905 0.814669
2458216.521627 -4.127791 -2.969950 0.816517
2458216.522291 -4.024107 -5.584482 0.812206
2458216.522953 -3.918777 -3.740462 0.807278
2458216.523614 -3.811688 -2.834526 0.805020
2458216.524275 -3.702715 -3.532405 0.814053
2458216.524939 -3.591384 -2.709129 0.814669
2458216.525604 -3.478050 -5.001810 0.816928
2458216.526266 -3.363431 -3.696623 0.813437
2458216.526932 -3.246356 -3.459592 0.807073
2458216.527597 -3.127730 -2.429772 0.808510
