# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.001036 1.886034 1.693561 1.887200 2.084563 2.722050 2.602455
0.001110 2.231481 2.020080 1.370089 1.393458 2.129224 2.399031
0.001191 2.157791 2.239729 2.108587 1.876164 1.548857 2.039000
0.001277 1.986753 1.929380 1.546897 1.812956 2.140580 1.893439
0.001369 1.842052 1.907453 1.962747 1.325141 1.211715 2.146243
0.001468 1.844933 2.064906 2.155867 1.736953 1.502030 0.919847
0.001574 2.070187 2.090629 1.961402 2.130071 1.949550 1.996849
0.001688 1.978889 2.034730 1.932757 1.899697 2.057998 2.426324
0.001810 2.000581 2.034963 2.032794 2.020637 1.500744 1.485890
0.001940 2.048751 2.164046 2.262551 2.476275 2.328170 1.649377
0.002081 1.778523 1.881744 1.910498 1.803590 2.105963 2.271319
0.002231 1.922903 2.034903 2.185954 1.948452 1.887621 1.798336
0.002392 1.916511 2.104079 1.839331 1.835308 1.858881 1.851679
0.002565 1.730949 2.010068 1.899267 1.714373 1.585765 1.723082
0.002750 1.646917 1.760209 2.306360 2.145795 1.879543 1.794025
0.002949 2.036848 1.945111 2.248155 2.337873 2.046632 1.633017
0.003162 1.976875 1.908995 2.066554 2.285805 2.397742 2.286504
0.003391 1.732967 1.751804 1.667590 2.025128 2.369127 2.343964
0.003636 1.895935 1.939792 1.798980 1.938289 1.956654 2.005514
0.003899 1.855689 1.930745 2.046927 1.989756 2.067138 1.898490
0.004180 1.841349 1.937615 1.907499 2.071864 2.201121 2.509949
0.004482 1.724744 1.800864 2.018846 2.071787 2.170262 2.264679
0.004806 1.746630 1.904143 1.912891 2.000955 2.255859 2.527478
0.005154 1.718324 1.812160 2.159454 2.050787 1.952871 2.017288
0.005526 1.676566 1.697200 1.791382 1.936522 1.986263 1.895183
0.005926 1.734907 1.690942 1.692325 1.876563 1.970768 2.109971
0.006354 1.755366 1.783544 1.758079 1.816123 1.987519 2.102111
0.006813 1.768288 1.661682 1.768315 1.770141 1.852438 2.045076
0.007305 1.764572 1.671173 1.552335 1.632240 1.780763 1.870744
0.007833 1.780549 1.729067 1.710978 1.569001 1.738212 1.829729
0.008399 1.952961 1.757706 1.693077 1.706646 1.524398 1.597221
0.009006 1.888470 1.804043 1.705995 1.781460 1.754861 1.630697
