# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.001000 0.962437 1.871559 1.779904 -0.000000 nan nan nan
0.001070 0.982346 1.959124 2.884546 -0.000000 nan nan nan
0.001145 0.995073 2.008057 3.646806 -0.000000 nan nan nan
0.001225 1.001142 2.022694 2.473218 -0.000000 nan nan nan
0.001311 1.001826 2.009901 2.735682 4.244839 nan nan nan
0.001403 0.998964 2.029793 3.247082 3.292553 nan nan nan
0.001502 0.995333 1.977392 2.811157 4.964753 nan nan nan
0.001607 0.980807 1.922492 3.070056 3.708223 nan nan nan
0.001720 1.016556 2.021705 3.503000 2.960959 nan nan nan
0.001840 0.999481 2.004642 2.452566 2.464935 nan nan nan
0.001969 0.980837 1.942922 2.928750 3.063784 nan nan nan
0.002107 0.997903 1.982626 3.270213 5.982764 nan nan nan
0.002255 1.007529 1.998912 3.245978 3.292553 nan nan nan
0.002413 0.978833 1.985753 2.920453 4.964753 -0.000000 nan nan
0.002583 1.016592 2.024611 3.129143 3.708223 10.227600 nan nan
0.002764 0.983407 1.965437 3.114302 4.448364 10.227600 nan nan
0.002958 1.007143 2.066010 3.309512 3.886807 3.292553 nan nan
0.003165 0.995984 1.971313 2.854678 3.569512 2.690212 nan nan
0.003387 0.982733 1.986465 3.078697 3.843099 4.244839 nan nan
0.003624 1.014958 2.011952 3.030507 4.007991 1.737925 nan nan
0.003878 0.991916 1.987520 3.063154 3.716179 5.425894 nan nan
0.004150 0.990242 2.013853 3.103116 4.397171 3.958319 nan nan
0.004441 0.984430 1.956859 2.889648 3.868087 5.088229 nan nan
0.004753 0.992031 1.975598 3.046622 3.866374 6.387045 nan nan
0.005086 0.996152 1.993167 3.094612 4.226475 8.085397 10.227600 nan
0.005443 0.994347 2.003023 3.094168 4.263203 8.518469 27.619030 nan
0.005825 0.990675 1.953822 2.980207 4.096126 6.574747 9.046548 nan
0.006233 0.994747 1.971979 2.981160 3.907319 6.037924 8.257306 nan
0.006670 0.993942 1.955248 3.086598 4.144476 5.306830 7.325081 nan
0.007138 0.989514 1.960920 3.008640 4.103682 5.776393 9.001930 23.747760
0.007638 0.993592 1.971764 3.040825 4.196720 5.182099 6.774427 10.591950
0.008174 0.992925 1.975773 3.016021 4.165444 5.430113 6.487885 8.712909
0.008747 0.996903 1.971998 2.944019 3.669811 4.539266 5.696244 7.009635
0.009360 0.986666 1.945075 2.922676 3.801496 4.612363 5.734225 7.734461
0.010017 0.990787 1.960167 2.944564 3.686825 4.128682 5.107288 6.201366
0.010719 0.990438 1.952945 2.891866 3.626075 3.936816 4.198511 4.495847
0.011471 0.987575 1.945776 2.868826 3.627091 3.960405 4.025718 3.884935
0.012275 0.991988 1.954146 2.897945 3.576779 3.911995 4.017932 3.702149
0.013136 0.988076 1.939606 2.866801 3.539315 3.882817 4.383733 4.271392
0.014057 0.990731 1.943963 2.876032 3.641548 4.012551 4.314628 3.991988
0.015043 0.990228 1.948969 2.903294 3.778209 4.210967 4.217773 4.070760
0.016097 0.995179 1.957694 2.912982 3.798035 4.299926 4.158408 3.726644
0.017226 0.987372 1.939174 2.857612 3.684368 4.221826 4.237966 3.725713
0.018434 0.993581 1.957671 2.881109 3.706677 4.182324 4.168095 3.995242
0.019727 0.992664 1.948594 2.852785 3.674472 4.186881 4.400692 4.561718
0.021110 0.996862 1.961885 2.889460 3.678343 4.286392 4.694365 4.921981
0.022590 0.988869 1.937975 2.845900 3.628581 4.211258 4.743372 5.106530
0.024174 0.990588 1.943983 2.857743 3.646119 4.288648 4.893683 5.396241
0.025870 0.993083 1.948254 2.858368 3.691715 4.482912 5.172447 5.923157
0.027684 0.983951 1.924606 2.797693 3.574932 4.255761 4.848392 5.548447
0.029625 0.983310 1.913348 2.759013 3.536754 4.194834 4.728657 5.568604
0.031702 0.981621 1.897393 2.707636 3.421651 4.032851 4.492626 5.322139
0.033925 0.980072 1.893803 2.684201 3.362293 3.927225 4.378198 5.271242
0.036304 0.977591 1.880823 2.655612 3.318753 3.854998 4.359031 5.449756
0.038850 0.975890 1.875488 2.616581 3.245447 3.719738 4.186604 5.103782
0.041574 0.971591 1.869149 2.597466 3.201320 3.652633 4.105401 4.936839
0.044489 0.973481 1.878966 2.602360 3.191025 3.626553 4.067263 4.793632
0.047609 0.974646 1.887511 2.615877 3.228101 3.732768 4.239008 5.083868
0.050947 0.970255 1.877481 2.582457 3.155977 3.618060 4.048495 4.669185
0.054520 0.968811 1.870663 2.555581 3.105171 3.508956 3.900095 4.441019
0.058343 0.966248 1.863482 2.521540 3.051371 3.389944 3.734726 4.198916
0.062434 0.959750 1.849284 2.478078 2.970570 3.248875 3.538162 3.919150
0.066812 0.955337 1.843277 2.459678 2.939467 3.194047 3.455701 3.771159
0.071497 0.953497 1.843708 2.451050 2.932751 3.190400 3.445233 3.746999
0.076510 0.952916 1.841740 2.435010 2.902842 3.170833 3.437968 3.754153
0.081875 0.950088 1.836559 2.410409 2.864670 3.104678 3.334250 3.578734
0.087616 0.943174 1.825855 2.378493 2.808564 3.016360 3.211232 3.416539
0.093760 0.936282 1.817767 2.358580 2.773872 2.983409 3.172390 3.373171
0.100334 0.935476 1.820299 2.362734 2.776881 2.997447 3.184052 3.389693
0.107370 0.929610 1.811298 2.340838 2.750657 2.975613 3.171765 3.402697
0.114899 0.919376 1.795756 2.319488 2.719003 2.956217 3.146941 3.386104
0.122956 0.913118 1.787421 2.316765 2.724990 2.983915 3.178846 3.432945
0.131578 0.904542 1.770860 2.287418 2.689372 2.948361 3.111770 3.322431
0.140804 0.896195 1.753163 2.252391 2.636437 2.894095 3.029172 3.213124
0.150678 0.882953 1.725755 2.211967 2.587317 2.854491 2.976273 3.147171
0.161243 0.871755 1.704690 2.177400 2.536190 2.806161 2.909829 3.059201
0.172550 0.855318 1.675255 2.131801 2.479439 2.754010 2.853002 2.991872
0.184649 0.838717 1.650307 2.092117 2.428280 2.705023 2.823999 2.974105
0.197597 0.815903 1.612174 2.035603 2.362109 2.631804 2.784968 2.959920
0.211453 0.786150 1.559357 1.947094 2.268343 2.530804 2.720867 2.928137
0.226281 0.757078 1.508739 1.859976 2.160856 2.405621 2.605166 2.829469
0.242148 0.733639 1.472930 1.796816 2.081107 2.311909 2.514458 2.741174
0.259128 0.707937 1.431464 1.734668 2.011501 2.236600 2.443878 2.664103
0.277298 0.681713 1.387999 1.674121 1.947582 2.175460 2.391589 2.598300
0.296743 0.652160 1.333901 1.606236 1.878646 2.112205 2.338506 2.524190
0.317551 0.616681 1.265246 1.529333 1.804182 2.043661 2.280851 2.448364
0.339818 0.579873 1.192598 1.450300 1.723902 1.969009 2.217132 2.374326
0.363646 0.540936 1.111604 1.363748 1.632390 1.884861 2.146764 2.306681
0.389146 0.499941 1.023955 1.270934 1.531012 1.789325 2.063124 2.240857
0.416433 0.451457 0.918629 1.157214 1.402184 1.655966 1.928329 2.130956
0.445634 0.398205 0.803905 1.029900 1.253469 1.491563 1.747638 1.969299
0.476883 0.339873 0.682362 0.892806 1.092060 1.307006 1.534145 1.753731
0.510322 0.284051 0.569809 0.762313 0.939230 1.128930 1.324874 1.526703
0.546107 0.228287 0.459529 0.629252 0.787134 0.952968 1.120301 1.296419
0.584401 0.170080 0.342841 0.480732 0.617779 0.756972 0.895844 1.041689
0.625380 0.112497 0.225966 0.324230 0.424818 0.524710 0.625183 0.728860
0.669232 0.066389 0.133550 0.196022 0.259400 0.321144 0.383331 0.446713
0.716160 0.029537 0.059690 0.089422 0.119495 0.149318 0.179227 0.209584
0.766378 0.005850 0.011832 0.017816 0.023885 0.030057 0.036232 0.042637
