# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.001000 1.000978 2.196890 2.451036 2.721159 3.056654 3.364860 3.061557
0.001070 0.997748 2.190104 2.446383 2.702809 2.871968 3.085250 3.016465
0.001146 0.998774 2.267733 2.654366 2.886719 3.195632 3.607323 3.756233
0.001226 1.002826 2.117536 2.322084 2.423430 2.603798 2.794823 2.806921
0.001312 0.997073 2.076434 2.207322 2.191436 2.292661 2.324964 2.451739
0.001404 1.000996 2.025991 2.200357 2.299171 2.359608 2.520339 2.829579
0.001503 0.999243 2.131171 2.304996 2.333883 2.409380 2.515315 2.703680
0.001609 1.001741 2.067105 2.238632 2.346035 2.407317 2.456994 2.700140
0.001722 0.998314 2.102208 2.298483 2.377827 2.394752 2.531940 2.724543
0.001843 1.001358 2.012741 2.101737 2.138556 2.260677 2.412322 2.511625
0.001972 0.997971 1.874847 1.912238 1.992738 2.066166 2.193579 2.350908
0.002111 0.997137 1.865110 1.945582 2.063010 2.211205 2.340754 2.458807
0.002259 1.000037 1.882664 1.964237 2.044563 2.173944 2.292749 2.411635
0.002418 0.999375 1.901102 1.969156 2.049673 2.097086 2.164789 2.341756
0.002588 0.997236 1.893992 1.933840 1.951922 1.964904 2.028180 2.143044
0.002770 0.998939 1.858600 1.870435 1.841901 1.873669 1.918399 1.960101
0.002965 0.998520 1.887487 1.938591 1.907059 1.897060 1.941516 1.984424
0.003173 0.999755 1.900696 1.934375 1.952303 1.989441 2.028718 2.090476
0.003396 0.997411 1.874050 1.928006 1.953565 1.955661 1.931014 1.925271
0.003635 0.998764 1.867333 1.926734 1.958818 1.960554 1.962206 1.979272
0.003890 0.997794 1.872885 1.957611 2.008568 1.991537 1.965485 1.939109
0.004164 0.996944 1.892983 1.958663 1.984445 1.967435 1.974685 1.978729
0.004457 0.997183 1.916242 1.959937 1.952334 1.940933 1.960194 1.947332
0.004770 0.998158 1.940699 2.008540 1.985744 1.978577 1.993215 1.991708
0.005105 0.997872 1.920518 1.978054 1.969183 1.980888 2.000263 2.015892
0.005464 0.997539 1.909490 1.969990 1.991872 2.013318 2.019379 1.988998
0.005848 0.997042 1.887222 1.945333 1.977310 1.997209 1.986194 1.960188
0.006259 0.996212 1.865759 1.913264 1.918799 1.911158 1.871875 1.838905
0.006699 0.996693 1.871524 1.928979 1.949242 1.944157 1.916109 1.911282
0.007170 0.994923 1.840919 1.877102 1.888770 1.892216 1.886088 1.892292
0.007674 0.995403 1.859129 1.899038 1.913672 1.929698 1.940425 1.957037
0.008213 0.995032 1.868621 1.928258 1.952741 1.968835 1.988904 2.014309
0.008790 0.994168 1.848851 1.892060 1.897595 1.896503 1.920534 1.953075
0.009408 0.994313 1.846041 1.893771 1.896113 1.887718 1.911782 1.963818
0.010069 0.993448 1.860641 1.901477 1.883880 1.868998 1.889657 1.929894
0.010777 0.993975 1.859337 1.908160 1.896765 1.884269 1.884155 1.892065
0.011535 0.993392 1.858917 1.916952 1.911404 1.896552 1.885934 1.880403
0.012345 0.992314 1.848077 1.904588 1.906347 1.894663 1.874996 1.851159
0.013213 0.991667 1.833920 1.895295 1.909937 1.906952 1.887626 1.877721
0.014142 0.991132 1.828371 1.890734 1.909701 1.907838 1.892673 1.885528
0.015136 0.989516 1.813033 1.868735 1.894519 1.898883 1.893701 1.894784
0.016199 0.987946 1.804955 1.864099 1.893062 1.899141 1.905341 1.915835
0.017338 0.987643 1.811379 1.873158 1.905376 1.913164 1.927942 1.947218
0.018557 0.986587 1.807437 1.863599 1.890919 1.902874 1.922498 1.944878
0.019861 0.985805 1.807593 1.864773 1.888330 1.899614 1.922642 1.947971
0.021257 0.984993 1.812613 1.869543 1.885753 1.890603 1.905313 1.920430
0.022751 0.983633 1.814411 1.873598 1.889570 1.894526 1.899019 1.902193
0.024350 0.983387 1.827905 1.894973 1.912079 1.915558 1.919502 1.920521
0.026062 0.982876 1.834565 1.905440 1.919652 1.920134 1.914823 1.904061
0.027893 0.981351 1.833354 1.909118 1.928914 1.931496 1.924314 1.910229
0.029854 0.980859 1.842416 1.919454 1.935132 1.937483 1.930340 1.918570
0.031952 0.979512 1.844104 1.930300 1.948381 1.955983 1.950805 1.938856
0.034198 0.978405 1.842012 1.933448 1.954150 1.962203 1.960440 1.957845
0.036602 0.976674 1.836804 1.930589 1.952534 1.967081 1.971658 1.976435
0.039174 0.974790 1.833183 1.936857 1.966410 1.982909 1.985651 1.989310
0.041928 0.971751 1.816141 1.922581 1.960242 1.983671 1.991007 2.002891
0.044875 0.969452 1.806701 1.916214 1.955068 1.978060 1.990200 2.007718
0.048029 0.965713 1.796763 1.906440 1.939530 1.958919 1.976529 2.003371
0.051405 0.961933 1.788316 1.897396 1.928566 1.950682 1.973624 2.001337
0.055018 0.957289 1.777313 1.884606 1.915110 1.942765 1.967216 1.991326
0.058885 0.953455 1.772832 1.883514 1.920283 1.955622 1.979661 1.991282
0.063023 0.948037 1.760105 1.879603 1.928452 1.971268 1.997020 1.997892
0.067453 0.941602 1.743668 1.867245 1.924754 1.973564 1.998768 1.991738
0.072194 0.935489 1.730050 1.862573 1.928709 1.979184 2.009122 2.008305
0.077268 0.928226 1.711884 1.851858 1.922928 1.977418 2.021875 2.042574
0.082699 0.921840 1.698701 1.849839 1.925359 1.985792 2.043368 2.089612
0.088512 0.913455 1.676788 1.839704 1.923280 1.991140 2.067123 2.151482
0.094733 0.904165 1.657489 1.830304 1.923743 2.002261 2.093057 2.203279
0.101392 0.894990 1.644997 1.829030 1.930465 2.018568 2.122661 2.247171
0.108518 0.883472 1.628402 1.823641 1.935241 2.037153 2.155118 2.284222
0.116146 0.870912 1.615336 1.821414 1.934141 2.051437 2.175108 2.298235
0.124309 0.857802 1.604701 1.819517 1.932637 2.071735 2.198513 2.318138
0.133046 0.842265 1.589734 1.802310 1.915369 2.058963 2.181124 2.306105
0.142398 0.826159 1.572461 1.767282 1.882686 2.023428 2.147638 2.291550
0.152406 0.808886 1.551167 1.724667 1.836711 1.968788 2.089158 2.242556
0.163118 0.789496 1.529636 1.689419 1.791972 1.916174 2.034040 2.184863
0.174583 0.763376 1.491173 1.641708 1.739534 1.854419 1.975939 2.118013
0.186854 0.733092 1.445807 1.587241 1.693678 1.795959 1.914610 2.045655
0.199988 0.705963 1.405158 1.544299 1.658467 1.751380 1.865748 1.990256
0.214044 0.676073 1.352908 1.500522 1.622163 1.713608 1.826169 1.940579
0.229088 0.645604 1.296536 1.457299 1.591847 1.687715 1.792116 1.896111
0.245190 0.608152 1.222862 1.397266 1.547311 1.651818 1.752449 1.848835
0.262424 0.559052 1.124111 1.331665 1.528681 1.651538 1.758060 1.851234
0.280869 0.505552 1.016949 1.256706 1.502377 1.644848 1.763957 1.862302
0.300610 0.450501 0.905263 1.161137 1.432525 1.600469 1.750020 1.869344
0.321739 0.392793 0.787096 1.042058 1.314316 1.500609 1.676252 1.826994
0.344353 0.328327 0.655320 0.899874 1.162511 1.355462 1.540946 1.725473
0.368556 0.261471 0.517861 0.749418 0.994839 1.196290 1.400505 1.620816
0.394460 0.193455 0.379975 0.569414 0.769370 0.944849 1.128504 1.320684
0.422186 0.132363 0.263411 0.395041 0.533755 0.661604 0.796200 0.932960
0.451860 0.094052 0.188903 0.283553 0.381435 0.478187 0.579045 0.680247
0.483619 0.076775 0.154248 0.230908 0.309015 0.389819 0.473251 0.556190
0.517611 0.063155 0.126782 0.189410 0.252412 0.317003 0.383169 0.448491
0.553992 0.052111 0.104849 0.157137 0.209106 0.261993 0.315740 0.368981
0.592930 0.042606 0.085643 0.128633 0.170868 0.213574 0.256704 0.299772
0.634605 0.031297 0.062760 0.094264 0.124860 0.155643 0.186608 0.217709
0.679209 0.019573 0.039188 0.058714 0.077463 0.096264 0.115117 0.134097
0.726949 0.009366 0.018740 0.027998 0.036674 0.045358 0.054050 0.062786
0.778043 0.002532 0.005064 0.007518 0.009741 0.011964 0.014188 0.016418
