# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.001000 0.999312 1.952044 3.198030 nan nan nan nan
0.001072 0.999320 1.981328 2.761498 nan nan nan nan
0.001150 0.994500 1.972271 2.808639 nan nan nan nan
0.001233 1.003763 1.916624 3.816078 nan nan nan nan
0.001322 0.998277 2.081369 3.309273 -0.000000 nan nan nan
0.001417 1.002847 1.955912 2.686666 -0.000000 nan nan nan
0.001520 1.000073 2.025259 3.891443 5.811012 nan nan nan
0.001630 1.000089 2.005242 3.244638 7.321009 nan nan nan
0.001748 0.998525 1.987070 2.919882 8.423993 nan nan nan
0.001874 0.999208 2.034895 3.294867 2.875956 nan nan nan
0.002009 0.999149 2.018632 2.697179 3.456267 nan nan nan
0.002154 1.001540 2.054222 3.145966 5.811012 nan nan nan
0.002310 1.000645 2.032209 3.169113 3.601767 nan nan nan
0.002477 1.003610 2.003120 3.264773 5.632975 nan nan nan
0.002656 1.001158 2.001513 3.395404 5.075891 -0.000000 nan nan
0.002848 0.999369 1.996457 3.273813 4.677824 -0.000000 nan nan
0.003054 1.001857 2.032278 3.094738 5.381335 13.132020 nan nan
0.003275 1.000405 1.991419 3.030150 3.222934 -0.000000 -0.000000 nan
0.003511 0.998569 2.002040 2.981596 4.122978 8.423993 -0.000000 nan
0.003765 1.000153 1.957079 2.890817 3.725638 6.332222 -0.000000 nan
0.004037 1.001668 2.008621 2.902010 3.369670 3.601767 -0.000000 nan
0.004329 1.001233 2.016355 3.018129 4.020242 2.209244 -0.000000 nan
0.004642 1.000617 1.991226 3.005855 4.703903 7.321009 15.745000 nan
0.004977 1.000954 2.005229 2.989455 4.178564 4.224984 4.122978 nan
0.005337 0.999126 1.982124 2.994311 3.509005 4.865721 3.198030 nan
0.005722 0.999410 1.990073 3.028563 3.681968 5.370001 2.612981 nan
0.006136 0.999168 1.990475 2.941634 3.837437 4.672153 5.811012 nan
