# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.001000 0.424333 1.047255 1.614113 1.572759 1.707022 1.753065 1.730716
0.001070 0.417780 1.050552 1.601307 1.554412 1.676717 1.724490 1.703453
0.001145 0.412010 1.055909 1.595686 1.547094 1.687354 1.776259 1.752510
0.001226 0.407126 1.053563 1.593676 1.538404 1.661252 1.756850 1.731389
0.001312 0.401763 1.044265 1.591791 1.532792 1.665980 1.785207 1.745328
0.001404 0.398455 1.035720 1.584856 1.525711 1.692895 1.860150 1.811914
0.001503 0.394021 1.026067 1.581774 1.516493 1.678317 1.867713 1.825446
0.001608 0.391392 1.019621 1.582731 1.508392 1.674223 1.869212 1.823061
0.001721 0.388992 1.010010 1.589439 1.498658 1.652536 1.834586 1.794093
0.001842 0.388796 1.001257 1.609001 1.501847 1.668833 1.844053 1.808073
0.001972 0.388942 0.992217 1.637851 1.501618 1.665660 1.864065 1.837021
0.002110 0.391798 0.991872 1.678334 1.499026 1.694206 1.876930 1.852127
0.002258 0.395712 0.998787 1.719550 1.506698 1.713822 1.865590 1.842284
0.002417 0.388617 0.973837 1.627312 1.487552 1.711851 1.820132 1.793492
0.002587 0.351249 0.851711 1.493775 1.461900 1.735902 1.838993 1.825659
0.002769 0.310930 0.766466 1.434672 1.474070 1.766287 1.882656 1.863612
0.002963 0.295636 0.729918 1.406775 1.477433 1.818200 1.933779 1.905754
0.003171 0.291551 0.727296 1.412913 1.502930 1.839530 1.990157 1.963514
0.003394 0.281142 0.698462 1.371997 1.490176 1.852994 2.034792 1.996960
0.003632 0.272545 0.683907 1.366066 1.497911 1.880703 2.065567 2.009822
0.003887 0.265404 0.670841 1.339347 1.480994 1.888693 2.082279 2.024669
0.004161 0.258802 0.665033 1.337200 1.481758 1.908099 2.123950 2.056317
0.004453 0.259823 0.675032 1.358143 1.501182 1.914682 2.178707 2.110433
0.004766 0.245492 0.644507 1.299400 1.475961 1.901775 2.232655 2.211749
0.005100 0.235910 0.624658 1.264074 1.451294 1.873822 2.218503 2.215930
0.005459 0.220638 0.589973 1.181841 1.373637 1.816622 2.143882 2.148035
0.005842 0.208327 0.566333 1.115308 1.310476 1.762781 2.089856 2.098559
0.006252 0.195302 0.536681 1.050818 1.252316 1.702033 2.025487 2.036342
0.006692 0.194557 0.526590 1.016350 1.226801 1.661420 1.991329 2.015613
0.007162 0.174313 0.473780 0.927395 1.151367 1.585700 1.911811 1.939555
0.007665 0.178463 0.477849 0.926513 1.146790 1.566408 1.894440 1.940014
0.008203 0.175854 0.466140 0.900357 1.117852 1.520652 1.836246 1.878730
0.008780 0.173809 0.456320 0.880724 1.098025 1.490863 1.806776 1.867040
0.009396 0.177089 0.458424 0.880260 1.082614 1.455800 1.760521 1.833510
0.010056 0.174349 0.447004 0.853996 1.060764 1.429304 1.737213 1.818332
0.010763 0.167715 0.428485 0.819316 1.034334 1.395868 1.695034 1.779760
0.011519 0.164614 0.418146 0.800356 1.018663 1.378079 1.682814 1.778933
0.012328 0.168734 0.423463 0.809696 1.020069 1.365430 1.647378 1.740662
0.013194 0.171220 0.424654 0.810599 1.024768 1.366675 1.662417 1.781052
0.014121 0.167134 0.412183 0.789756 1.024081 1.367759 1.697093 1.851880
0.015113 0.162921 0.400061 0.760364 0.991665 1.320238 1.653806 1.823109
0.016174 0.172228 0.416046 0.775546 0.996425 1.309924 1.642804 1.824757
0.017310 0.173230 0.412321 0.757522 0.969198 1.269076 1.595834 1.790196
0.018526 0.163199 0.384764 0.701451 0.895083 1.168073 1.468616 1.674860
0.019828 0.135880 0.323465 0.593970 0.755549 0.986932 1.239362 1.419857
0.021220 0.128725 0.306137 0.560589 0.718043 0.940384 1.190351 1.366031
0.022711 0.125930 0.298252 0.542330 0.689317 0.898053 1.137865 1.308414
0.024307 0.125038 0.294078 0.530188 0.687729 0.903064 1.166718 1.357293
0.026014 0.126558 0.294684 0.526694 0.683359 0.896895 1.172217 1.377576
0.027841 0.112012 0.261928 0.469069 0.609310 0.799392 1.042270 1.241682
0.029797 0.108483 0.253699 0.452885 0.586371 0.766114 1.009186 1.208066
0.031890 0.114415 0.265076 0.468456 0.599588 0.775195 1.022883 1.233159
0.034130 0.110971 0.256374 0.451570 0.579146 0.749383 0.988125 1.187611
0.036528 0.110738 0.255383 0.447574 0.571152 0.734065 0.971283 1.173844
0.039094 0.117028 0.267641 0.464030 0.583065 0.737982 0.964158 1.152916
0.041840 0.119660 0.271147 0.465944 0.579520 0.729210 0.944734 1.124179
0.044779 0.112756 0.254084 0.435291 0.557535 0.713235 0.931526 1.103644
0.047924 0.103396 0.234004 0.400369 0.511311 0.653687 0.851167 1.011613
0.051291 0.102044 0.229311 0.390427 0.495645 0.629729 0.813820 0.963874
0.054894 0.098653 0.221462 0.375841 0.482635 0.618159 0.800548 0.947908
0.058750 0.098893 0.221293 0.374256 0.485302 0.623603 0.806411 0.945680
0.062877 0.102873 0.229274 0.385119 0.489684 0.620301 0.793262 0.929953
0.067294 0.105720 0.233575 0.389125 0.495552 0.626142 0.798138 0.931080
0.072021 0.096449 0.212950 0.354437 0.456936 0.582643 0.744829 0.868651
0.077080 0.092513 0.204224 0.339655 0.437139 0.555909 0.708066 0.825340
0.082494 0.101794 0.223005 0.367314 0.465163 0.583831 0.735101 0.852671
0.088289 0.092865 0.203163 0.334134 0.428499 0.542670 0.686241 0.796322
0.094491 0.091517 0.199781 0.327877 0.423258 0.537303 0.679310 0.785482
0.101129 0.096812 0.210167 0.343035 0.442198 0.559409 0.704763 0.812217
0.108233 0.103417 0.223448 0.362494 0.463765 0.583241 0.729401 0.843137
0.115836 0.103536 0.222946 0.360289 0.460700 0.578127 0.721209 0.833229
0.123972 0.106594 0.228215 0.365558 0.464210 0.578381 0.716221 0.834039
0.132681 0.096416 0.205988 0.329456 0.417352 0.519364 0.642903 0.740836
0.142001 0.098311 0.209323 0.333056 0.422991 0.526730 0.651828 0.754453
0.151976 0.098514 0.209082 0.331298 0.427028 0.536536 0.667401 0.783526
0.162652 0.094662 0.200186 0.315800 0.407508 0.511343 0.637806 0.753481
0.174077 0.094130 0.198384 0.311790 0.402062 0.504096 0.620204 0.728656
0.186306 0.094392 0.197954 0.309913 0.407431 0.515994 0.637548 0.759972
0.199393 0.086325 0.181107 0.282289 0.369387 0.466856 0.575870 0.690525
0.213399 0.091643 0.191142 0.295769 0.392893 0.500342 0.619256 0.746789
0.228390 0.092083 0.191714 0.293845 0.406799 0.530184 0.662051 0.810490
0.244433 0.099021 0.205227 0.317819 0.443002 0.578353 0.722178 0.882598
0.261603 0.084338 0.174092 0.269965 0.375361 0.488104 0.606451 0.737075
0.279980 0.069952 0.144329 0.223566 0.309449 0.401146 0.496100 0.599540
0.299647 0.073137 0.150509 0.232373 0.320580 0.414194 0.509057 0.611704
0.320696 0.067493 0.138614 0.213680 0.293857 0.378570 0.464329 0.556275
0.343224 0.061251 0.125694 0.193525 0.265269 0.340954 0.420803 0.505538
0.367334 0.068970 0.141057 0.216437 0.295974 0.379183 0.466496 0.558902
0.393137 0.070971 0.144806 0.221668 0.302276 0.386220 0.473766 0.565782
0.420753 0.069094 0.140707 0.214915 0.292291 0.372537 0.455775 0.542658
0.450309 0.068106 0.138360 0.210861 0.286050 0.363630 0.443782 0.526965
0.481942 0.068473 0.138785 0.210991 0.285422 0.361866 0.440438 0.521509
0.515796 0.070640 0.142853 0.216682 0.292437 0.369872 0.449084 0.530404
0.552028 0.070190 0.141605 0.214321 0.288557 0.364076 0.440957 0.519433
0.590806 0.075859 0.152695 0.230552 0.309638 0.389725 0.470854 0.553247
0.632308 0.070912 0.142367 0.214475 0.287493 0.361061 0.435280 0.510371
0.676724 0.044058 0.088353 0.132926 0.177811 0.222929 0.268312 0.313993
0.724261 0.038955 0.078032 0.117273 0.156681 0.196207 0.235863 0.275663
0.775137 0.042317 0.084670 0.127126 0.169689 0.212282 0.254919 0.297619
