# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.001000 0.003678 0.000015 0.000000 0.000000 0.000000 0.000000 0.000000
0.001068 0.003915 0.000017 0.000000 0.000000 0.000000 0.000000 0.000000
0.001141 0.004152 0.000019 0.000000 0.000000 0.000000 0.000000 0.000000
0.001219 0.004438 0.000022 0.000000 0.000000 0.000000 0.000000 0.000000
0.001302 0.004769 0.000025 0.000000 0.000000 0.000000 0.000000 0.000000
0.001390 0.005101 0.000029 0.000000 0.000000 0.000000 0.000000 0.000000
0.001485 0.005433 0.000033 0.000001 0.000000 0.000000 0.000000 0.000000
0.001586 0.005814 0.000038 0.000001 0.000000 0.000000 0.000000 0.000000
0.001694 0.006194 0.000043 0.000001 0.000000 0.000000 0.000000 0.000000
0.001809 0.006621 0.000049 0.000001 0.000000 0.000000 0.000000 0.000000
0.001933 0.007048 0.000056 0.000001 0.000000 0.000000 0.000000 0.000000
0.002064 0.007570 0.000064 0.000002 0.000000 0.000000 0.000000 0.000000
0.002205 0.008044 0.000072 0.000002 0.000000 0.000000 0.000000 0.000000
0.002355 0.008614 0.000083 0.000002 0.000000 0.000000 0.000000 0.000000
0.002515 0.009185 0.000094 0.000003 0.000000 0.000000 0.000000 0.000000
0.002687 0.009802 0.000107 0.000003 0.000000 0.000000 0.000000 0.000000
0.002870 0.010514 0.000123 0.000004 0.000000 0.000000 0.000000 0.000000
0.003065 0.011226 0.000140 0.000005 0.000000 0.000000 0.000000 0.000000
0.003274 0.011986 0.000160 0.000007 0.000001 0.000000 0.000000 0.000000
0.003497 0.012794 0.000182 0.000008 0.000001 0.000000 0.000000 0.000000
0.003735 0.013650 0.000208 0.000010 0.000001 0.000000 0.000000 0.000000
0.003990 0.014600 0.000237 0.000012 0.000001 0.000000 0.000000 0.000000
0.004261 0.015596 0.000271 0.000014 0.000001 0.000000 0.000000 0.000000
0.004551 0.016642 0.000309 0.000017 0.000002 0.000000 0.000000 0.000000
0.004861 0.017779 0.000353 0.000021 0.000003 0.000000 0.000000 0.000000
0.005193 0.019013 0.000403 0.000026 0.000003 0.000000 0.000000 0.000000
0.005546 0.020295 0.000460 0.000031 0.000004 0.000001 0.000000 0.000000
0.005924 0.021670 0.000524 0.000038 0.000006 0.000001 0.000000 0.000000
0.006327 0.023141 0.000598 0.000047 0.000007 0.000001 0.000000 0.000000
0.006758 0.024707 0.000682 0.000057 0.000010 0.000001 0.000000 0.000000
0.007219 0.026415 0.000779 0.000069 0.000013 0.000002 0.000000 0.000000
0.007710 0.028170 0.000887 0.000084 0.000016 0.000003 0.000001 0.000000
0.008235 0.030115 0.001013 0.000102 0.000021 0.000004 0.000001 0.000000
0.008796 0.032155 0.001156 0.000123 0.000027 0.000006 0.000001 0.000000
0.009395 0.034335 0.001318 0.000149 0.000035 0.000008 0.000002 0.000000
0.010035 0.036705 0.001505 0.000181 0.000045 0.000011 0.000003 0.000001
0.010719 0.039169 0.001713 0.000220 0.000058 0.000015 0.000004 0.000001
0.011449 0.041820 0.001953 0.000267 0.000075 0.000021 0.000006 0.000002
0.012229 0.044708 0.002233 0.000325 0.000098 0.000030 0.000009 0.000003
0.013062 0.047740 0.002546 0.000395 0.000126 0.000041 0.000013 0.000005
0.013951 0.050958 0.002901 0.000479 0.000162 0.000056 0.000019 0.000007
0.014901 0.054411 0.003307 0.000582 0.000208 0.000077 0.000027 0.000011
0.015916 0.058144 0.003778 0.000709 0.000267 0.000106 0.000040 0.000016
0.017000 0.062065 0.004305 0.000860 0.000342 0.000143 0.000058 0.000025
0.018158 0.066270 0.004908 0.001042 0.000436 0.000194 0.000083 0.000038
0.019395 0.070795 0.005599 0.001264 0.000557 0.000261 0.000120 0.000057
0.020716 0.075552 0.006372 0.001527 0.000705 0.000349 0.000170 0.000084
0.022127 0.080685 0.007264 0.001848 0.000894 0.000466 0.000240 0.000125
0.023634 0.086135 0.008272 0.002231 0.001126 0.000616 0.000334 0.000183
0.025243 0.091957 0.009420 0.002692 0.001416 0.000812 0.000463 0.000267
0.026963 0.098189 0.010727 0.003244 0.001772 0.001062 0.000636 0.000384
0.028799 0.104785 0.012202 0.003897 0.002207 0.001377 0.000860 0.000541
0.030760 0.111837 0.013879 0.004678 0.002740 0.001778 0.001155 0.000756
0.032855 0.119380 0.015788 0.005609 0.003394 0.002285 0.001543 0.001049
0.035093 0.127372 0.017938 0.006709 0.004183 0.002917 0.002040 0.001438
0.037483 0.135892 0.020379 0.008015 0.005139 0.003705 0.002679 0.001954
0.040036 0.144995 0.023150 0.009566 0.006290 0.004677 0.003487 0.002624
0.042763 0.154659 0.026276 0.011390 0.007661 0.005853 0.004483 0.003463
0.045676 0.164922 0.029794 0.013527 0.009283 0.007267 0.005700 0.004507
0.048786 0.175867 0.033772 0.016043 0.011216 0.008974 0.007190 0.005801
0.052109 0.187480 0.038250 0.018994 0.013508 0.011019 0.008997 0.007391
0.055658 0.199795 0.043288 0.022439 0.016213 0.013458 0.011175 0.009325
0.059449 0.212890 0.048955 0.026457 0.019403 0.016361 0.013791 0.011672
0.063498 0.226776 0.055312 0.031117 0.023146 0.019796 0.016920 0.014510
0.067823 0.241490 0.062435 0.036514 0.027536 0.023858 0.020658 0.017934
0.072442 0.257094 0.070419 0.042739 0.032649 0.028624 0.025085 0.022026
0.077376 0.273603 0.079348 0.049893 0.038587 0.034198 0.030301 0.026886
0.082646 0.291065 0.089328 0.058103 0.045484 0.040706 0.036430 0.032639
0.088275 0.309529 0.100476 0.067500 0.053471 0.048280 0.043603 0.039420
0.094287 0.328959 0.112849 0.078179 0.062672 0.057050 0.051955 0.047361
0.100709 0.349415 0.126566 0.090247 0.073208 0.067145 0.061621 0.056597
0.107568 0.370867 0.141693 0.103773 0.085164 0.078651 0.072697 0.067234
0.114894 0.393363 0.158371 0.118890 0.098667 0.091697 0.085305 0.079393
0.122719 0.416934 0.176721 0.135739 0.113886 0.106449 0.099616 0.093252
0.131077 0.441557 0.196883 0.154474 0.131008 0.123082 0.115796 0.108974
0.140005 0.467227 0.218977 0.175189 0.150142 0.141686 0.133918 0.126607
0.149540 0.493892 0.243107 0.197976 0.171390 0.162362 0.154080 0.146249
0.159725 0.521607 0.269505 0.223101 0.195045 0.185406 0.176572 0.168183
0.170604 0.550319 0.298326 0.250723 0.221309 0.211032 0.201625 0.192654
0.182223 0.579971 0.329691 0.280928 0.250237 0.239299 0.229305 0.219734
0.194634 0.610524 0.363802 0.313894 0.281970 0.270359 0.259769 0.249599
0.207890 0.641838 0.400739 0.349718 0.316541 0.304239 0.293058 0.282285
0.222049 0.673836 0.440693 0.388639 0.354157 0.341156 0.329380 0.317994
0.237173 0.706348 0.483799 0.430849 0.394933 0.381153 0.368693 0.356602
0.253326 0.739142 0.530065 0.476576 0.439176 0.424472 0.411196 0.398274
0.270580 0.772029 0.579488 0.526092 0.487380 0.471623 0.457395 0.443487
0.289008 0.804620 0.631605 0.579234 0.539702 0.522843 0.507604 0.492641
0.308692 0.836589 0.685800 0.635632 0.596145 0.578363 0.562233 0.546335
0.329717 0.867463 0.741040 0.694559 0.656385 0.638103 0.621411 0.604898
0.352173 0.896789 0.795931 0.754719 0.719336 0.701341 0.684746 0.668265
0.376159 0.923773 0.848171 0.813681 0.782631 0.765957 0.750339 0.734781
0.401778 0.947354 0.894795 0.867777 0.842350 0.828076 0.814383 0.800708
0.429143 0.966716 0.933438 0.913892 0.894890 0.883748 0.872794 0.861830
0.458371 0.981569 0.963136 0.950363 0.937724 0.930044 0.922384 0.914699
0.489590 0.991526 0.983051 0.976026 0.969024 0.964604 0.960178 0.955733
0.522935 0.996852 0.993704 0.990743 0.987784 0.985755 0.983725 0.981685
0.558551 0.999152 0.998305 0.997463 0.996620 0.995976 0.995332 0.994686
0.596593 0.999852 0.999704 0.999556 0.999408 0.999282 0.999157 0.999031
0.637225 0.999987 0.999974 0.999961 0.999949 0.999936 0.999923 0.999910
0.680626 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
