# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.001000 5.900125 5.006518 0.694637 0.271224 0.217256 0.211573 0.164600
0.001070 5.832472 4.949022 0.681792 0.272740 0.221210 0.217958 0.171990
0.001145 5.764658 4.883532 0.666356 0.274877 0.228913 0.221293 0.179693
0.001225 5.696931 4.813376 0.653082 0.285710 0.246289 0.227406 0.191572
0.001311 5.629238 4.749997 0.654824 0.297772 0.260430 0.233944 0.198773
0.001402 5.561467 4.685661 0.649601 0.306224 0.271385 0.239877 0.203371
0.001501 5.493643 4.620320 0.638252 0.301418 0.266958 0.241107 0.212178
0.001606 5.426099 4.562218 0.627286 0.294023 0.262537 0.243895 0.219291
0.001718 5.358602 4.496506 0.614579 0.289917 0.252325 0.243438 0.228515
0.001838 5.290975 4.434875 0.603677 0.280186 0.248310 0.241559 0.224394
0.001967 5.223542 4.383465 0.599328 0.276272 0.244458 0.240984 0.220301
0.002104 5.156206 4.326603 0.588703 0.269075 0.239939 0.235882 0.215182
0.002252 5.088769 4.270695 0.584671 0.267702 0.234593 0.231929 0.213392
0.002409 5.021119 4.214502 0.580903 0.264297 0.230038 0.228055 0.212515
0.002578 4.953564 4.161426 0.576639 0.260258 0.221178 0.214791 0.201470
0.002758 4.886054 4.108247 0.567304 0.255631 0.217208 0.208723 0.196706
0.002951 4.818622 4.053019 0.558995 0.254337 0.216809 0.204924 0.190642
0.003158 4.750892 3.995603 0.549212 0.248960 0.212728 0.200638 0.185124
0.003379 4.683369 3.944456 0.543434 0.247952 0.210935 0.195138 0.177911
0.003615 4.615952 3.894724 0.539578 0.246894 0.206378 0.187881 0.170447
0.003868 4.548480 3.841469 0.535642 0.246677 0.204941 0.183844 0.166187
0.004139 4.480934 3.791191 0.532856 0.246715 0.203116 0.182403 0.165570
0.004429 4.413425 3.744261 0.532505 0.247694 0.205157 0.184159 0.168710
0.004739 4.346064 3.696101 0.533635 0.251209 0.206116 0.184184 0.168048
0.005070 4.278627 3.647245 0.532902 0.251778 0.205613 0.182755 0.164126
0.005425 4.211213 3.596395 0.532836 0.252039 0.205653 0.182961 0.161630
0.005805 4.143639 3.547004 0.534918 0.256030 0.207989 0.184901 0.162609
0.006211 4.076196 3.494687 0.535212 0.261432 0.211284 0.187444 0.163936
