# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.001000 1.003400 1.915747 1.434368 0.000000 nan nan nan
0.001072 0.999061 1.952428 2.875956 0.000000 nan nan nan
0.001150 1.002326 1.971600 5.111765 0.000000 nan nan nan
0.001233 1.000531 1.994598 2.171970 9.933990 nan nan nan
0.001322 0.996733 2.082769 3.551918 5.811012 nan nan nan
0.001417 0.996725 2.058843 3.057522 4.122978 nan nan nan
0.001520 0.998918 1.985685 2.869536 3.198030 nan nan nan
0.001630 1.000398 1.970961 2.632231 2.612981 nan nan nan
0.001748 1.001474 2.024750 2.748601 2.209244 nan nan nan
0.001874 1.000331 2.001810 3.094437 1.913734 nan nan nan
0.002009 1.001860 2.002744 3.146754 1.688033 nan nan nan
0.002154 0.998435 1.974840 2.875956 2.875956 nan nan nan
0.002310 0.997638 1.987530 3.054416 5.370001 nan nan nan
0.002477 1.003783 2.030077 3.184439 3.897277 nan nan nan
0.002656 0.998851 1.977299 2.940091 4.625897 nan nan nan
0.002848 1.001378 2.015860 3.202460 0.955802 nan nan nan
0.003054 1.000231 1.993730 2.893660 5.964293 nan nan nan
0.003275 1.000606 1.998349 2.822557 3.969696 nan nan nan
0.003511 1.000743 2.015737 3.132493 4.352291 9.933990 nan nan
0.003765 1.001419 2.001159 3.009528 4.748917 5.811012 nan nan
0.004037 0.998842 2.001857 2.962996 3.271339 4.122978 nan nan
0.004329 1.001388 2.007634 2.939371 4.122978 8.020256 nan nan
0.004642 1.001832 1.998722 2.878987 3.372455 6.477723 9.933990 nan
0.004977 1.000066 1.982779 2.902066 3.742338 4.445053 0.000000 nan
0.005337 0.999640 1.989327 2.893549 3.357372 2.612981 0.000000 nan
0.005722 0.999030 1.988987 3.139093 3.945823 4.122978 0.000000 nan
0.006136 0.999043 1.996771 2.910787 3.515351 3.667965 0.000000 nan
0.006579 1.000321 2.013758 3.044241 4.102041 7.134880 15.745000 nan
0.007055 0.998519 2.016350 2.957395 3.873311 6.089306 5.811012 nan
0.007565 0.999437 1.996542 3.024107 4.298793 6.173859 6.332222 nan
0.008111 1.000287 2.004192 2.994190 3.767647 4.212273 1.913734 0.000000
0.008697 0.999656 1.994500 2.970395 3.971900 3.807983 3.897277 5.811012
0.009326 0.999428 1.994866 2.990782 4.026870 4.919390 4.122978 7.321009
0.010000 0.999195 1.996801 2.999016 4.084811 4.911863 3.994442 0.000000
0.010723 1.000261 1.994691 2.962202 3.996746 4.924962 6.193213 4.822225
0.011498 0.999009 1.999377 2.992521 4.076748 5.128816 6.060265 5.111765
0.012328 0.998490 1.993014 2.983485 3.924111 4.841688 4.845739 3.760131
0.013219 0.998691 1.992502 3.005717 4.105467 5.160306 6.794576 7.539818
0.014175 0.998654 1.999021 3.014073 3.946029 4.936855 6.477723 8.568031
0.015199 0.998604 1.985501 2.975904 3.912061 4.710191 5.717645 7.392489
0.016298 0.998306 1.988714 2.965707 3.875324 4.644382 5.675066 7.105490
0.017475 0.997655 1.988410 2.956975 3.920180 5.047486 6.129661 7.137434
0.018738 0.998155 1.990004 2.955075 3.871987 4.803357 5.654881 6.046607
0.020092 0.997410 1.982094 2.935114 3.876333 4.814806 5.939713 7.258561
0.021544 0.995771 1.979817 2.935785 3.829782 4.728432 5.554513 6.242537
0.023101 0.996283 1.979962 2.936778 3.865571 4.710226 5.431980 5.851440
0.024771 0.995004 1.974056 2.911356 3.857936 4.845734 5.720016 6.811456
0.026561 0.994904 1.970558 2.916706 3.855873 4.783874 5.757663 6.510391
0.028480 0.993848 1.968282 2.897145 3.809998 4.682312 5.601636 6.325771
0.030539 0.992987 1.966582 2.881791 3.781947 4.685250 5.640119 6.733824
0.032745 0.992188 1.960054 2.865563 3.732594 4.588438 5.431614 6.246391
0.035112 0.990805 1.952624 2.842265 3.706629 4.544260 5.378199 6.231542
0.037649 0.989651 1.946640 2.826987 3.656283 4.507612 5.337216 6.165139
0.040370 0.988512 1.941371 2.806598 3.623202 4.416338 5.225314 6.025914
0.043288 0.986003 1.931297 2.779977 3.583545 4.389237 5.166983 5.893775
0.046416 0.984244 1.922036 2.750289 3.523204 4.262712 4.999446 5.735121
0.049770 0.982097 1.913666 2.724706 3.473976 4.206926 4.949122 5.689931
0.053367 0.979679 1.901149 2.689548 3.404570 4.099069 4.792441 5.492877
0.057224 0.976454 1.890202 2.659072 3.353333 4.034840 4.712058 5.356291
0.061359 0.972873 1.874516 2.617434 3.277564 3.920844 4.560156 5.170851
0.065793 0.968850 1.860173 2.582266 3.212414 3.816227 4.419351 5.004803
0.070548 0.965167 1.845344 2.544835 3.148141 3.719235 4.288506 4.830546
0.075646 0.959731 1.827247 2.504522 3.080779 3.615356 4.150252 4.658634
0.081113 0.954464 1.808955 2.465497 3.016768 3.524004 4.033299 4.510341
0.086975 0.947540 1.785259 2.419436 2.946062 3.421723 3.897403 4.346802
0.093260 0.940947 1.764701 2.378491 2.882050 3.324335 3.771534 4.193505
0.100000 0.932518 1.738653 2.332743 2.816513 3.228892 3.649533 4.045014
0.107227 0.923454 1.713276 2.291668 2.760583 3.152064 3.554758 3.939094
0.114976 0.912978 1.685002 2.248536 2.705133 3.074086 3.452586 3.820374
0.123285 0.902192 1.656318 2.206917 2.655647 3.005559 3.366470 3.720808
0.132194 0.889979 1.624934 2.164688 2.608336 2.942248 3.283968 3.624231
0.141747 0.876373 1.592230 2.121292 2.562028 2.885113 3.208123 3.536664
0.151991 0.861886 1.558732 2.081366 2.523507 2.839318 3.147848 3.465361
0.162975 0.845858 1.523593 2.038153 2.482579 2.797219 3.093424 3.403210
0.174753 0.828948 1.488041 1.995472 2.442384 2.758795 3.044633 3.344528
0.187382 0.810839 1.452383 1.951226 2.401626 2.726533 3.004352 3.298213
0.200923 0.791932 1.418085 1.907633 2.359543 2.697418 2.972454 3.261052
0.215444 0.772123 1.385079 1.864729 2.315355 2.669696 2.944874 3.231981
0.231013 0.752047 1.354555 1.824966 2.271443 2.641828 2.920293 3.206308
0.247708 0.731392 1.325801 1.786387 2.224434 2.606016 2.886558 3.170012
0.265609 0.709637 1.299129 1.752669 2.180031 2.567818 2.850314 3.129636
0.284804 0.687577 1.275647 1.726605 2.144764 2.533894 2.816056 3.090348
0.305386 0.663806 1.253125 1.707518 2.121729 2.509387 2.789878 3.058315
0.327455 0.637997 1.230448 1.694886 2.113931 2.501851 2.782134 3.048557
0.351119 0.607892 1.201229 1.678237 2.108813 2.502184 2.787196 3.058698
0.376494 0.572181 1.159416 1.646219 2.092317 2.499241 2.799235 3.088335
0.403702 0.528802 1.095904 1.580686 2.037271 2.458758 2.781906 3.098087
0.432876 0.475423 0.998924 1.460412 1.909755 2.332306 2.677398 3.020606
0.464159 0.411624 0.865091 1.279973 1.696163 2.094953 2.446152 2.800504
0.497702 0.338291 0.703676 1.052890 1.408760 1.756876 2.084284 2.416839
0.533670 0.259672 0.533315 0.804397 1.080147 1.356141 1.627070 1.901525
0.572237 0.181547 0.369304 0.559086 0.749217 0.944063 1.139083 1.335412
0.613591 0.111972 0.226305 0.342575 0.456601 0.576216 0.696755 0.817600
0.657933 0.058338 0.117352 0.177165 0.234579 0.296258 0.358651 0.421077
0.705480 0.024022 0.048189 0.072587 0.095567 0.120978 0.146796 0.172622
0.756463 0.007028 0.014076 0.021176 0.027751 0.035278 0.042962 0.050649
0.811131 0.001294 0.002588 0.003889 0.005084 0.006507 0.007973 0.009438
0.869749 0.000116 0.000233 0.000349 0.000457 0.000590 0.000727 0.000864
0.932603 0.000003 0.000006 0.000009 0.000012 0.000016 0.000020 0.000024
