# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.001000 4.319365 4.340971 4.401793 4.993046 nan nan nan
0.001072 4.249640 4.271401 4.347178 4.707383 nan nan nan
0.001150 4.180045 4.201617 4.268759 4.503968 nan nan nan
0.001233 4.110233 4.131948 4.191201 4.425543 nan nan nan
0.001322 4.040570 4.063584 4.124340 4.366278 nan nan nan
0.001417 3.970771 3.994865 4.054978 4.255705 nan nan nan
0.001520 3.900882 3.925705 3.981587 4.084562 nan nan nan
0.001630 3.831185 3.857190 3.908945 3.960210 4.369448 nan nan
0.001748 3.761469 3.787448 3.832279 3.906209 4.234107 nan nan
0.001874 3.691738 3.717530 3.762286 3.868840 3.633820 nan nan
0.002009 3.621961 3.647741 3.692578 3.771739 3.806662 nan nan
0.002154 3.552181 3.578497 3.619671 3.693908 3.536810 nan nan
0.002310 3.482511 3.509620 3.550047 3.611800 3.521706 nan nan
0.002477 3.412765 3.439558 3.481401 3.535299 3.532226 nan nan
0.002656 3.343046 3.369608 3.408861 3.462460 3.570413 3.465736 nan
0.002848 3.273325 3.299940 3.337275 3.403724 3.414040 3.198673 nan
0.003054 3.203666 3.230048 3.268979 3.340821 3.386955 3.091042 nan
0.003275 3.134067 3.160462 3.200481 3.262616 3.298149 3.178054 nan
0.003511 3.064417 3.091329 3.131201 3.186468 3.271512 3.265759 nan
0.003765 2.994838 3.021538 3.061099 3.117352 3.199551 3.433987 nan
0.004037 2.925206 2.951625 2.991304 3.043020 3.052978 3.171085 2.484907
0.004329 2.855628 2.882135 2.921065 2.977230 3.020488 3.130366 2.140066
0.004642 2.786114 2.812699 2.849701 2.907919 2.905849 2.990546 2.674149
0.004977 2.716564 2.743240 2.779303 2.831993 2.802612 2.854592 3.198673
0.005337 2.647073 2.674141 2.710610 2.759805 2.734260 2.889542 3.106080
0.005722 2.577552 2.604786 2.640635 2.695346 2.671691 2.757285 2.593387
0.006136 2.508140 2.535262 2.571717 2.625469 2.599650 2.603735 2.691243
0.006579 2.438732 2.465725 2.502422 2.558318 2.530184 2.526321 2.765209
0.007055 2.369390 2.396485 2.432198 2.484721 2.451009 2.415584 2.669540
0.007565 2.300111 2.327299 2.362946 2.415923 2.384180 2.323881 2.498451
0.008111 2.230911 2.258168 2.294510 2.345181 2.303567 2.229340 2.295009
0.008697 2.161799 2.188986 2.225508 2.274033 2.239187 2.154103 2.246609
0.009326 2.092755 2.119911 2.157003 2.204551 2.172824 2.089439 2.127649
0.010000 2.023819 2.050814 2.087513 2.136200 2.104210 2.007716 2.044435
0.010723 1.955063 1.982010 2.018564 2.066869 2.040114 1.953583 1.997271
0.011498 1.886428 1.913255 1.950110 1.998174 1.972791 1.899870 1.960712
0.012328 1.817959 1.844646 1.881388 1.928406 1.903568 1.830957 1.901128
0.013219 1.749686 1.776274 1.812887 1.860148 1.832132 1.763742 1.822896
0.014175 1.681648 1.708192 1.744317 1.790925 1.763544 1.695402 1.752252
0.015199 1.613853 1.640359 1.676524 1.722584 1.695243 1.627589 1.678892
0.016298 1.546388 1.572832 1.608815 1.654868 1.628067 1.564267 1.617422
0.017475 1.479259 1.505642 1.541505 1.587123 1.561137 1.497763 1.551029
0.018738 1.412500 1.438728 1.474433 1.519476 1.492455 1.428510 1.474922
0.020092 1.346146 1.372269 1.407763 1.452879 1.426066 1.362632 1.407411
0.021544 1.280332 1.306366 1.341551 1.386640 1.360626 1.298319 1.341718
0.023101 1.215100 1.240928 1.275885 1.320326 1.294488 1.233602 1.278027
0.024771 1.150537 1.176193 1.210812 1.255123 1.229559 1.169276 1.212457
0.026561 1.086722 1.112198 1.146360 1.190378 1.165451 1.106425 1.151102
0.028480 1.023724 1.049006 1.082802 1.126333 1.101809 1.044213 1.088952
0.030539 0.961680 0.986752 1.020062 1.063114 1.038975 0.982489 1.026239
0.032745 0.900718 0.925496 0.958312 1.000751 0.977082 0.921379 0.964733
0.035112 0.840987 0.865478 0.897760 0.939450 0.916329 0.861917 0.905203
0.037649 0.782620 0.806790 0.838413 0.879341 0.856872 0.803570 0.846493
0.040370 0.725810 0.749596 0.780474 0.820563 0.798873 0.746769 0.789125
0.043288 0.670703 0.694064 0.724207 0.763362 0.742608 0.691942 0.733422
0.046416 0.617519 0.640395 0.669679 0.707708 0.687885 0.638879 0.679686
0.049770 0.566433 0.588792 0.617147 0.653982 0.635092 0.587944 0.627901
0.053367 0.517670 0.539428 0.566748 0.602341 0.584553 0.539438 0.578439
