# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.001000 1.024261 2.000909 4.332204 0.000000 nan nan nan
0.001072 0.960111 1.833547 2.647557 9.933990 nan nan nan
0.001150 1.041226 2.046338 0.838351 0.000000 nan nan nan
0.001233 0.973000 1.977754 3.959185 9.933990 nan nan nan
0.001322 0.976933 1.973331 2.797117 0.000000 nan nan nan
0.001417 1.025297 2.021674 2.848208 3.198030 nan nan nan
0.001520 1.013607 2.022362 3.131216 0.000000 nan nan nan
0.001630 1.000050 1.976088 3.117439 4.822225 nan nan nan
0.001748 0.979996 1.985790 2.693572 1.913734 nan nan nan
0.001874 1.006137 1.962726 2.716781 3.198030 nan nan nan
0.002009 0.984672 2.014344 2.686666 6.735959 nan nan nan
0.002154 1.031896 2.098114 3.246944 0.868855 nan nan nan
0.002310 0.966276 1.966338 2.420441 0.000000 nan nan nan
0.002477 1.004108 2.009828 2.902177 2.329175 nan nan nan
0.002656 1.003322 1.985508 2.901959 2.612981 nan nan nan
0.002848 1.022375 2.029722 3.214526 3.667965 nan nan nan
0.003054 0.978963 1.962361 2.651397 4.689523 nan nan nan
0.003275 0.992996 1.987621 2.885917 4.288665 0.000000 nan nan
0.003511 1.000616 2.016540 3.247237 5.645325 19.867980 nan nan
0.003765 1.003540 2.018714 2.992937 3.785746 0.000000 nan nan
0.004037 0.998076 1.984062 2.985791 4.470622 11.622020 nan nan
0.004329 1.008389 2.034894 3.061638 5.074247 8.245957 0.000000 0.000000
0.004642 0.996774 2.009550 3.004713 3.689156 4.563989 9.933990 9.933990
0.004977 0.997730 1.987892 3.002461 3.258887 4.914987 5.811012 0.000000
0.005337 1.010603 2.012501 2.970358 3.816078 4.689523 0.000000 0.000000
0.005722 0.988045 1.976365 2.916853 3.864742 2.445357 2.209244 0.000000
0.006136 1.006648 2.004604 3.055834 4.146648 5.139839 3.601767 0.000000
0.006579 1.003586 2.016560 2.977294 3.520736 3.623565 4.122978 0.000000
0.007055 0.995256 1.991190 2.924604 3.782525 3.499762 4.122978 9.933990
0.007565 0.996367 1.990413 2.959086 3.813310 5.650879 6.396061 3.198030
0.008111 1.002708 2.020697 3.083265 3.962846 4.753045 3.082916 2.612981
0.008697 0.993002 1.976836 2.931641 4.121430 5.261234 5.341077 0.000000
0.009326 1.001241 2.002990 2.998547 4.027425 4.556709 3.637111 0.000000
0.010000 1.002061 2.002640 2.953197 3.953621 5.357251 6.766814 4.122978
0.010723 0.997571 1.997113 2.980249 4.089666 5.245437 8.475269 18.943030
0.011498 0.998300 1.987079 2.953788 3.822183 4.486695 4.439365 3.760131
0.012328 1.000191 2.001417 2.974977 4.012201 4.602746 5.366089 4.926837
0.013219 0.998117 1.993770 2.960978 3.851088 4.782148 5.710236 6.897901
0.014175 1.001645 1.998782 2.998196 4.025470 5.066809 5.733751 6.389618
0.015199 0.997180 1.990361 2.958029 3.880743 4.779784 5.720345 7.155083
0.016298 0.998141 1.990212 2.969215 3.895116 4.920556 5.858575 6.523167
0.017475 0.998149 1.991539 2.954553 3.906731 4.875968 5.822518 6.991714
0.018738 0.997018 1.984751 2.925657 3.831449 4.746544 5.691660 6.890505
0.020092 0.994980 1.983891 2.939952 3.903822 4.925576 5.971201 7.175600
0.021544 0.999393 1.993617 2.931347 3.842198 4.772973 5.714685 6.824743
0.023101 0.993747 1.976389 2.890712 3.773641 4.694258 5.656221 6.627037
0.024771 0.995809 1.982459 2.913446 3.800549 4.697060 5.626922 6.774764
0.026561 0.994892 1.977711 2.903063 3.819822 4.744237 5.614007 6.543979
0.028480 0.995309 1.978791 2.889146 3.758485 4.644479 5.530825 6.335950
0.030539 0.991553 1.972984 2.876017 3.735830 4.599397 5.466368 6.356876
0.032745 0.991655 1.969128 2.848969 3.679581 4.513768 5.374931 6.193948
0.035112 0.990854 1.966923 2.847727 3.674733 4.517948 5.343882 6.163545
0.037649 0.989396 1.959348 2.815237 3.597633 4.377494 5.142316 5.912684
0.040370 0.987264 1.953709 2.797995 3.579935 4.343985 5.114373 5.935685
0.043288 0.987128 1.954225 2.780391 3.532007 4.266030 4.994816 5.736806
0.046416 0.983479 1.941806 2.739777 3.439924 4.129710 4.809197 5.493457
0.049770 0.982573 1.938497 2.719139 3.393123 4.064220 4.730503 5.406398
0.053367 0.980090 1.928721 2.684568 3.323298 3.957221 4.591124 5.216346
0.057224 0.976993 1.920541 2.658447 3.269804 3.865756 4.458064 5.043596
0.061359 0.974375 1.913559 2.622279 3.185872 3.737030 4.284791 4.833529
0.065793 0.969580 1.900228 2.585054 3.110575 3.619263 4.121288 4.620582
0.070548 0.967991 1.893928 2.554231 3.045775 3.508241 3.965516 4.420663
0.075646 0.962566 1.880103 2.518744 2.968598 3.388574 3.804252 4.217216
0.081113 0.959054 1.869279 2.484225 2.897730 3.269311 3.637521 4.002376
0.086975 0.954560 1.858823 2.450696 2.827074 3.157362 3.481143 3.804098
0.093260 0.948949 1.844469 2.415728 2.759254 3.044974 3.327727 3.609482
0.100000 0.944125 1.832688 2.387896 2.701827 2.945436 3.185784 3.431653
0.107227 0.937035 1.816895 2.357469 2.647797 2.852797 3.057109 3.267397
0.114976 0.931718 1.804616 2.335444 2.607582 2.771356 2.938571 3.118917
0.123285 0.924344 1.790382 2.312319 2.575359 2.703513 2.839096 2.991908
0.132194 0.915785 1.774190 2.289142 2.549119 2.638961 2.743304 2.872817
0.141747 0.908473 1.761483 2.273933 2.542749 2.598891 2.677187 2.787989
0.151991 0.898451 1.746223 2.256734 2.542830 2.564593 2.613064 2.706237
0.162975 0.889422 1.734329 2.242985 2.556046 2.548454 2.565298 2.642529
0.174753 0.878160 1.720005 2.224029 2.570564 2.544106 2.529996 2.593679
0.187382 0.867083 1.708097 2.203501 2.584438 2.549988 2.502950 2.551420
0.200923 0.853947 1.694322 2.176732 2.587325 2.564593 2.493437 2.530668
0.215444 0.839690 1.680450 2.144251 2.572119 2.576877 2.491527 2.514394
0.231013 0.823976 1.663859 2.107310 2.538064 2.587320 2.506597 2.512140
0.247708 0.805612 1.641557 2.067354 2.489226 2.598332 2.545624 2.528589
0.265609 0.784895 1.612887 2.027167 2.432770 2.612306 2.612716 2.567403
0.284804 0.759854 1.572819 1.981389 2.369614 2.626269 2.707944 2.635862
0.305386 0.730464 1.519514 1.923971 2.301043 2.633323 2.814417 2.734819
0.327455 0.693395 1.444370 1.839583 2.214868 2.611579 2.898239 2.861972
0.351119 0.648121 1.345083 1.719637 2.097539 2.536402 2.919034 2.990722
0.376494 0.591584 1.217703 1.556270 1.921711 2.359325 2.800768 3.002125
0.403702 0.526818 1.075239 1.366145 1.692748 2.082168 2.516463 2.788164
0.432876 0.458822 0.932428 1.172397 1.443417 1.760066 2.126955 2.388314
0.464159 0.395449 0.806576 1.004193 1.224283 1.474575 1.761402 1.983711
0.497702 0.338626 0.697551 0.865665 1.048896 1.251349 1.476727 1.668555
0.533670 0.286642 0.595849 0.743863 0.901543 1.071114 1.254217 1.425482
0.572237 0.237390 0.492943 0.622740 0.758252 0.900875 1.050725 1.200570
0.613591 0.189370 0.388905 0.499276 0.612561 0.730216 0.851086 0.974767
0.657933 0.139841 0.283888 0.374389 0.465915 0.560255 0.655495 0.752789
0.705480 0.088894 0.178983 0.246390 0.313795 0.383025 0.452136 0.522775
0.756463 0.040909 0.081985 0.118878 0.155575 0.193290 0.230807 0.269237
0.811131 0.009877 0.019760 0.029590 0.039363 0.049475 0.059550 0.069866
0.869749 0.000758 0.001516 0.002301 0.003081 0.003909 0.004735 0.005579
0.932603 0.000006 0.000012 0.000020 0.000028 0.000038 0.000048 0.000059
