# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.001000 0.996369 1.988106 2.535721 0.000000 nan nan nan
0.001072 0.998260 2.086693 3.580232 0.000000 nan nan nan
0.001150 1.001705 1.985466 3.701990 0.000000 nan nan nan
0.001233 0.997064 2.005725 2.939371 9.933990 nan nan nan
0.001322 1.001395 1.991150 2.437911 0.000000 nan nan nan
0.001417 0.999615 1.988036 2.692824 0.000000 nan nan nan
0.001520 1.000521 1.998425 2.875956 5.811012 nan nan nan
0.001630 0.999422 2.016528 2.935056 0.000000 nan nan nan
0.001748 0.999968 1.980381 3.233374 4.122978 nan nan nan
0.001874 0.998129 2.010041 3.098849 3.198030 nan nan nan
0.002009 0.999598 1.985386 2.570264 6.735959 nan nan nan
0.002154 0.999634 2.015778 3.410356 4.563989 nan nan nan
0.002310 1.002007 1.994920 2.845267 0.000000 nan nan nan
0.002477 0.995094 2.003985 3.268517 3.456267 nan nan nan
0.002656 0.999964 2.008354 3.040646 2.782589 nan nan nan
0.002848 0.998856 2.004713 3.219774 7.151401 nan nan nan
0.003054 0.997799 1.971727 3.112449 3.994442 nan nan nan
0.003275 0.998861 1.997865 2.724874 3.120352 nan nan nan
0.003511 0.997963 1.975610 2.928434 3.807983 nan nan nan
0.003765 1.000398 2.011732 3.324332 5.488937 nan nan nan
0.004037 1.000212 1.991556 3.022271 5.030102 15.745000 nan nan
0.004329 1.000832 2.009689 2.934138 3.266658 4.122978 nan nan
0.004642 0.997838 1.982876 2.991100 3.892930 3.198030 nan nan
0.004977 0.998615 1.987393 2.939033 3.824207 11.299950 nan nan
0.005337 0.999889 2.014678 3.092957 4.136292 4.445053 nan nan
0.005722 1.001422 1.998260 2.998516 4.574873 7.321009 nan nan
0.006136 0.998680 2.004228 2.998894 3.777973 4.406784 nan nan
0.006579 0.999943 2.003002 3.012986 3.864337 3.365655 nan nan
0.007055 0.999100 2.001100 3.073477 4.190901 5.011426 0.000000 nan
0.007565 0.999550 1.998208 2.955726 3.960062 4.585332 9.933990 nan
0.008111 0.997438 1.991594 3.055137 4.361925 5.581699 5.811012 nan
0.008697 0.998508 1.982805 3.014763 4.186817 5.100202 12.143230 nan
0.009326 0.998495 1.989037 2.968430 3.628872 4.183578 3.601767 nan
0.010000 0.998395 2.001719 2.984067 4.047578 5.298011 10.708870 nan
0.010723 0.996720 1.991008 2.936690 3.762759 4.605712 7.016067 nan
0.011498 0.997789 1.997866 2.976317 4.003609 4.925735 7.413174 nan
0.012328 0.997203 1.989117 3.001976 3.989997 5.337734 7.539818 31.490000
0.013219 0.997766 1.997374 2.963068 4.068157 4.798940 5.811012 1.509997
0.014175 0.996021 1.991040 2.981493 4.027915 5.149847 6.857587 9.933990
0.015199 0.996252 1.985421 2.986457 3.977620 4.773546 6.011458 10.633240
0.016298 0.995308 1.982177 2.932474 3.843090 4.625532 5.986863 8.499622
0.017475 0.994945 1.985688 2.971445 3.982284 5.108310 6.288461 6.060265
0.018738 0.993989 1.979014 2.944855 3.923334 4.883137 6.126824 6.217036
0.020092 0.992573 1.977409 2.950634 3.894014 4.888697 6.173859 7.256813
0.021544 0.992238 1.976722 2.924105 3.851046 4.708789 5.672334 6.608727
0.023101 0.991487 1.972356 2.917574 3.853067 4.844432 5.857387 7.081681
0.024771 0.989719 1.970245 2.921054 3.870432 4.771997 5.703764 6.605416
0.026561 0.987104 1.962042 2.900489 3.796575 4.678026 5.512079 6.142797
0.028480 0.986415 1.960546 2.896098 3.801758 4.695724 5.523167 6.776898
0.030539 0.984443 1.953942 2.882514 3.759847 4.649104 5.597876 6.453936
0.032745 0.981444 1.945614 2.861065 3.746233 4.629488 5.464592 6.250614
0.035112 0.978960 1.940366 2.842772 3.694978 4.572141 5.408883 6.274878
0.037649 0.975911 1.929636 2.819740 3.660487 4.501498 5.260919 6.008157
0.040370 0.972157 1.919251 2.797928 3.631945 4.473622 5.249877 6.051748
0.043288 0.967899 1.908668 2.770194 3.568541 4.375742 5.138423 5.884403
0.046416 0.964374 1.899534 2.745316 3.523390 4.277365 5.046038 5.702999
0.049770 0.959141 1.885544 2.712720 3.463154 4.203308 4.905607 5.556141
0.053367 0.953736 1.872948 2.687533 3.410838 4.126208 4.833429 5.467746
0.057224 0.946445 1.853005 2.644848 3.343588 4.020243 4.673141 5.283019
0.061359 0.939794 1.837082 2.613875 3.279080 3.917099 4.540956 5.116480
0.065793 0.931613 1.818104 2.578519 3.212268 3.815420 4.392581 4.920032
0.070548 0.922687 1.796874 2.543104 3.159508 3.741107 4.296108 4.802424
0.075646 0.912873 1.774046 2.504183 3.090722 3.632140 4.155801 4.641295
0.081113 0.901344 1.747391 2.464830 3.031227 3.548382 4.041684 4.497003
0.086975 0.889271 1.720104 2.426697 2.973488 3.463772 3.930027 4.358142
0.093260 0.876128 1.691045 2.390367 2.923212 3.388716 3.819858 4.216812
0.100000 0.862110 1.660083 2.356677 2.888618 3.338926 3.753740 4.145332
0.107227 0.847050 1.626994 2.321779 2.850036 3.281224 3.668928 4.045985
0.114976 0.831100 1.592411 2.288022 2.823242 3.248917 3.623073 3.994378
0.123285 0.814772 1.557490 2.255633 2.805148 3.232947 3.590683 3.959641
0.132194 0.798554 1.523134 2.225793 2.794412 3.225993 3.576507 3.946539
0.141747 0.782018 1.489516 2.195912 2.783610 3.222113 3.564062 3.939520
0.151991 0.766038 1.457665 2.166595 2.775971 3.224623 3.561979 3.937317
0.162975 0.750340 1.428563 2.140114 2.773108 3.234468 3.570571 3.948964
0.174753 0.735978 1.404625 2.119549 2.776228 3.252786 3.593534 3.980179
0.187382 0.722381 1.384442 2.101608 2.780802 3.274190 3.622979 4.021759
0.200923 0.709692 1.368447 2.089542 2.792833 3.305506 3.666682 4.081004
0.215444 0.696275 1.353215 2.078048 2.803312 3.339483 3.723996 4.167030
0.231013 0.681637 1.336511 2.065662 2.812460 3.374543 3.791584 4.273487
0.247708 0.663062 1.311514 2.039445 2.800814 3.388167 3.846214 4.375623
0.265609 0.638476 1.272799 1.990978 2.755795 3.363297 3.864984 4.440887
0.284804 0.605828 1.216008 1.911047 2.661051 3.275406 3.809301 4.413042
0.305386 0.562450 1.135341 1.789935 2.500797 3.100622 3.643828 4.246076
0.327455 0.507932 1.029675 1.625146 2.271942 2.831496 3.351431 3.916183
0.351119 0.444173 0.902343 1.422358 1.983561 2.477583 2.941865 3.438018
0.376494 0.375433 0.762121 1.196487 1.660592 2.072039 2.459658 2.869205
0.403702 0.307072 0.621698 0.970095 1.338179 1.663953 1.969278 2.289631
0.432876 0.245546 0.496078 0.768965 1.054428 1.305567 1.538696 1.782477
0.464159 0.194929 0.394225 0.607561 0.828966 1.022620 1.200772 1.386760
0.497702 0.155562 0.315633 0.483857 0.657185 0.809145 0.949280 1.095021
0.533670 0.124105 0.252332 0.384609 0.519719 0.639987 0.753040 0.869639
0.572237 0.095157 0.193441 0.293163 0.393984 0.486669 0.576257 0.667651
0.613591 0.065988 0.133882 0.201891 0.269891 0.335135 0.399577 0.464659
0.657933 0.038364 0.077628 0.116632 0.155155 0.193697 0.232163 0.270738
0.705480 0.017263 0.034854 0.052268 0.069217 0.086728 0.104246 0.121754
0.756463 0.005418 0.010916 0.016365 0.021572 0.027072 0.032572 0.038067
0.811131 0.001021 0.002053 0.003079 0.004038 0.005069 0.006099 0.007129
0.869749 0.000089 0.000179 0.000269 0.000352 0.000441 0.000529 0.000618
0.932603 0.000003 0.000005 0.000008 0.000010 0.000013 0.000015 0.000018
