# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.001000 5.960942 5.531493 1.311095 0.468548 0.396929 0.371882 0.398882
0.001070 5.893363 5.447077 1.284223 0.477726 0.391608 0.394062 0.427822
0.001145 5.825719 5.356788 1.271657 0.478908 0.393107 0.406759 0.448109
0.001225 5.758251 5.254670 1.248392 0.514249 0.419352 0.409726 0.423127
0.001311 5.690726 5.177683 1.212142 0.503597 0.435458 0.383817 0.373171
0.001402 5.623189 5.097837 1.163074 0.474753 0.432107 0.369408 0.332864
0.001500 5.555810 5.013457 1.112289 0.456614 0.439842 0.373554 0.311975
0.001605 5.487956 4.921379 1.048479 0.427511 0.434970 0.376802 0.332071
0.001718 5.420398 4.840996 1.006329 0.407613 0.422667 0.383838 0.347705
0.001838 5.352625 4.770392 0.975660 0.378381 0.405363 0.384927 0.353158
0.001966 5.284949 4.694722 0.944390 0.356951 0.377472 0.370765 0.356751
0.002104 5.217352 4.618548 0.919281 0.332959 0.338916 0.340195 0.346586
0.002251 5.149660 4.540414 0.894786 0.319387 0.315940 0.330635 0.338797
0.002408 5.082150 4.467597 0.874634 0.314379 0.297519 0.303541 0.316958
0.002577 5.014421 4.396778 0.850827 0.308554 0.288299 0.283743 0.289674
0.002757 4.946785 4.325615 0.833714 0.303465 0.283377 0.268243 0.269746
0.002950 4.879189 4.255603 0.813713 0.301491 0.284546 0.264074 0.259370
0.003156 4.811498 4.186042 0.798426 0.293069 0.282280 0.262755 0.250970
0.003377 4.744049 4.117947 0.785651 0.289104 0.277135 0.257377 0.244048
0.003613 4.676570 4.055881 0.777331 0.284803 0.267178 0.245775 0.234605
0.003866 4.609099 3.998079 0.765522 0.275960 0.254835 0.231227 0.222453
0.004137 4.541585 3.940106 0.756639 0.269192 0.245443 0.220308 0.211610
0.004426 4.474234 3.880785 0.749515 0.263315 0.239050 0.211726 0.202873
0.004735 4.406711 3.822305 0.745389 0.260948 0.234755 0.207926 0.195524
0.005067 4.339289 3.764611 0.740845 0.258956 0.230184 0.204292 0.188894
0.005421 4.271801 3.707163 0.737749 0.263271 0.230933 0.203459 0.186647
0.005800 4.204475 3.648179 0.733252 0.266107 0.231942 0.203503 0.186801
0.006206 4.136984 3.591695 0.728003 0.267175 0.235996 0.209292 0.191362
0.006640 4.069596 3.535816 0.723118 0.267776 0.238473 0.210872 0.193287
0.007105 4.002226 3.479163 0.716537 0.266818 0.238714 0.213277 0.193965
0.007602 3.934996 3.421215 0.710320 0.265813 0.240127 0.215010 0.194858
0.008133 3.867690 3.363166 0.703690 0.266032 0.241748 0.216617 0.197658
0.008702 3.800434 3.304556 0.697496 0.266605 0.243883 0.218435 0.201794
0.009311 3.733058 3.244293 0.690729 0.267184 0.244278 0.218887 0.205162
0.009962 3.665739 3.186028 0.683365 0.266233 0.242727 0.218319 0.205541
0.010659 3.598488 3.128192 0.675592 0.265883 0.243211 0.218679 0.205780
0.011405 3.531299 3.072132 0.668756 0.264510 0.244178 0.219598 0.206563
0.012203 3.464109 3.015307 0.661238 0.262988 0.244040 0.219693 0.205485
0.013056 3.396960 2.958936 0.653423 0.261222 0.243332 0.219639 0.203754
0.013970 3.329811 2.903071 0.646199 0.259314 0.241461 0.217482 0.201678
0.014947 3.262707 2.846518 0.638743 0.258026 0.239846 0.216402 0.201557
0.015992 3.195703 2.790863 0.632045 0.257504 0.239286 0.215444 0.202645
0.017111 3.128747 2.736031 0.625558 0.256908 0.237802 0.212413 0.200928
0.018308 3.061785 2.680133 0.619537 0.257530 0.237467 0.210783 0.199620
0.019588 2.994835 2.624042 0.612061 0.257977 0.238019 0.209885 0.197751
0.020959 2.927984 2.568047 0.604391 0.258464 0.238082 0.209226 0.196255
0.022425 2.861122 2.512821 0.596794 0.258299 0.238837 0.209809 0.195003
0.023993 2.794402 2.458057 0.588563 0.257829 0.239979 0.210901 0.194740
0.025672 2.727779 2.403737 0.579836 0.256461 0.240392 0.211473 0.194277
0.027467 2.661255 2.349997 0.571029 0.254533 0.240254 0.211719 0.193495
0.029389 2.594857 2.297201 0.562021 0.252519 0.239857 0.211303 0.192580
0.031445 2.528498 2.243800 0.553067 0.250729 0.239154 0.210138 0.192020
0.033644 2.462240 2.190592 0.544115 0.248882 0.237604 0.208364 0.191249
0.035998 2.396162 2.137610 0.535458 0.247138 0.236100 0.206346 0.190154
0.038516 2.330202 2.084515 0.526414 0.245771 0.234960 0.204549 0.189020
0.041210 2.264363 2.031469 0.517573 0.244732 0.234164 0.203115 0.187626
0.044092 2.198682 1.978290 0.508614 0.243740 0.233284 0.202010 0.186113
0.047177 2.133094 1.924502 0.499220 0.243117 0.232859 0.201540 0.184783
0.050477 2.067663 1.870472 0.489765 0.242657 0.232652 0.201569 0.183597
0.054008 2.002336 1.815769 0.479748 0.242188 0.232356 0.201449 0.182132
0.057785 1.937068 1.760550 0.469759 0.241958 0.231970 0.201138 0.180681
0.061828 1.871889 1.704809 0.458957 0.241247 0.231603 0.200876 0.179238
0.066152 1.806804 1.648823 0.448060 0.240534 0.231002 0.200406 0.177772
0.070780 1.741853 1.592755 0.436827 0.239382 0.230070 0.199823 0.176244
0.075731 1.677001 1.536634 0.425484 0.237879 0.229034 0.199387 0.174774
0.081028 1.612291 1.480581 0.414124 0.236077 0.227645 0.198865 0.173602
0.086696 1.547749 1.424668 0.402569 0.234248 0.226079 0.198395 0.172354
0.092761 1.483377 1.368892 0.390937 0.232550 0.224230 0.197681 0.171127
0.099249 1.419296 1.313655 0.379237 0.230573 0.221814 0.196580 0.170183
0.106192 1.355524 1.258895 0.367419 0.228349 0.219162 0.195529 0.169818
0.113620 1.292028 1.204226 0.355113 0.225819 0.215926 0.194452 0.170137
0.121568 1.228968 1.150352 0.342539 0.222880 0.211845 0.192920 0.170445
0.130071 1.166375 1.097109 0.329550 0.219478 0.207057 0.190934 0.170421
0.139170 1.104225 1.044226 0.316049 0.215755 0.201679 0.188405 0.170022
0.148905 1.042530 0.991680 0.301994 0.211950 0.196147 0.184991 0.168494
0.159321 0.981420 0.939469 0.287589 0.207921 0.190232 0.180760 0.165730
0.170465 0.920903 0.887315 0.272777 0.203288 0.183838 0.175329 0.162188
0.182390 0.861191 0.835661 0.257564 0.197705 0.177236 0.168795 0.158051
0.195148 0.802475 0.785162 0.242435 0.191455 0.170449 0.161368 0.152931
0.208798 0.744634 0.735432 0.227374 0.184530 0.163612 0.153618 0.146673
0.223404 0.687709 0.686215 0.212211 0.176692 0.156616 0.146055 0.139213
0.239031 0.631696 0.637265 0.197147 0.167887 0.149235 0.138739 0.131527
0.255752 0.576669 0.588719 0.182838 0.158498 0.141167 0.130962 0.123175
0.273641 0.522639 0.540177 0.169410 0.148923 0.132585 0.123002 0.114599
0.292783 0.469721 0.491313 0.157234 0.140637 0.124518 0.114801 0.105777
0.313263 0.418125 0.442464 0.146691 0.133784 0.117378 0.106731 0.097825
0.335176 0.368422 0.394417 0.137738 0.127767 0.111761 0.099909 0.090874
0.358622 0.320678 0.347096 0.129598 0.121945 0.106978 0.094612 0.085361
0.383707 0.274929 0.300305 0.121422 0.115992 0.102570 0.090674 0.081572
0.410548 0.231352 0.254312 0.112362 0.109354 0.097876 0.087343 0.079212
0.439266 0.189950 0.209258 0.101972 0.101663 0.092310 0.083946 0.077659
0.469993 0.151280 0.165799 0.089452 0.092408 0.085798 0.079834 0.075652
0.502869 0.116578 0.126549 0.076174 0.080174 0.076097 0.073462 0.071221
0.538045 0.086381 0.092540 0.061957 0.065229 0.063305 0.063730 0.063222
0.575681 0.060352 0.063467 0.046727 0.048863 0.048686 0.050647 0.051411
0.615950 0.038636 0.039783 0.032300 0.033292 0.033752 0.034973 0.035931
0.659036 0.021670 0.021869 0.019832 0.020157 0.020642 0.021103 0.021724
0.705136 0.009504 0.009424 0.009368 0.009421 0.009657 0.009755 0.010064
0.754460 0.002307 0.002241 0.002209 0.002211 0.002263 0.002268 0.002323
0.807235 -0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
