# r C0m=2 C0m=3 C0m=4 C0m=5 C0m=6 C0m=7 C0m=8 C0m=9 C0m=10 C1m=2 C1m=3 C1m=4 C1m=5 C1m=6 C1m=7 C1m=8 C1m=9 C1m=10 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7 C2m=8 C2m=9 C2m=10
0.001000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000021 0.000002 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.001072 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000024 0.000002 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.001150 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000027 0.000003 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.001233 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000031 0.000003 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.001322 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000036 0.000004 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.001417 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000041 0.000005 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.001520 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000047 0.000005 0.000002 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000
0.001630 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000054 0.000006 0.000002 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000
0.001748 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000061 0.000007 0.000002 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000
0.001874 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000070 0.000009 0.000003 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000
0.002009 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000080 0.000010 0.000003 0.000001 0.000000 0.000000 0.000000 0.000000 0.000000
0.002154 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000092 0.000011 0.000004 0.000001 0.000001 0.000000 0.000000 0.000000 0.000000
