# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.001000 0.002655 0.000008 0.000000 0.000000 0.000000 0.000000 0.000000
0.001072 0.002847 0.000009 0.000000 0.000000 0.000000 0.000000 0.000000
0.001150 0.003052 0.000011 0.000000 0.000000 0.000000 0.000000 0.000000
0.001233 0.003272 0.000012 0.000000 0.000000 0.000000 0.000000 0.000000
0.001322 0.003509 0.000014 0.000000 0.000000 0.000000 0.000000 0.000000
0.001417 0.003762 0.000016 0.000000 0.000000 0.000000 0.000000 0.000000
0.001520 0.004035 0.000019 0.000000 0.000000 0.000000 0.000000 0.000000
0.001630 0.004327 0.000022 0.000000 0.000000 0.000000 0.000000 0.000000
0.001748 0.004639 0.000025 0.000000 0.000000 0.000000 0.000000 0.000000
0.001874 0.004974 0.000029 0.000000 0.000000 0.000000 0.000000 0.000000
0.002009 0.005333 0.000033 0.000001 0.000000 0.000000 0.000000 0.000000
0.002154 0.005718 0.000038 0.000001 0.000000 0.000000 0.000000 0.000000
0.002310 0.006132 0.000044 0.000001 0.000000 0.000000 0.000000 0.000000
0.002477 0.006576 0.000050 0.000001 0.000000 0.000000 0.000000 0.000000
0.002656 0.007053 0.000058 0.000001 0.000000 0.000000 0.000000 0.000000
0.002848 0.007563 0.000067 0.000002 0.000000 0.000000 0.000000 0.000000
0.003054 0.008109 0.000076 0.000002 0.000000 0.000000 0.000000 0.000000
0.003275 0.008696 0.000088 0.000003 0.000000 0.000000 0.000000 0.000000
0.003511 0.009325 0.000101 0.000004 0.000000 0.000000 0.000000 0.000000
0.003765 0.009998 0.000116 0.000004 0.000000 0.000000 0.000000 0.000000
0.004037 0.010720 0.000134 0.000005 0.000000 0.000000 0.000000 0.000000
0.004329 0.011497 0.000154 0.000007 0.000000 0.000000 0.000000 0.000000
0.004642 0.012328 0.000177 0.000008 0.000000 0.000000 0.000000 0.000000
0.004977 0.013220 0.000203 0.000010 0.000001 0.000000 0.000000 0.000000
0.005337 0.014176 0.000234 0.000012 0.000001 0.000000 0.000000 0.000000
0.005722 0.015200 0.000268 0.000015 0.000001 0.000000 0.000000 0.000000
0.006136 0.016298 0.000308 0.000019 0.000001 0.000000 0.000000 0.000000
0.006579 0.017474 0.000354 0.000023 0.000002 0.000000 0.000000 0.000000
0.007055 0.018737 0.000407 0.000029 0.000002 0.000000 0.000000 0.000000
0.007565 0.020090 0.000469 0.000035 0.000003 0.000000 0.000000 0.000000
0.008111 0.021540 0.000539 0.000043 0.000004 0.000000 0.000000 0.000000
0.008697 0.023098 0.000619 0.000053 0.000005 0.000001 0.000000 0.000000
0.009326 0.024768 0.000712 0.000066 0.000007 0.000001 0.000000 0.000000
0.010000 0.026555 0.000819 0.000081 0.000009 0.000001 0.000000 0.000000
0.010723 0.028475 0.000941 0.000100 0.000012 0.000002 0.000000 0.000000
0.011498 0.030534 0.001081 0.000123 0.000016 0.000002 0.000000 0.000000
0.012328 0.032739 0.001242 0.000151 0.000021 0.000003 0.000001 0.000000
0.013219 0.035103 0.001427 0.000186 0.000028 0.000004 0.000001 0.000000
0.014175 0.037634 0.001640 0.000229 0.000036 0.000006 0.000001 0.000000
0.015199 0.040351 0.001885 0.000282 0.000048 0.000009 0.000002 0.000000
0.016298 0.043263 0.002166 0.000346 0.000063 0.000012 0.000003 0.000001
0.017475 0.046383 0.002490 0.000425 0.000083 0.000018 0.000004 0.000001
0.018738 0.049728 0.002861 0.000523 0.000109 0.000025 0.000006 0.000001
0.020092 0.053317 0.003287 0.000642 0.000143 0.000034 0.000009 0.000002
0.021544 0.057162 0.003775 0.000787 0.000187 0.000048 0.000013 0.000004
0.023101 0.061281 0.004338 0.000966 0.000244 0.000067 0.000019 0.000006
0.024771 0.065697 0.004980 0.001182 0.000319 0.000094 0.000029 0.000009
0.026561 0.070424 0.005716 0.001448 0.000416 0.000131 0.000043 0.000014
0.028480 0.075492 0.006561 0.001771 0.000542 0.000181 0.000063 0.000023
0.030539 0.080919 0.007527 0.002162 0.000704 0.000250 0.000093 0.000035
0.032745 0.086732 0.008633 0.002636 0.000911 0.000343 0.000136 0.000055
0.035112 0.092957 0.009898 0.003209 0.001177 0.000470 0.000197 0.000085
0.037649 0.099617 0.011346 0.003904 0.001518 0.000643 0.000286 0.000130
0.040370 0.106752 0.012996 0.004735 0.001947 0.000871 0.000410 0.000197
0.043288 0.114385 0.014881 0.005734 0.002489 0.001174 0.000582 0.000294
0.046416 0.122551 0.017033 0.006931 0.003170 0.001575 0.000821 0.000437
0.049770 0.131291 0.019489 0.008360 0.004021 0.002099 0.001150 0.000643
0.053367 0.140636 0.022284 0.010055 0.005076 0.002778 0.001595 0.000934
0.057224 0.150621 0.025459 0.012061 0.006376 0.003649 0.002189 0.001339
0.061359 0.161284 0.029063 0.014420 0.007960 0.004751 0.002971 0.001893
0.065793 0.172671 0.033157 0.017194 0.009886 0.006134 0.003986 0.002637
