# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.001000 0.999277 1.996331 2.779069 6.873106 nan nan nan
0.001072 0.997421 1.997546 3.121423 6.036713 nan nan nan
0.001150 1.000526 1.999010 3.110545 4.234510 nan nan nan
0.001233 0.998384 1.978149 2.936385 3.785746 nan nan nan
0.001322 1.000341 1.985212 2.979281 4.563989 nan nan nan
0.001417 1.001622 1.992802 3.044629 5.497395 nan nan nan
0.001520 0.998889 1.980828 3.021915 4.804095 nan nan nan
0.001630 0.999137 1.998658 3.097408 3.871338 5.811012 nan nan
0.001748 0.999367 2.001409 3.004526 3.540092 12.143230 nan nan
0.001874 1.000023 2.000212 2.999244 4.390869 1.913734 nan nan
0.002009 1.000077 1.992472 3.037363 4.152805 8.020256 nan nan
0.002154 0.998482 1.985599 2.983424 4.160175 4.376644 nan nan
0.002310 0.999588 2.003704 2.987523 4.083920 3.933151 nan nan
0.002477 0.999187 2.001687 3.041307 4.085214 3.537929 nan nan
0.002656 0.999227 1.997685 3.023642 3.865430 6.106521 9.933990 nan
0.002848 0.998337 2.000015 2.978809 3.880309 4.268479 5.811012 nan
0.003054 0.997469 1.994755 2.976446 4.097258 5.370001 4.122978 nan
0.003275 0.998201 1.988993 2.981900 4.073244 4.455002 3.198030 nan
0.003511 0.997185 1.997414 3.002104 3.992646 5.023974 2.612981 nan
0.003765 0.997952 1.999927 3.000206 4.065518 6.166152 9.933990 nan
0.004037 0.997175 1.993088 2.999732 3.942613 4.408258 4.991833 9.933990
0.004329 0.996254 1.991394 3.014158 4.007501 5.650465 7.654320 -0.000000
0.004642 0.996768 1.992220 3.001154 4.089311 5.568874 7.517337 -0.000000
0.004977 0.995919 1.986232 2.970718 4.005287 4.984897 4.483998 5.811012
0.005337 0.996361 1.990342 2.993198 3.917015 4.813727 6.709196 14.056970
0.005722 0.994789 1.991182 2.978896 3.980347 5.012819 7.213453 5.811012
0.006136 0.994744 1.991333 2.984452 3.946838 4.942406 6.051886 4.991833
0.006579 0.993786 1.986114 2.992549 4.047320 5.182041 6.769096 8.140187
0.007055 0.992888 1.984445 2.976944 3.962937 4.920708 6.234961 8.686967
0.007565 0.991758 1.982516 2.963315 3.977183 5.132511 6.487458 9.403125
0.008111 0.990483 1.981981 2.970898 3.990571 4.913238 5.991514 6.685168
0.008697 0.989522 1.979492 2.961285 3.957075 4.908173 5.834908 7.539818
0.009326 0.987973 1.978249 2.974170 3.953749 4.937108 6.108349 7.300950
0.010000 0.985398 1.971474 2.959620 3.953261 4.871866 5.647682 6.323617
0.010723 0.983648 1.969021 2.950093 3.934614 4.899462 5.669265 6.193213
0.011498 0.981279 1.964575 2.949477 3.949365 4.941451 5.929085 6.783026
0.012328 0.978471 1.958361 2.940101 3.918353 4.942157 5.905472 7.026674
0.013219 0.975104 1.950825 2.933548 3.925640 4.908619 5.888036 6.900488
0.014175 0.971615 1.943781 2.915375 3.894816 4.873688 5.845568 6.896936
0.015199 0.966896 1.934679 2.905065 3.875549 4.838305 5.745821 6.626798
0.016298 0.962064 1.925005 2.889665 3.860570 4.819783 5.772894 6.724420
0.017475 0.956785 1.915782 2.877052 3.846545 4.830883 5.823397 6.914138
0.018738 0.950954 1.903428 2.858920 3.813379 4.764843 5.708990 6.676548
0.020092 0.943238 1.887730 2.836661 3.785975 4.723841 5.645564 6.587050
0.021544 0.934885 1.872737 2.813837 3.764223 4.712094 5.639593 6.552403
0.023101 0.925296 1.853054 2.785668 3.720144 4.650690 5.572592 6.512312
0.024771 0.914576 1.831730 2.755431 3.683335 4.602109 5.502871 6.382193
0.026561 0.902876 1.808533 2.719427 3.637301 4.549410 5.441013 6.331732
0.028480 0.889201 1.781403 2.680587 3.586628 4.487149 5.371763 6.270556
0.030539 0.873684 1.751596 2.636578 3.530353 4.417387 5.293197 6.174672
0.032745 0.856039 1.716187 2.584002 3.462553 4.333237 5.185430 6.038610
0.035112 0.836510 1.677614 2.528156 3.389605 4.241725 5.077944 5.919346
0.037649 0.814180 1.633874 2.464236 3.306635 4.137861 4.951912 5.774094
0.040370 0.789781 1.585648 2.392057 3.211844 4.018228 4.803992 5.602321
0.043288 0.762223 1.531394 2.312863 3.110476 3.894742 4.655231 5.425362
0.046416 0.732142 1.471698 2.224582 2.994573 3.751198 4.481173 5.223342
0.049770 0.698857 1.406320 2.128615 2.868719 3.593026 4.288215 4.997079
0.053367 0.662645 1.334498 2.021559 2.727852 3.415779 4.072283 4.743970
0.057224 0.623443 1.257327 1.907100 2.578138 3.230156 3.846250 4.479864
0.061359 0.581898 1.175320 1.786107 2.418991 3.030750 3.603392 4.195825
0.065793 0.537311 1.087019 1.654619 2.246296 2.815007 3.342460 3.889496
0.070548 0.491343 0.996070 1.519072 2.066982 2.590214 3.069301 3.570613
0.075646 0.444012 0.902462 1.379885 1.883522 2.361186 2.791897 3.246186
0.081113 0.396399 0.808016 1.239042 1.696899 2.127359 2.509247 2.916169
0.086975 0.349526 0.714979 1.099696 1.511320 1.894876 2.229292 2.589528
0.093260 0.304455 0.625274 0.965344 1.332275 1.670869 1.960733 2.277789
0.100000 0.262597 0.541705 0.839851 1.164421 1.460870 1.710537 1.987928
0.107227 0.224884 0.466076 0.725837 1.011161 1.269568 1.484005 1.726762
0.114976 0.192012 0.399817 0.625466 0.875501 1.100773 1.286512 1.500514
0.123285 0.165025 0.345201 0.542570 0.762937 0.961707 1.125910 1.318385
0.132194 0.143607 0.301418 0.475558 0.671097 0.849033 0.998195 1.175054
0.141747 0.127507 0.268195 0.424236 0.599837 0.762401 0.901910 1.068133
0.151991 0.116066 0.244123 0.386531 0.546724 0.698758 0.833203 0.992984
0.162975 0.108249 0.227366 0.359728 0.508057 0.653057 0.785225 0.941035
0.174753 0.103233 0.216202 0.341371 0.480785 0.621446 0.753104 0.906335
0.187382 0.099899 0.208353 0.327929 0.460105 0.597538 0.729035 0.879843
0.200923 0.097688 0.202820 0.318045 0.444209 0.578678 0.709505 0.857272
0.215444 0.095926 0.198184 0.309572 0.430304 0.561351 0.690392 0.834104
0.231013 0.094087 0.193528 0.301133 0.416527 0.543014 0.668342 0.806137
0.247708 0.091661 0.188056 0.291729 0.401765 0.522590 0.642400 0.772791
0.265609 0.088281 0.181034 0.280166 0.384724 0.499077 0.612245 0.734382
0.284804 0.083811 0.172032 0.265828 0.364365 0.471312 0.577277 0.690834
0.305386 0.079404 0.163096 0.251639 0.344639 0.444785 0.544887 0.651474
0.327455 0.075545 0.155036 0.238683 0.326676 0.420670 0.515875 0.616612
0.351119 0.072022 0.147546 0.226647 0.310069 0.398548 0.489402 0.585001
0.376494 0.068773 0.140582 0.215469 0.294725 0.378236 0.464668 0.555053
0.403702 0.066820 0.136280 0.208399 0.284830 0.364831 0.447504 0.533516
0.432876 0.066203 0.134723 0.205574 0.280433 0.358320 0.438113 0.520717
0.464159 0.067863 0.137784 0.209734 0.285415 0.363696 0.442963 0.524610
0.497702 0.070597 0.142992 0.217126 0.294923 0.374982 0.455356 0.537705
0.533670 0.073272 0.148050 0.224241 0.304277 0.386211 0.467556 0.550444
0.572237 0.072667 0.146481 0.221322 0.300062 0.380298 0.459177 0.539152
0.613591 0.064826 0.130411 0.196653 0.265908 0.336138 0.405782 0.476084
0.657933 0.052180 0.104812 0.157807 0.212451 0.267622 0.323096 0.378899
0.705480 0.042692 0.085631 0.128753 0.172367 0.216254 0.260473 0.304831
0.756463 0.037062 0.074259 0.111534 0.148889 0.186398 0.224103 0.261823
0.811131 0.020322 0.040695 0.061081 0.081468 0.101921 0.122439 0.142927
0.869749 0.003216 0.006438 0.009660 0.012875 0.016095 0.019322 0.022543
0.932603 0.000074 0.000148 0.000223 0.000297 0.000371 0.000444 0.000518
