# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.001000 5.605357 5.502188 4.537539 nan nan nan nan
0.001068 5.542982 5.438354 4.451188 5.236442 nan nan nan
0.001141 5.484079 5.376369 4.361780 3.837299 nan nan nan
0.001219 5.417621 5.309790 4.296107 4.036009 nan nan nan
0.001302 5.345541 5.236283 4.189988 3.817712 nan nan nan
0.001390 5.278293 5.167859 4.104716 3.720202 nan nan nan
0.001485 5.215234 5.103125 3.999721 3.306363 3.044522 nan nan
0.001586 5.147497 5.036101 3.944338 3.107043 3.433987 nan nan
0.001694 5.084231 4.972448 3.880076 3.043331 3.688879 nan nan
0.001809 5.017511 4.903731 3.819186 3.190868 3.737670 nan nan
0.001933 4.954968 4.843298 3.739001 3.124365 4.007333 nan nan
0.002064 4.883617 4.771749 3.655406 2.963745 3.295837 nan nan
0.002205 4.822811 4.713143 3.612777 2.945524 3.476099 nan nan
0.002355 4.754346 4.645972 3.560686 2.912171 3.697178 nan nan
0.002515 4.690146 4.582473 3.497936 2.881131 3.918668 nan nan
0.002687 4.625169 4.517501 3.421290 2.791800 3.233764 nan nan
0.002870 4.555016 4.447865 3.338358 2.664766 2.890372 2.079442 nan
0.003065 4.489489 4.381372 3.262875 2.579392 3.011398 2.251292 nan
0.003274 4.424037 4.316179 3.198544 2.533761 2.795247 2.302585 nan
0.003497 4.358752 4.250167 3.135257 2.512971 2.722939 2.590267 nan
0.003735 4.294040 4.185582 3.068272 2.464345 2.596284 2.268684 nan
0.003990 4.226757 4.119566 3.003267 2.374323 2.538332 2.327278 nan
0.004261 4.160733 4.052974 2.941412 2.289822 2.387743 2.128232 nan
0.004551 4.095829 3.987570 2.877425 2.210380 2.277406 2.042302 nan
0.004861 4.029728 3.920658 2.808712 2.124978 2.208940 1.862377 2.327278
0.005193 3.962618 3.853096 2.741937 2.047307 2.118587 1.786538 2.079442
0.005546 3.897362 3.787879 2.680354 1.982435 2.069031 1.687556 1.791759
0.005924 3.831826 3.722530 2.616139 1.919430 2.002571 1.686120 1.671473
0.006327 3.766133 3.656398 2.546408 1.840520 1.909649 1.641589 1.752920
0.006758 3.700673 3.590072 2.482148 1.771181 1.870007 1.652766 1.817929
0.007219 3.633806 3.523258 2.418012 1.709091 1.790920 1.683081 1.799923
0.007710 3.569487 3.458592 2.359843 1.643020 1.727066 1.672633 1.727465
0.008235 3.502730 3.391696 2.295388 1.578568 1.661518 1.596579 1.605534
0.008796 3.437182 3.325990 2.237378 1.509859 1.575388 1.540008 1.437358
0.009395 3.371599 3.260326 2.176979 1.446299 1.484725 1.470852 1.331317
0.010035 3.304841 3.194163 2.115316 1.385132 1.401659 1.422830 1.256098
0.010719 3.239870 3.129386 2.054162 1.326739 1.328731 1.349956 1.189132
0.011449 3.174387 3.063784 1.991936 1.267212 1.256081 1.307069 1.149733
0.012229 3.107601 2.996909 1.926357 1.204487 1.182641 1.225876 1.072128
0.013062 3.041995 2.931346 1.863111 1.145753 1.118269 1.165715 1.038036
0.013951 2.976745 2.865976 1.800167 1.088106 1.054035 1.102220 0.989925
0.014901 2.911193 2.800487 1.736823 1.031587 0.988841 1.035299 0.940492
0.015916 2.844834 2.733825 1.672291 0.975981 0.929248 0.973250 0.898452
0.017000 2.779566 2.668300 1.610187 0.922365 0.869514 0.906713 0.849695
0.018158 2.714023 2.602819 1.549534 0.870718 0.812959 0.842456 0.796158
0.019395 2.647966 2.537244 1.488054 0.820294 0.757005 0.779955 0.747707
0.020716 2.582930 2.472868 1.428730 0.772664 0.703469 0.721464 0.699599
0.022127 2.517208 2.407670 1.368822 0.726520 0.651597 0.664536 0.649109
0.023634 2.451844 2.343038 1.310419 0.683760 0.602519 0.612323 0.599650
0.025243 2.386432 2.278461 1.252473 0.642838 0.556083 0.561488 0.551707
0.026963 2.320863 2.214155 1.195912 0.604533 0.512254 0.513250 0.505018
0.028799 2.255844 2.150336 1.141252 0.568548 0.471526 0.470574 0.463322
0.030760 2.190717 2.086682 1.087492 0.534735 0.432584 0.431154 0.424440
0.032855 2.125443 2.023092 1.034771 0.502576 0.395327 0.392998 0.385984
0.035093 2.060643 1.960179 0.983418 0.472564 0.360246 0.357746 0.349961
0.037483 1.995896 1.897353 0.933131 0.444579 0.326990 0.324184 0.315538
0.040036 1.931054 1.834697 0.883792 0.419210 0.296422 0.293495 0.284418
0.042763 1.866535 1.772552 0.835900 0.396648 0.269202 0.266608 0.258059
0.045676 1.802283 1.711171 0.789607 0.376532 0.244799 0.242842 0.234938
0.048786 1.738025 1.650090 0.744349 0.357961 0.223051 0.221598 0.214609
0.052109 1.674085 1.589525 0.700026 0.340851 0.203665 0.202683 0.196707
0.055658 1.610461 1.529415 0.657063 0.325001 0.186207 0.185902 0.181004
0.059449 1.546980 1.469865 0.615393 0.310103 0.170538 0.170831 0.166837
0.063498 1.483792 1.410980 0.575218 0.295935 0.156355 0.156975 0.153645
0.067823 1.420926 1.352697 0.536430 0.282226 0.143369 0.143984 0.141451
0.072442 1.358313 1.294982 0.499348 0.269307 0.131560 0.131978 0.130052
0.077376 1.296077 1.237841 0.463964 0.256954 0.120760 0.120973 0.119589
0.082646 1.234210 1.181235 0.430090 0.244859 0.110977 0.110983 0.109882
0.088275 1.172705 1.125134 0.397784 0.232986 0.102119 0.101906 0.100839
0.094287 1.111822 1.069886 0.367047 0.221091 0.093977 0.093553 0.092578
0.100709 1.051496 1.015494 0.338213 0.209242 0.086460 0.085846 0.085043
0.107568 0.991912 0.962178 0.311457 0.197629 0.079555 0.078725 0.078118
0.114894 0.933022 0.909796 0.286742 0.186450 0.073261 0.072248 0.071822
0.122719 0.874827 0.858356 0.263839 0.175540 0.067530 0.066345 0.066010
0.131077 0.817449 0.807697 0.242582 0.164769 0.062407 0.061017 0.060722
0.140005 0.760940 0.757846 0.223106 0.154279 0.057967 0.056387 0.056139
