# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.001036 1.960004 4.495252 nan nan nan nan
0.001110 1.916055 5.056536 nan nan nan nan
0.001191 2.082610 5.939548 nan nan nan nan
0.001277 2.000382 2.782589 nan nan nan nan
0.001369 1.975826 3.531341 nan nan nan nan
0.001468 1.998516 2.695112 nan nan nan nan
0.001574 2.006014 3.170706 nan nan nan nan
0.001688 1.977811 2.318231 nan nan nan nan
0.001810 1.951369 3.382958 nan nan nan nan
0.001940 1.997175 2.734954 inf nan nan nan
0.002081 2.041297 2.243904 9.933990 nan nan nan
0.002231 2.020562 3.807983 8.020256 nan nan nan
0.002392 1.997595 2.679179 3.601767 nan nan nan
0.002565 1.982772 3.078654 5.270128 nan nan nan
0.002750 1.979981 3.251209 0.000000 nan nan nan
0.002949 1.980173 2.701177 3.844684 nan nan nan
0.003162 2.026172 2.758778 1.594054 nan nan nan
0.003391 1.992909 2.987610 3.348102 nan nan nan
0.003636 2.021158 2.687371 3.198030 nan nan nan
0.003899 2.004650 3.314707 2.612981 inf nan nan
0.004180 2.006109 3.157690 1.863885 0.000000 nan nan
0.004482 2.007325 3.100747 3.127949 0.000000 nan nan
0.004806 1.996341 2.911862 4.538420 0.000000 nan nan
0.005154 1.975379 2.877441 2.267622 0.000000 nan nan
0.005526 2.005232 2.941739 4.079217 0.000000 nan nan
0.005926 2.018666 2.973617 2.414386 0.000000 nan nan
0.006354 2.006077 2.997104 4.206061 9.933990 nan nan
0.006813 1.986014 3.012347 4.205582 13.132020 inf nan
0.007305 1.992831 3.058310 4.153832 2.612981 0.000000 nan
0.007833 1.998904 2.973993 4.180651 5.811012 0.000000 nan
0.008399 2.002205 3.050819 4.598482 4.122978 0.000000 nan
0.009006 1.996724 3.040360 3.997150 9.933990 9.933990 nan
0.009657 2.000743 3.011441 3.806719 6.203686 9.933990 nan
0.010355 1.996983 3.061195 3.593690 5.681312 0.000000 nan
0.011103 1.998418 2.926458 3.854661 3.456267 5.811012 nan
0.011906 2.001872 3.012820 3.949048 4.675232 2.209244 nan
0.012766 1.993654 2.995371 4.230847 5.662495 5.111765 inf
0.013689 1.994397 2.990142 3.781907 4.048139 3.760131 0.000000
0.014678 1.987761 2.985305 3.963583 4.253692 4.663862 0.000000
0.015739 2.001197 2.998314 4.009429 5.067083 4.708028 0.000000
0.016876 2.002928 3.017242 3.865798 4.978006 6.000838 9.933990
0.018096 1.997297 2.992186 4.092561 4.699171 5.036135 5.811012
0.019403 1.995551 2.993413 3.935669 5.262459 4.708028 0.000000
0.020806 1.999104 2.982256 3.962387 4.977207 6.126007 0.000000
0.022309 1.995684 2.986232 3.908486 4.936058 6.180089 19.867980
0.023921 1.988519 2.981177 3.935989 4.944173 4.183578 8.020256
0.025650 1.998297 2.986088 3.927817 4.854365 5.339733 5.111765
0.027504 1.991475 2.982423 3.918776 4.722676 5.502187 6.126007
0.029492 1.990861 2.978573 3.981904 4.964937 5.553291 4.955132
0.031623 1.988479 2.975259 3.983976 4.994130 6.090788 7.276843
0.033908 1.987133 2.975379 3.986923 4.981513 5.994540 7.400409
0.036359 1.985255 2.966194 3.959039 5.015603 6.184631 7.000734
0.038986 1.981501 2.959264 3.958993 4.966535 5.811012 5.762347
0.041803 1.983322 2.960613 3.912138 4.955600 6.049493 7.495433
0.044824 1.977196 2.958287 3.941271 4.947929 5.912628 6.970010
