# r C0m=2 C0m=3 C0m=4 C0m=5 C0m=6 C0m=7 C1m=2 C1m=3 C1m=4 C1m=5 C1m=6 C1m=7 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.001000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000010 0.000005 0.000003 0.000002 0.000002 0.000001
0.001072 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000012 0.000005 0.000004 0.000003 0.000002 0.000001
0.001150 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000014 0.000006 0.000004 0.000003 0.000002 0.000002
0.001233 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000016 0.000007 0.000005 0.000003 0.000003 0.000002
0.001322 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000018 0.000008 0.000005 0.000004 0.000003 0.000002
0.001417 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000021 0.000009 0.000006 0.000004 0.000003 0.000003
0.001520 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000023 0.000011 0.000007 0.000005 0.000004 0.000003
0.001630 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000027 0.000013 0.000008 0.000005 0.000004 0.000003
0.001748 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000031 0.000015 0.000009 0.000006 0.000005 0.000004
0.001874 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000036 0.000017 0.000010 0.000007 0.000005 0.000004
0.002009 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000041 0.000020 0.000012 0.000009 0.000006 0.000005
0.002154 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000047 0.000022 0.000014 0.000010 0.000007 0.000005
0.002310 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000053 0.000026 0.000016 0.000011 0.000008 0.000006
0.002477 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000061 0.000030 0.000018 0.000013 0.000009 0.000007
0.002656 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000069 0.000034 0.000021 0.000014 0.000010 0.000008
0.002848 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000077 0.000039 0.000025 0.000017 0.000012 0.000009
0.003054 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000089 0.000044 0.000029 0.000019 0.000014 0.000010
0.003275 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000102 0.000051 0.000033 0.000023 0.000016 0.000012
0.003511 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000115 0.000057 0.000037 0.000026 0.000019 0.000014
0.003765 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000132 0.000066 0.000042 0.000030 0.000022 0.000016
0.004037 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000150 0.000075 0.000049 0.000035 0.000025 0.000018
0.004329 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000170 0.000086 0.000056 0.000040 0.000029 0.000022
0.004642 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000192 0.000097 0.000064 0.000046 0.000034 0.000026
0.004977 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000217 0.000111 0.000073 0.000053 0.000040 0.000031
0.005337 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000245 0.000126 0.000085 0.000061 0.000046 0.000035
0.005722 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000275 0.000142 0.000097 0.000070 0.000053 0.000040
0.006136 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000311 0.000160 0.000109 0.000080 0.000060 0.000047
0.006579 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000351 0.000181 0.000123 0.000091 0.000069 0.000054
0.007055 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000397 0.000203 0.000139 0.000103 0.000079 0.000062
0.007565 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000449 0.000229 0.000155 0.000115 0.000089 0.000071
0.008111 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000509 0.000258 0.000175 0.000128 0.000101 0.000081
0.008697 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000583 0.000291 0.000197 0.000145 0.000112 0.000090
0.009326 850004.151235 0.000000 0.000000 0.000000 0.000000 0.000000 1.000073 0.000000 0.000000 0.000000 0.000000 0.000000 0.000665 0.000331 0.000221 0.000164 0.000127 0.000101
0.010000 1026560.761857 0.000000 0.000000 0.000000 0.000000 0.000000 1.000076 0.000000 0.000000 0.000000 0.000000 0.000000 0.000758 0.000376 0.000248 0.000183 0.000142 0.000114
0.010723 1207518.873472 0.000000 0.000000 0.000000 0.000000 0.000000 1.000080 0.000000 0.000000 0.000000 0.000000 0.000000 0.000866 0.000429 0.000280 0.000205 0.000160 0.000129
0.011498 1406468.642307 0.000000 0.000000 0.000000 0.000000 0.000000 1.000083 0.000000 0.000000 0.000000 0.000000 0.000000 0.000991 0.000491 0.000319 0.000231 0.000178 0.000143
0.012328 1642978.343069 0.000000 0.000000 0.000000 0.000000 0.000000 1.000086 0.000000 0.000000 0.000000 0.000000 0.000000 0.001131 0.000562 0.000362 0.000261 0.000202 0.000161
0.013219 1911964.478028 0.000000 0.000000 0.000000 0.000000 0.000000 1.000089 0.000000 0.000000 0.000000 0.000000 0.000000 0.001290 0.000646 0.000412 0.000294 0.000227 0.000182
0.014175 2218414.808101 957765.783444 0.000000 0.000000 0.000000 0.000000 1.000092 1.000076 0.000000 0.000000 0.000000 0.000000 0.001471 0.000739 0.000475 0.000336 0.000256 0.000204
0.015199 2580678.996157 1124186.125549 0.000000 0.000000 0.000000 0.000000 1.000096 1.000079 0.000000 0.000000 0.000000 0.000000 0.001680 0.000847 0.000542 0.000384 0.000290 0.000229
0.016298 2984161.689768 1316617.282097 0.000000 0.000000 0.000000 0.000000 1.000099 1.000082 0.000000 0.000000 0.000000 0.000000 0.001913 0.000969 0.000621 0.000439 0.000330 0.000258
0.017475 3440469.232231 1536620.885098 0.000000 0.000000 0.000000 0.000000 1.000102 1.000086 0.000000 0.000000 0.000000 0.000000 0.002175 0.001110 0.000709 0.000500 0.000375 0.000293
0.018738 3962326.171097 1799102.407862 1054760.306359 0.000000 0.000000 0.000000 1.000105 1.000089 1.000078 0.000000 0.000000 0.000000 0.002472 0.001271 0.000818 0.000574 0.000425 0.000331
0.020092 4569298.794973 2111975.706674 1261481.487915 828900.531896 0.000000 0.000000 1.000108 1.000092 1.000081 1.000073 0.000000 0.000000 0.002814 0.001450 0.000938 0.000661 0.000488 0.000376
0.021544 5268462.252779 2450642.901245 1485703.089127 996810.475189 0.000000 0.000000 1.000111 1.000095 1.000085 1.000076 0.000000 0.000000 0.003205 0.001653 0.001076 0.000761 0.000562 0.000432
0.023101 6055328.397043 2838524.729853 1732413.135132 1181834.144214 0.000000 0.000000 1.000114 1.000098 1.000088 1.000080 0.000000 0.000000 0.003647 0.001885 0.001228 0.000871 0.000644 0.000494
0.024771 6964030.899672 3288711.454864 2018953.874025 1378471.380930 0.000000 0.000000 1.000117 1.000102 1.000091 1.000083 0.000000 0.000000 0.004149 0.002150 0.001404 0.000997 0.000738 0.000567
0.026561 8019923.180303 3803216.119036 2358375.109478 1610313.044211 0.000000 0.000000 1.000120 1.000105 1.000095 1.000087 0.000000 0.000000 0.004725 0.002452 0.001602 0.001145 0.000845 0.000650
0.028480 9226195.946683 4396283.197092 2749632.056228 1892338.452579 0.000000 0.000000 1.000123 1.000108 1.000098 1.000090 0.000000 0.000000 0.005376 0.002797 0.001824 0.001312 0.000976 0.000753
0.030539 10607700.613369 5096526.299406 3188032.217135 2219720.359366 0.000000 0.000000 1.000126 1.000111 1.000101 1.000093 0.000000 0.000000 0.006121 0.003198 0.002074 0.001496 0.001120 0.000867
0.032745 12141084.458097 5890255.241982 3687697.823719 2586171.635146 0.000000 0.000000 1.000129 1.000114 1.000104 1.000096 0.000000 0.000000 0.006957 0.003655 0.002366 0.001701 0.001280 0.000993
0.035112 13869383.125064 6794703.974007 4265974.481533 2989941.100258 0.000000 0.000000 1.000132 1.000117 1.000107 1.000100 0.000000 0.000000 0.007894 0.004174 0.002700 0.001934 0.001456 0.001135
0.037649 15838332.780796 7827157.082560 4938442.719590 3469491.069279 0.000000 0.000000 1.000135 1.000120 1.000110 1.000103 0.000000 0.000000 0.008966 0.004766 0.003089 0.002206 0.001657 0.001295
0.040370 18080360.180744 9004996.010865 5703293.239918 3998447.195611 2761598.498117 0.000000 1.000138 1.000123 1.000114 1.000106 1.000099 0.000000 0.010182 0.005439 0.003531 0.002514 0.001886 0.001480
0.043288 20615105.682662 10358092.932317 6596365.343928 4619237.452820 3262055.594092 2394685.162355 1.000141 1.000127 1.000117 1.000109 1.000102 1.000096 0.011563 0.006206 0.004040 0.002868 0.002138 0.001680
