# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.001000 0.003061 0.000011 0.000000 0.000000 0.000000 0.000000 0.000000
0.001070 0.003267 0.000012 0.000000 0.000000 0.000000 0.000000 0.000000
0.001145 0.003492 0.000014 0.000000 0.000000 0.000000 0.000000 0.000000
0.001225 0.003736 0.000016 0.000000 0.000000 0.000000 0.000000 0.000000
0.001311 0.003998 0.000018 0.000000 0.000000 0.000000 0.000000 0.000000
0.001403 0.004279 0.000021 0.000000 0.000000 0.000000 0.000000 0.000000
0.001502 0.004578 0.000024 0.000000 0.000000 0.000000 0.000000 0.000000
0.001607 0.004898 0.000028 0.000000 0.000000 0.000000 0.000000 0.000000
0.001720 0.005235 0.000032 0.000000 0.000000 0.000000 0.000000 0.000000
0.001840 0.005608 0.000036 0.000001 0.000000 0.000000 0.000000 0.000000
0.001969 0.006001 0.000041 0.000001 0.000000 0.000000 0.000000 0.000000
0.002107 0.006413 0.000047 0.000001 0.000000 0.000000 0.000000 0.000000
0.002255 0.006862 0.000054 0.000001 0.000000 0.000000 0.000000 0.000000
0.002413 0.007347 0.000062 0.000001 0.000000 0.000000 0.000000 0.000000
0.002583 0.007851 0.000071 0.000001 0.000000 0.000000 0.000000 0.000000
0.002764 0.008411 0.000081 0.000002 0.000000 0.000000 0.000000 0.000000
0.002958 0.008991 0.000093 0.000002 0.000000 0.000000 0.000000 0.000000
0.003165 0.009626 0.000107 0.000003 0.000000 0.000000 0.000000 0.000000
0.003387 0.010298 0.000122 0.000003 0.000000 0.000000 0.000000 0.000000
0.003624 0.011007 0.000140 0.000004 0.000000 0.000000 0.000000 0.000000
0.003878 0.011791 0.000160 0.000005 0.000000 0.000000 0.000000 0.000000
0.004150 0.012611 0.000183 0.000006 0.000000 0.000000 0.000000 0.000000
0.004441 0.013486 0.000210 0.000007 0.000000 0.000000 0.000000 0.000000
0.004753 0.014417 0.000240 0.000009 0.000001 0.000000 0.000000 0.000000
0.005086 0.015419 0.000274 0.000011 0.000001 0.000000 0.000000 0.000000
0.005443 0.016496 0.000313 0.000014 0.000001 0.000000 0.000000 0.000000
0.005825 0.017646 0.000359 0.000017 0.000001 0.000000 0.000000 0.000000
0.006233 0.018871 0.000410 0.000021 0.000002 0.000000 0.000000 0.000000
0.006670 0.020188 0.000468 0.000025 0.000002 0.000000 0.000000 0.000000
0.007138 0.021594 0.000535 0.000031 0.000003 0.000000 0.000000 0.000000
0.007638 0.023092 0.000611 0.000038 0.000004 0.000001 0.000000 0.000000
0.008174 0.024701 0.000698 0.000047 0.000005 0.000001 0.000000 0.000000
0.008747 0.026420 0.000798 0.000057 0.000006 0.000001 0.000000 0.000000
0.009360 0.028267 0.000912 0.000070 0.000008 0.000002 0.000001 0.000000
0.010017 0.030221 0.001041 0.000085 0.000010 0.000002 0.000001 0.000000
0.010719 0.032320 0.001189 0.000104 0.000013 0.000003 0.000001 0.000000
0.011471 0.034564 0.001357 0.000127 0.000017 0.000004 0.000001 0.000000
0.012275 0.036957 0.001548 0.000154 0.000022 0.000005 0.000002 0.000001
0.013136 0.039527 0.001768 0.000188 0.000028 0.000007 0.000002 0.000001
0.014057 0.042265 0.002016 0.000228 0.000036 0.000009 0.000003 0.000001
0.015043 0.045200 0.002300 0.000277 0.000045 0.000012 0.000004 0.000001
0.016097 0.048337 0.002624 0.000337 0.000059 0.000016 0.000006 0.000002
0.017226 0.051710 0.002997 0.000411 0.000076 0.000022 0.000008 0.000002
0.018434 0.055288 0.003418 0.000499 0.000098 0.000029 0.000010 0.000003
0.019727 0.059140 0.003903 0.000606 0.000125 0.000038 0.000014 0.000004
0.021110 0.063255 0.004454 0.000735 0.000161 0.000051 0.000018 0.000005
0.022590 0.067676 0.005087 0.000895 0.000207 0.000068 0.000025 0.000007
0.024174 0.072367 0.005801 0.001085 0.000264 0.000090 0.000035 0.000010
0.025870 0.077392 0.006618 0.001317 0.000338 0.000120 0.000049 0.000015
0.027684 0.082780 0.007552 0.001598 0.000434 0.000163 0.000069 0.000022
0.029625 0.088489 0.008604 0.001932 0.000553 0.000217 0.000096 0.000033
0.031702 0.094587 0.009795 0.002329 0.000703 0.000289 0.000132 0.000047
0.033925 0.101093 0.011140 0.002798 0.000887 0.000379 0.000179 0.000068
0.036304 0.108036 0.012665 0.003356 0.001114 0.000495 0.000241 0.000097
0.038850 0.115436 0.014387 0.004018 0.001394 0.000643 0.000324 0.000141
0.041574 0.123329 0.016337 0.004798 0.001737 0.000827 0.000431 0.000199
0.044489 0.131723 0.018543 0.005721 0.002158 0.001060 0.000569 0.000278
0.047609 0.140707 0.021061 0.006825 0.002679 0.001355 0.000749 0.000384
0.050947 0.150315 0.023935 0.008148 0.003335 0.001745 0.000999 0.000542
0.054520 0.160531 0.027183 0.009707 0.004130 0.002230 0.001314 0.000744
0.058343 0.171425 0.030857 0.011542 0.005097 0.002829 0.001711 0.001006
0.062434 0.183027 0.035011 0.013693 0.006268 0.003559 0.002204 0.001337
0.066812 0.195327 0.039686 0.016197 0.007666 0.004436 0.002802 0.001744
0.071497 0.208392 0.044967 0.019136 0.009356 0.005508 0.003541 0.002251
0.076510 0.222303 0.050952 0.022594 0.011414 0.006837 0.004472 0.002902
0.081875 0.237133 0.057725 0.026647 0.013895 0.008476 0.005646 0.003743
0.087616 0.252905 0.065376 0.031376 0.016873 0.010462 0.007077 0.004771
0.093760 0.269599 0.073988 0.036864 0.020410 0.012834 0.008798 0.006014
0.100334 0.287260 0.083688 0.043254 0.024632 0.015710 0.010908 0.007558
0.107370 0.306062 0.094676 0.050766 0.029732 0.019249 0.013535 0.009510
0.114899 0.325965 0.107042 0.059493 0.035825 0.023550 0.016781 0.011977
0.122956 0.346921 0.120895 0.069621 0.043074 0.028774 0.020771 0.015066
0.131578 0.369068 0.136464 0.081457 0.051811 0.035223 0.025764 0.019013
0.140804 0.392401 0.153865 0.095116 0.062169 0.043014 0.031813 0.023814
0.150678 0.416973 0.173277 0.110802 0.074332 0.052335 0.039062 0.029608
0.161243 0.442686 0.194775 0.128722 0.088578 0.063505 0.047792 0.036647
