# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.001000 5.796158 5.201395 1.761170 1.209311 1.013561 1.393515 0.707746
0.001070 5.728147 5.132892 1.713871 1.145734 0.980490 1.095899 0.592677
0.001146 5.660623 5.067199 1.650019 1.038442 0.958523 0.931106 0.549715
0.001226 5.592457 4.999363 1.621016 0.984220 0.942910 0.889521 0.582518
0.001312 5.524546 4.932411 1.595077 0.924297 0.880615 0.846908 0.612057
0.001404 5.456478 4.866441 1.569926 0.883961 0.774513 0.762632 0.549063
0.001503 5.388567 4.804818 1.552499 0.867689 0.726723 0.729334 0.528319
0.001609 5.320582 4.737311 1.536633 0.859615 0.682006 0.701133 0.533611
0.001722 5.252648 4.674491 1.526300 0.852026 0.662188 0.682166 0.479354
0.001843 5.184671 4.614111 1.522856 0.845325 0.634337 0.650960 0.473595
0.001972 5.116636 4.552498 1.510928 0.815198 0.592701 0.607889 0.450177
0.002111 5.048887 4.485630 1.506964 0.830603 0.584070 0.587787 0.423239
0.002259 4.980773 4.423186 1.504193 0.840282 0.602101 0.603291 0.417612
0.002418 4.912772 4.360364 1.504197 0.856254 0.619780 0.614317 0.410473
0.002588 4.844792 4.297251 1.505937 0.865747 0.626648 0.622644 0.400781
0.002770 4.776962 4.236101 1.502542 0.863665 0.628596 0.608406 0.380608
0.002965 4.709134 4.175576 1.502238 0.869474 0.634294 0.605673 0.388823
0.003173 4.641261 4.116560 1.499128 0.875418 0.658812 0.623257 0.394619
0.003396 4.573337 4.056483 1.495148 0.880045 0.680481 0.636951 0.401444
0.003635 4.505412 3.994310 1.484638 0.878609 0.695842 0.654251 0.406934
0.003890 4.437369 3.932099 1.472865 0.878205 0.718952 0.675393 0.420308
0.004164 4.369482 3.869318 1.460286 0.879482 0.723726 0.688618 0.450953
0.004456 4.301470 3.807587 1.450063 0.887635 0.732986 0.708037 0.484754
0.004769 4.233469 3.743967 1.434005 0.888190 0.743881 0.720647 0.520963
0.005105 4.165457 3.679316 1.423352 0.892581 0.751802 0.726786 0.537853
0.005463 4.097606 3.614754 1.415753 0.898949 0.761126 0.729022 0.539640
0.005847 4.029677 3.548985 1.402597 0.905043 0.771733 0.740641 0.545962
0.006258 3.961814 3.484594 1.390253 0.905416 0.776218 0.749202 0.553736
0.006698 3.893832 3.420111 1.378845 0.903372 0.777248 0.748822 0.556757
0.007169 3.825924 3.354392 1.367871 0.904236 0.777413 0.743249 0.559436
0.007673 3.757954 3.287541 1.354719 0.907145 0.781673 0.736777 0.560744
0.008212 3.690141 3.221308 1.342552 0.912510 0.790685 0.738436 0.572130
0.008789 3.622280 3.156610 1.330843 0.919966 0.799999 0.744608 0.571247
0.009407 3.554372 3.092170 1.320706 0.925736 0.805025 0.751723 0.571394
0.010068 3.486451 3.026858 1.310389 0.929025 0.810154 0.753889 0.572826
0.010776 3.418564 2.962022 1.301210 0.932792 0.816785 0.758603 0.580559
0.011533 3.350601 2.896726 1.290417 0.937207 0.824325 0.757806 0.580007
