# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.001000 0.002619 0.000013 0.000008 0.000006 0.000004 0.000004 0.000003
0.001070 0.002802 0.000015 0.000009 0.000007 0.000005 0.000004 0.000003
0.001145 0.002998 0.000017 0.000010 0.000007 0.000006 0.000005 0.000004
0.001225 0.003209 0.000020 0.000011 0.000008 0.000006 0.000005 0.000004
0.001311 0.003433 0.000023 0.000013 0.000010 0.000007 0.000006 0.000005
0.001402 0.003673 0.000026 0.000015 0.000011 0.000009 0.000007 0.000005
0.001500 0.003930 0.000029 0.000017 0.000013 0.000010 0.000008 0.000006
0.001605 0.004205 0.000034 0.000020 0.000015 0.000011 0.000009 0.000007
0.001717 0.004499 0.000038 0.000023 0.000017 0.000013 0.000010 0.000008
0.001838 0.004813 0.000044 0.000026 0.000020 0.000015 0.000012 0.000009
0.001966 0.005150 0.000050 0.000030 0.000023 0.000017 0.000014 0.000011
0.002104 0.005509 0.000056 0.000034 0.000026 0.000020 0.000016 0.000013
0.002251 0.005895 0.000064 0.000039 0.000030 0.000023 0.000019 0.000015
0.002408 0.006307 0.000072 0.000045 0.000035 0.000027 0.000022 0.000017
0.002577 0.006746 0.000082 0.000050 0.000040 0.000031 0.000025 0.000020
0.002757 0.007217 0.000092 0.000057 0.000045 0.000035 0.000029 0.000023
0.002950 0.007721 0.000105 0.000065 0.000051 0.000040 0.000033 0.000027
0.003156 0.008261 0.000119 0.000074 0.000058 0.000047 0.000038 0.000031
0.003377 0.008837 0.000135 0.000084 0.000066 0.000053 0.000044 0.000036
0.003613 0.009455 0.000152 0.000095 0.000075 0.000061 0.000050 0.000042
0.003866 0.010115 0.000172 0.000107 0.000085 0.000069 0.000057 0.000047
0.004136 0.010822 0.000194 0.000122 0.000097 0.000079 0.000065 0.000055
0.004425 0.011577 0.000218 0.000137 0.000110 0.000089 0.000074 0.000063
0.004735 0.012384 0.000246 0.000154 0.000123 0.000100 0.000084 0.000071
0.005066 0.013250 0.000276 0.000173 0.000138 0.000112 0.000094 0.000080
0.005421 0.014175 0.000311 0.000194 0.000155 0.000126 0.000106 0.000090
0.005800 0.015163 0.000349 0.000216 0.000173 0.000140 0.000118 0.000100
0.006205 0.016221 0.000394 0.000244 0.000194 0.000157 0.000132 0.000112
0.006639 0.017351 0.000444 0.000274 0.000218 0.000176 0.000148 0.000126
0.007104 0.018562 0.000502 0.000309 0.000244 0.000196 0.000164 0.000140
0.007601 0.019856 0.000568 0.000348 0.000274 0.000219 0.000183 0.000155
0.008132 0.021243 0.000646 0.000395 0.000310 0.000246 0.000205 0.000174
0.008701 0.022725 0.000734 0.000451 0.000352 0.000279 0.000232 0.000196
0.009310 0.024310 0.000835 0.000514 0.000400 0.000316 0.000262 0.000221
0.009961 0.026007 0.000949 0.000585 0.000454 0.000358 0.000295 0.000248
0.010658 0.027821 0.001080 0.000669 0.000519 0.000408 0.000335 0.000280
0.011403 0.029760 0.001228 0.000764 0.000592 0.000465 0.000380 0.000316
0.012201 0.031835 0.001394 0.000871 0.000675 0.000530 0.000431 0.000357
0.013054 0.034054 0.001582 0.000993 0.000773 0.000608 0.000494 0.000408
0.013967 0.036427 0.001797 0.001133 0.000883 0.000695 0.000564 0.000466
0.014944 0.038963 0.002040 0.001292 0.001009 0.000797 0.000647 0.000535
0.015989 0.041670 0.002310 0.001467 0.001148 0.000908 0.000738 0.000610
0.017108 0.044568 0.002615 0.001664 0.001304 0.001035 0.000842 0.000699
0.018304 0.047667 0.002962 0.001887 0.001480 0.001176 0.000960 0.000798
0.019585 0.050981 0.003358 0.002143 0.001681 0.001339 0.001096 0.000915
0.020954 0.054524 0.003810 0.002436 0.001908 0.001519 0.001245 0.001042
0.022420 0.058314 0.004320 0.002769 0.002164 0.001721 0.001411 0.001184
0.023988 0.062357 0.004896 0.003148 0.002457 0.001951 0.001597 0.001341
0.025666 0.066681 0.005547 0.003583 0.002796 0.002217 0.001812 0.001520
0.027461 0.071301 0.006282 0.004077 0.003185 0.002523 0.002056 0.001722
0.029382 0.076233 0.007113 0.004638 0.003628 0.002874 0.002337 0.001955
0.031437 0.081506 0.008048 0.005269 0.004124 0.003269 0.002656 0.002221
0.033636 0.087134 0.009103 0.005983 0.004689 0.003722 0.003025 0.002533
0.035989 0.093144 0.010294 0.006793 0.005330 0.004234 0.003444 0.002888
0.038506 0.099566 0.011646 0.007715 0.006065 0.004828 0.003932 0.003303
0.041200 0.106428 0.013183 0.008768 0.006904 0.005505 0.004486 0.003773
0.044081 0.113753 0.014929 0.009967 0.007852 0.006269 0.005108 0.004298
0.047165 0.121581 0.016923 0.011342 0.008940 0.007144 0.005820 0.004897
0.050463 0.129939 0.019184 0.012911 0.010181 0.008144 0.006633 0.005582
0.053993 0.138854 0.021757 0.014715 0.011613 0.009302 0.007578 0.006377
0.057770 0.148364 0.024681 0.016785 0.013260 0.010636 0.008662 0.007289
0.061810 0.158499 0.027986 0.019145 0.015142 0.012162 0.009902 0.008335
0.066134 0.169298 0.031725 0.021840 0.017298 0.013918 0.011330 0.009541
0.070760 0.180801 0.035950 0.024903 0.019748 0.015919 0.012962 0.010923
0.075709 0.193032 0.040691 0.028363 0.022526 0.018205 0.014837 0.012525
0.081004 0.206040 0.046023 0.032287 0.025688 0.020815 0.016988 0.014374
0.086670 0.219871 0.052014 0.036727 0.029268 0.023774 0.019426 0.016478
0.092733 0.234566 0.058737 0.041751 0.033333 0.027140 0.022210 0.018891
0.099219 0.250169 0.066298 0.047443 0.037961 0.030979 0.025381 0.021636
