# r C0m=2 C0m=3 C0m=4 C0m=5 C0m=6 C0m=7 C1m=2 C1m=3 C1m=4 C1m=5 C1m=6 C1m=7 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.001000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007 0.000000 0.000000 0.000000 0.000000 0.000000
0.001072 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000007 0.000000 0.000000 0.000000 0.000000 0.000000
0.001150 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000009 0.000000 0.000000 0.000000 0.000000 0.000000
0.001233 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000010 0.000000 0.000000 0.000000 0.000000 0.000000
0.001322 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000011 0.000000 0.000000 0.000000 0.000000 0.000000
0.001417 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000013 0.000000 0.000000 0.000000 0.000000 0.000000
0.001520 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000015 0.000000 0.000000 0.000000 0.000000 0.000000
0.001630 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000017 0.000000 0.000000 0.000000 0.000000 0.000000
0.001748 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000020 0.000000 0.000000 0.000000 0.000000 0.000000
0.001874 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000022 0.000000 0.000000 0.000000 0.000000 0.000000
0.002009 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000026 0.000000 0.000000 0.000000 0.000000 0.000000
0.002154 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000030 0.000000 0.000000 0.000000 0.000000 0.000000
0.002310 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000034 0.000000 0.000000 0.000000 0.000000 0.000000
0.002477 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000039 0.000001 0.000000 0.000000 0.000000 0.000000
0.002656 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000045 0.000001 0.000000 0.000000 0.000000 0.000000
0.002848 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000052 0.000001 0.000000 0.000000 0.000000 0.000000
0.003054 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000060 0.000001 0.000000 0.000000 0.000000 0.000000
0.003275 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000069 0.000001 0.000000 0.000000 0.000000 0.000000
0.003511 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000080 0.000002 0.000000 0.000000 0.000000 0.000000
