# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.001000 0.002577 0.000010 0.000003 0.000002 0.000001 0.000001 0.000001
0.001070 0.002758 0.000012 0.000003 0.000002 0.000001 0.000001 0.000001
0.001145 0.002951 0.000014 0.000004 0.000002 0.000002 0.000001 0.000001
0.001225 0.003157 0.000016 0.000005 0.000003 0.000002 0.000001 0.000001
0.001311 0.003377 0.000019 0.000006 0.000003 0.000002 0.000002 0.000001
0.001402 0.003613 0.000022 0.000007 0.000004 0.000003 0.000002 0.000001
0.001500 0.003865 0.000026 0.000008 0.000005 0.000003 0.000002 0.000002
0.001605 0.004136 0.000030 0.000011 0.000007 0.000004 0.000003 0.000002
0.001718 0.004425 0.000035 0.000013 0.000009 0.000006 0.000004 0.000003
0.001838 0.004736 0.000040 0.000015 0.000010 0.000007 0.000005 0.000003
0.001966 0.005067 0.000046 0.000018 0.000013 0.000009 0.000006 0.000004
0.002104 0.005422 0.000053 0.000021 0.000015 0.000011 0.000008 0.000005
0.002251 0.005801 0.000062 0.000025 0.000018 0.000013 0.000010 0.000007
0.002408 0.006207 0.000071 0.000030 0.000022 0.000016 0.000012 0.000009
0.002577 0.006641 0.000082 0.000035 0.000026 0.000019 0.000014 0.000011
0.002757 0.007106 0.000094 0.000041 0.000030 0.000023 0.000017 0.000013
0.002950 0.007603 0.000108 0.000048 0.000035 0.000027 0.000020 0.000016
0.003156 0.008136 0.000124 0.000056 0.000042 0.000031 0.000024 0.000019
0.003377 0.008703 0.000142 0.000065 0.000048 0.000037 0.000028 0.000022
0.003613 0.009311 0.000161 0.000074 0.000056 0.000043 0.000033 0.000026
0.003866 0.009961 0.000183 0.000085 0.000065 0.000050 0.000040 0.000032
0.004137 0.010656 0.000207 0.000097 0.000074 0.000058 0.000047 0.000038
0.004426 0.011399 0.000235 0.000111 0.000085 0.000067 0.000054 0.000044
0.004735 0.012195 0.000267 0.000127 0.000098 0.000077 0.000063 0.000052
0.005067 0.013046 0.000302 0.000144 0.000111 0.000088 0.000072 0.000060
0.005421 0.013957 0.000343 0.000164 0.000126 0.000100 0.000082 0.000068
0.005800 0.014929 0.000389 0.000187 0.000143 0.000113 0.000093 0.000077
0.006206 0.015971 0.000440 0.000212 0.000163 0.000128 0.000104 0.000086
0.006640 0.017084 0.000498 0.000242 0.000185 0.000146 0.000118 0.000097
0.007105 0.018275 0.000563 0.000275 0.000211 0.000166 0.000134 0.000110
0.007602 0.019546 0.000639 0.000314 0.000241 0.000189 0.000153 0.000126
0.008133 0.020907 0.000724 0.000358 0.000274 0.000216 0.000174 0.000142
0.008702 0.022361 0.000821 0.000409 0.000313 0.000245 0.000197 0.000161
0.009311 0.023920 0.000933 0.000468 0.000358 0.000280 0.000225 0.000183
0.009962 0.025585 0.001058 0.000534 0.000409 0.000321 0.000258 0.000210
0.010659 0.027365 0.001199 0.000610 0.000467 0.000367 0.000295 0.000240
0.011405 0.029267 0.001356 0.000695 0.000533 0.000418 0.000335 0.000273
0.012203 0.031301 0.001535 0.000792 0.000609 0.000477 0.000383 0.000312
0.013056 0.033475 0.001736 0.000903 0.000696 0.000545 0.000438 0.000357
0.013970 0.035800 0.001964 0.001029 0.000794 0.000624 0.000502 0.000410
0.014947 0.038285 0.002222 0.001173 0.000906 0.000713 0.000574 0.000470
0.015992 0.040938 0.002512 0.001335 0.001032 0.000812 0.000655 0.000535
0.017111 0.043773 0.002838 0.001518 0.001174 0.000926 0.000748 0.000612
0.018308 0.046804 0.003209 0.001727 0.001335 0.001053 0.000853 0.000698
0.019588 0.050045 0.003629 0.001968 0.001520 0.001198 0.000971 0.000797
0.020959 0.053505 0.004103 0.002242 0.001731 0.001365 0.001107 0.000910
0.022425 0.057205 0.004636 0.002552 0.001971 0.001553 0.001259 0.001036
0.023993 0.061151 0.005235 0.002906 0.002245 0.001766 0.001431 0.001177
0.025672 0.065364 0.005908 0.003308 0.002560 0.002013 0.001629 0.001342
