# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.001000 0.312202 0.058106 0.007085 0.003723 0.000947 0.000273 0.000161
0.001070 0.321326 0.062387 0.007905 0.004142 0.001063 0.000308 0.000181
0.001145 0.330570 0.066999 0.008813 0.004604 0.001191 0.000346 0.000203
0.001226 0.339947 0.071978 0.009822 0.005113 0.001336 0.000390 0.000229
0.001312 0.349474 0.077315 0.010944 0.005676 0.001495 0.000440 0.000257
0.001404 0.359137 0.082995 0.012193 0.006299 0.001674 0.000496 0.000290
0.001503 0.368984 0.089041 0.013578 0.006986 0.001878 0.000563 0.000328
0.001608 0.378987 0.095464 0.015117 0.007744 0.002105 0.000639 0.000371
0.001721 0.389192 0.102307 0.016832 0.008579 0.002358 0.000726 0.000420
0.001842 0.399607 0.109568 0.018750 0.009497 0.002638 0.000822 0.000474
0.001972 0.410295 0.117274 0.020914 0.010517 0.002955 0.000932 0.000536
0.002110 0.421273 0.125446 0.023373 0.011645 0.003308 0.001058 0.000607
0.002258 0.432629 0.134184 0.026194 0.012893 0.003711 0.001201 0.000688
0.002417 0.444408 0.143598 0.029438 0.014282 0.004169 0.001364 0.000780
0.002587 0.456289 0.153412 0.032876 0.015799 0.004683 0.001543 0.000881
0.002769 0.467300 0.162544 0.036385 0.017448 0.005269 0.001748 0.000997
0.002963 0.477269 0.171226 0.040107 0.019284 0.005940 0.001986 0.001132
0.003171 0.486945 0.179924 0.044126 0.021319 0.006721 0.002265 0.001288
0.003394 0.496679 0.189031 0.048569 0.023608 0.007615 0.002593 0.001472
0.003632 0.506250 0.198210 0.053310 0.026122 0.008635 0.002977 0.001685
0.003887 0.515704 0.207630 0.058490 0.028918 0.009811 0.003425 0.001932
0.004161 0.525080 0.217305 0.064058 0.031977 0.011154 0.003945 0.002216
0.004453 0.534387 0.227340 0.070145 0.035361 0.012696 0.004557 0.002548
0.004766 0.543896 0.238001 0.076920 0.039154 0.014459 0.005283 0.002941
0.005100 0.553037 0.248646 0.084014 0.043281 0.016451 0.006148 0.003417
0.005459 0.561965 0.259417 0.091542 0.047762 0.018683 0.007147 0.003972
0.005842 0.570446 0.270018 0.099189 0.052431 0.021135 0.008267 0.004596
0.006252 0.578571 0.280602 0.106991 0.057309 0.023822 0.009527 0.005300
0.006692 0.586294 0.291013 0.114903 0.062394 0.026740 0.010932 0.006085
0.007162 0.594089 0.301605 0.123111 0.067813 0.029932 0.012514 0.006978
0.007665 0.601161 0.311464 0.131111 0.073327 0.033334 0.014248 0.007960
0.008203 0.608488 0.321733 0.139622 0.079263 0.037075 0.016204 0.009080
0.008780 0.615796 0.332078 0.148423 0.085513 0.041106 0.018355 0.010315
0.009396 0.623106 0.342526 0.157568 0.092131 0.045485 0.020750 0.011709
0.010056 0.630642 0.353353 0.167271 0.099157 0.050210 0.023385 0.013261
0.010763 0.638151 0.364241 0.177255 0.106561 0.055326 0.026312 0.015003
0.011519 0.645458 0.374992 0.187394 0.114313 0.060825 0.029521 0.016930
0.012328 0.652712 0.385789 0.197858 0.122498 0.066790 0.033093 0.019104
0.013194 0.660232 0.397041 0.209038 0.131281 0.073278 0.037009 0.021500
0.014121 0.667951 0.408654 0.220864 0.140740 0.080402 0.041431 0.024263
0.015113 0.675573 0.420251 0.233029 0.150873 0.088225 0.046490 0.027514
0.016174 0.683087 0.431821 0.245374 0.161379 0.096498 0.052014 0.031139
0.017310 0.691120 0.444191 0.258639 0.172674 0.105472 0.058151 0.035245
0.018526 0.699296 0.456800 0.272288 0.184417 0.114962 0.064805 0.039800
0.019828 0.707087 0.468890 0.285568 0.195971 0.124450 0.071599 0.044592
0.021220 0.713639 0.479300 0.297318 0.206285 0.133074 0.077884 0.049105
0.022711 0.719903 0.489366 0.308851 0.216590 0.141846 0.084439 0.053876
0.024307 0.726084 0.499375 0.320435 0.226966 0.150763 0.091220 0.058881
0.026014 0.732274 0.509445 0.332178 0.237815 0.160295 0.098740 0.064564
0.027841 0.738593 0.519740 0.344270 0.249107 0.170359 0.106918 0.070894
0.029797 0.744231 0.529064 0.355410 0.259627 0.179859 0.114758 0.077129
0.031890 0.749732 0.538255 0.366507 0.270171 0.189462 0.122896 0.083721
0.034130 0.755578 0.548029 0.378350 0.281395 0.199699 0.131733 0.091032
0.036528 0.761292 0.557651 0.390129 0.292679 0.210122 0.140873 0.098675
0.039094 0.767037 0.567403 0.402165 0.304251 0.220858 0.150475 0.106860
0.041840 0.773155 0.577807 0.415035 0.316535 0.232205 0.160654 0.115560
0.044779 0.779461 0.588542 0.428374 0.329237 0.243990 0.171295 0.124725
0.047924 0.785451 0.598782 0.441221 0.341937 0.256094 0.182478 0.134429
0.051291 0.790983 0.608370 0.453378 0.354015 0.267715 0.193333 0.143985
0.054894 0.796482 0.617915 0.465556 0.366130 0.279409 0.204315 0.153722
0.058750 0.801834 0.627275 0.477588 0.378325 0.291384 0.215726 0.163940
0.062877 0.807235 0.636770 0.489877 0.390997 0.303984 0.227865 0.174810
0.067294 0.812893 0.646759 0.502854 0.404214 0.317059 0.240473 0.186202
0.072021 0.818748 0.657096 0.516315 0.418044 0.330827 0.253862 0.198352
0.077080 0.824127 0.666665 0.528889 0.431215 0.344175 0.267029 0.210400
0.082494 0.829319 0.675972 0.541227 0.444203 0.357412 0.280178 0.222526
0.088289 0.835070 0.686284 0.554892 0.458455 0.371862 0.294515 0.235787
0.094491 0.840351 0.695815 0.567623 0.471987 0.385818 0.308561 0.248885
0.101129 0.845588 0.705316 0.580400 0.485746 0.400151 0.323124 0.262517
0.108233 0.851164 0.715452 0.594075 0.500549 0.415640 0.338959 0.277399
0.115836 0.857161 0.726388 0.608876 0.516559 0.432427 0.356166 0.293740
0.123972 0.863207 0.737465 0.623952 0.532971 0.449736 0.374039 0.310835
0.132681 0.869476 0.748980 0.639630 0.550034 0.467747 0.392675 0.328942
0.142001 0.875186 0.759527 0.654098 0.565841 0.484533 0.410193 0.345909
0.151976 0.881047 0.770398 0.669056 0.582326 0.502173 0.428752 0.364088
0.162652 0.886959 0.781411 0.684274 0.599454 0.520801 0.448625 0.383979
0.174077 0.892677 0.792103 0.699102 0.616270 0.539198 0.468477 0.404131
0.186306 0.898400 0.802843 0.714058 0.633323 0.557970 0.488623 0.424625
0.199393 0.904176 0.813705 0.729241 0.651085 0.577862 0.510236 0.447108
0.213399 0.909490 0.823771 0.743351 0.667619 0.596470 0.530579 0.468566
0.228390 0.915166 0.834531 0.758427 0.685665 0.617079 0.553360 0.492934
0.244433 0.920905 0.845463 0.773709 0.704865 0.639694 0.578798 0.520817
0.261603 0.927117 0.857325 0.790584 0.726386 0.665310 0.607882 0.552977
0.279980 0.932440 0.867518 0.805207 0.745134 0.687725 0.633432 0.581352
0.299647 0.936879 0.876059 0.817521 0.760953 0.706712 0.655129 0.605502
0.320696 0.941542 0.885057 0.830520 0.777696 0.726865 0.678165 0.631176
0.343224 0.945866 0.893425 0.842656 0.793366 0.745788 0.699883 0.655468
0.367334 0.949807 0.901081 0.853799 0.807783 0.763252 0.720165 0.678354
0.393137 0.954265 0.909751 0.866437 0.824178 0.783155 0.743337 0.704587
0.420753 0.958874 0.918739 0.879575 0.841266 0.803961 0.767634 0.732177
0.450309 0.963382 0.927557 0.892502 0.858126 0.824553 0.791757 0.759653
0.481942 0.967847 0.936311 0.905370 0.874953 0.845161 0.815974 0.787322
0.515796 0.972356 0.945174 0.918432 0.892072 0.866181 0.840740 0.815696
0.552028 0.977031 0.954385 0.932042 0.909959 0.888206 0.866767 0.845602
0.590806 0.981697 0.963604 0.945702 0.927961 0.910433 0.893107 0.875953
0.632308 0.986766 0.973645 0.960620 0.947673 0.934842 0.922116 0.909479
0.676724 0.991528 0.983101 0.974709 0.966351 0.958040 0.949772 0.941543
0.724261 0.994498 0.989015 0.983545 0.978087 0.972649 0.967231 0.961828
0.775137 0.997131 0.994268 0.991407 0.988546 0.985692 0.982843 0.979998
0.829587 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000 1.000000
