# r C2m=1 C2m=2 C2m=3 C2m=4 C2m=5 C2m=6 C2m=7
0.001000 0.002912 0.000009 0.000000 0.000000 0.000000 0.000000 0.000000
0.001072 0.003110 0.000010 0.000000 0.000000 0.000000 0.000000 0.000000
0.001150 0.003342 0.000012 0.000000 0.000000 0.000000 0.000000 0.000000
0.001233 0.003575 0.000014 0.000000 0.000000 0.000000 0.000000 0.000000
0.001322 0.003844 0.000016 0.000000 0.000000 0.000000 0.000000 0.000000
0.001417 0.004113 0.000018 0.000000 0.000000 0.000000 0.000000 0.000000
0.001520 0.004418 0.000021 0.000000 0.000000 0.000000 0.000000 0.000000
0.001630 0.004740 0.000024 0.000000 0.000000 0.000000 0.000000 0.000000
0.001748 0.005081 0.000027 0.000000 0.000000 0.000000 0.000000 0.000000
0.001874 0.005439 0.000031 0.000000 0.000000 0.000000 0.000000 0.000000
0.002009 0.005833 0.000036 0.000000 0.000000 0.000000 0.000000 0.000000
0.002154 0.006263 0.000041 0.000001 0.000000 0.000000 0.000000 0.000000
0.002310 0.006710 0.000047 0.000001 0.000000 0.000000 0.000000 0.000000
0.002477 0.007193 0.000054 0.000001 0.000000 0.000000 0.000000 0.000000
0.002656 0.007713 0.000063 0.000001 0.000000 0.000000 0.000000 0.000000
0.002848 0.008268 0.000072 0.000001 0.000000 0.000000 0.000000 0.000000
0.003054 0.008878 0.000083 0.000001 0.000000 0.000000 0.000000 0.000000
0.003275 0.009524 0.000095 0.000002 0.000000 0.000000 0.000000 0.000000
0.003511 0.010204 0.000110 0.000002 0.000000 0.000000 0.000000 0.000000
0.003765 0.010938 0.000126 0.000003 0.000000 0.000000 0.000000 0.000000
0.004037 0.011726 0.000145 0.000003 0.000000 0.000000 0.000000 0.000000
0.004329 0.012585 0.000167 0.000004 0.000000 0.000000 0.000000 0.000000
0.004642 0.013482 0.000191 0.000005 0.000000 0.000000 0.000000 0.000000
0.004977 0.014467 0.000220 0.000006 0.000000 0.000000 0.000000 0.000000
0.005337 0.015506 0.000253 0.000007 0.000000 0.000000 0.000000 0.000000
0.005722 0.016634 0.000291 0.000009 0.000000 0.000000 0.000000 0.000000
0.006136 0.017834 0.000335 0.000011 0.000000 0.000000 0.000000 0.000000
0.006579 0.019124 0.000386 0.000014 0.000001 0.000000 0.000000 0.000000
0.007055 0.020504 0.000443 0.000017 0.000001 0.000000 0.000000 0.000000
0.007565 0.021976 0.000508 0.000020 0.000001 0.000000 0.000000 0.000000
0.008111 0.023571 0.000585 0.000025 0.000001 0.000000 0.000000 0.000000
0.008697 0.025271 0.000672 0.000031 0.000002 0.000000 0.000000 0.000000
0.009326 0.027099 0.000773 0.000038 0.000002 0.000000 0.000000 0.000000
0.010000 0.029052 0.000888 0.000047 0.000003 0.000000 0.000000 0.000000
0.010723 0.031164 0.001021 0.000058 0.000004 0.000000 0.000000 0.000000
0.011498 0.033403 0.001173 0.000071 0.000005 0.000001 0.000000 0.000000
0.012328 0.035820 0.001349 0.000088 0.000007 0.000001 0.000000 0.000000
0.013219 0.038412 0.001550 0.000108 0.000009 0.000001 0.000000 0.000000
0.014175 0.041186 0.001783 0.000133 0.000013 0.000002 0.000000 0.000000
0.015199 0.044156 0.002050 0.000164 0.000016 0.000002 0.000000 0.000000
0.016298 0.047340 0.002356 0.000202 0.000022 0.000003 0.000001 0.000000
0.017475 0.050754 0.002708 0.000249 0.000029 0.000004 0.000001 0.000000
0.018738 0.054418 0.003113 0.000307 0.000037 0.000006 0.000001 0.000000
0.020092 0.058325 0.003575 0.000377 0.000049 0.000008 0.000002 0.000000
0.021544 0.062535 0.004108 0.000464 0.000065 0.000012 0.000003 0.000001
0.023101 0.067029 0.004719 0.000569 0.000085 0.000017 0.000004 0.000001
0.024771 0.071855 0.005421 0.000700 0.000112 0.000023 0.000006 0.000001
0.026561 0.077037 0.006227 0.000860 0.000147 0.000032 0.000008 0.000002
0.028480 0.082566 0.007148 0.001055 0.000192 0.000045 0.000013 0.000003
0.030539 0.088500 0.008207 0.001294 0.000252 0.000063 0.000019 0.000006
0.032745 0.094849 0.009421 0.001587 0.000330 0.000088 0.000028 0.000009
0.035112 0.101629 0.010807 0.001942 0.000429 0.000122 0.000041 0.000013
0.037649 0.108919 0.012400 0.002376 0.000559 0.000168 0.000060 0.000021
0.040370 0.116702 0.014220 0.002905 0.000727 0.000232 0.000087 0.000032
0.043288 0.125049 0.016306 0.003549 0.000946 0.000320 0.000128 0.000050
0.046416 0.133944 0.018683 0.004327 0.001225 0.000439 0.000186 0.000077
0.049770 0.143474 0.021406 0.005272 0.001583 0.000600 0.000267 0.000117
0.053367 0.153646 0.024508 0.006411 0.002040 0.000815 0.000383 0.000177
0.057224 0.164526 0.028047 0.007783 0.002620 0.001103 0.000545 0.000265
0.061359 0.176143 0.032082 0.009434 0.003353 0.001484 0.000770 0.000394
0.065793 0.188532 0.036674 0.011414 0.004277 0.001983 0.001078 0.000578
0.070548 0.201746 0.041897 0.013784 0.005438 0.002636 0.001497 0.000840
0.075646 0.215843 0.047833 0.016616 0.006887 0.003481 0.002059 0.001205
0.081113 0.230859 0.054566 0.019984 0.008686 0.004567 0.002807 0.001711
0.086975 0.246819 0.062188 0.023983 0.010912 0.005952 0.003790 0.002397
0.093260 0.263818 0.070831 0.028729 0.013661 0.007708 0.005070 0.003320
0.100000 0.281859 0.080589 0.034334 0.017021 0.009907 0.006713 0.004537
0.107227 0.301002 0.091594 0.040937 0.021123 0.012650 0.008807 0.006130
0.114976 0.321298 0.103996 0.048715 0.026114 0.016053 0.011454 0.008190
0.123285 0.342776 0.117945 0.057851 0.032160 0.020237 0.014754 0.010801
0.132194 0.365461 0.133591 0.068564 0.039469 0.025371 0.018854 0.014098
0.141747 0.389367 0.151099 0.081089 0.048265 0.031640 0.023909 0.018214
0.151991 0.414535 0.170659 0.095714 0.058837 0.039287 0.030117 0.023312
0.162975 0.440921 0.192429 0.112717 0.071483 0.048581 0.037694 0.029568
0.174753 0.468541 0.216610 0.132418 0.086553 0.059850 0.046911 0.037200
0.187382 0.497295 0.243333 0.155085 0.104398 0.073483 0.058108 0.046495
0.200923 0.527125 0.272768 0.180996 0.125383 0.089901 0.071670 0.057798
0.215444 0.557932 0.305051 0.210381 0.149845 0.109544 0.088049 0.071572
0.231013 0.589584 0.340279 0.243395 0.178061 0.132843 0.107733 0.088380
0.247708 0.621915 0.378497 0.280106 0.210208 0.160103 0.131119 0.108779
0.265609 0.654791 0.419772 0.320632 0.246526 0.191681 0.158635 0.133361
0.284804 0.688012 0.464025 0.364982 0.287204 0.227864 0.190582 0.162518
0.305386 0.721370 0.511104 0.413152 0.332517 0.269081 0.227412 0.196697
0.327455 0.754581 0.560635 0.464961 0.382696 0.315846 0.269734 0.236399
0.351119 0.787330 0.612083 0.520073 0.437877 0.368733 0.318410 0.282384
0.376494 0.819248 0.664671 0.577910 0.497917 0.428137 0.374353 0.335585
0.403702 0.849889 0.717305 0.637476 0.562073 0.493864 0.438151 0.396909
0.432876 0.878770 0.768648 0.697403 0.628918 0.564863 0.509628 0.466840
0.464159 0.905358 0.817269 0.756025 0.696399 0.639121 0.587378 0.544840
