# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.001000 5.945040 5.294293 0.559676 0.279164 0.257371 0.192154 0.166579
0.001070 5.877263 5.225588 0.556475 0.283140 0.260327 0.204060 0.173042
0.001145 5.809687 5.145697 0.552898 0.292833 0.266914 0.225256 0.197610
0.001225 5.741940 5.081777 0.554289 0.297673 0.271330 0.236031 0.214840
0.001311 5.674301 5.018969 0.556615 0.292525 0.269868 0.242623 0.223778
0.001402 5.606750 4.959916 0.552110 0.283642 0.261921 0.240483 0.228810
0.001500 5.539136 4.894515 0.542393 0.278548 0.265820 0.247123 0.230509
0.001605 5.471438 4.827663 0.531461 0.278672 0.274404 0.251235 0.224543
0.001717 5.403881 4.766880 0.521535 0.272116 0.271082 0.244666 0.219099
0.001838 5.336364 4.705653 0.511891 0.272827 0.273881 0.242120 0.222722
0.001966 5.268823 4.643427 0.500816 0.271931 0.275285 0.241619 0.227185
0.002104 5.201365 4.587022 0.494695 0.264106 0.265172 0.235347 0.229764
0.002251 5.133633 4.525483 0.488950 0.254776 0.257647 0.229011 0.227005
0.002408 5.066146 4.465907 0.483457 0.245460 0.247745 0.223501 0.226975
0.002577 4.998820 4.412326 0.483178 0.238840 0.239082 0.217043 0.217284
0.002757 4.931351 4.360025 0.485696 0.240585 0.233929 0.213041 0.213351
0.002950 4.863851 4.297123 0.480268 0.243381 0.229870 0.207365 0.207602
0.003156 4.796213 4.238180 0.476083 0.238929 0.223410 0.201200 0.197726
0.003377 4.728770 4.184858 0.474830 0.233360 0.217611 0.195570 0.188284
0.003613 4.661219 4.129315 0.472784 0.228671 0.212375 0.192846 0.185933
0.003866 4.593718 4.075293 0.472806 0.226664 0.212548 0.192615 0.182421
0.004136 4.526214 4.020220 0.468102 0.222570 0.209239 0.189303 0.177549
0.004425 4.458766 3.970450 0.467171 0.220338 0.206380 0.184089 0.172240
0.004735 4.391361 3.920529 0.467005 0.220513 0.207537 0.178371 0.164906
0.005066 4.323728 3.870804 0.469654 0.221150 0.207850 0.175365 0.162874
0.005421 4.256281 3.820482 0.471609 0.222685 0.209673 0.174944 0.163008
0.005800 4.188899 3.772740 0.476318 0.223506 0.209254 0.173603 0.163246
0.006205 4.121463 3.718946 0.478718 0.226218 0.211261 0.174589 0.162648
0.006639 4.054093 3.664976 0.482353 0.228803 0.214171 0.175646 0.162323
0.007104 3.986628 3.609515 0.486391 0.233896 0.219178 0.177881 0.162182
0.007601 3.919238 3.554689 0.490468 0.239496 0.224067 0.179832 0.162812
0.008132 3.851705 3.493733 0.490449 0.244409 0.229075 0.182897 0.164484
0.008701 3.784272 3.432272 0.488447 0.247502 0.231849 0.185418 0.166943
0.009310 3.716858 3.370860 0.485269 0.250789 0.235702 0.188765 0.170432
0.009961 3.649393 3.310639 0.483146 0.253381 0.238824 0.193027 0.174899
0.010658 3.581955 3.248592 0.478616 0.254190 0.240642 0.197974 0.179165
0.011403 3.514591 3.187821 0.474479 0.254414 0.241836 0.202299 0.182993
0.012201 3.447205 3.128250 0.470783 0.254172 0.242445 0.206854 0.186858
0.013054 3.379815 3.069075 0.465501 0.251442 0.239877 0.208176 0.189198
0.013967 3.312447 3.009252 0.460908 0.250044 0.238883 0.209110 0.190303
0.014944 3.245143 2.949901 0.456636 0.246807 0.235933 0.208410 0.189944
0.015989 3.177981 2.892643 0.454169 0.245325 0.234099 0.207765 0.189558
0.017108 3.110748 2.835729 0.451795 0.243669 0.231499 0.205727 0.187079
0.018304 3.043513 2.778540 0.450734 0.243178 0.229356 0.203593 0.184187
0.019585 2.976303 2.720007 0.449098 0.243167 0.227215 0.200615 0.180706
0.020954 2.909106 2.660974 0.447150 0.244498 0.227951 0.199336 0.177920
0.022420 2.841913 2.602499 0.444923 0.246376 0.229128 0.198369 0.175275
0.023988 2.774880 2.544414 0.441612 0.247813 0.230939 0.199674 0.175173
0.025666 2.707835 2.486609 0.437234 0.247794 0.231954 0.201658 0.175812
0.027461 2.640849 2.429194 0.432396 0.246924 0.232834 0.204571 0.177410
0.029382 2.573963 2.371872 0.427553 0.245792 0.232889 0.206676 0.178658
0.031437 2.507080 2.315212 0.423650 0.244983 0.232483 0.207591 0.178600
0.033636 2.440312 2.258861 0.419683 0.243599 0.231107 0.207219 0.177546
0.035989 2.373613 2.202536 0.415735 0.242582 0.230090 0.206490 0.176182
0.038506 2.306935 2.145860 0.411749 0.240730 0.228053 0.205306 0.174422
0.041200 2.240283 2.088525 0.407794 0.239077 0.226349 0.204717 0.173271
0.044081 2.173723 2.030711 0.404080 0.238448 0.225203 0.204743 0.172674
0.047165 2.107172 1.971922 0.400108 0.237992 0.224276 0.205035 0.172638
0.050463 2.040694 1.912994 0.396011 0.237516 0.223311 0.205157 0.172521
0.053993 1.974334 1.853481 0.391078 0.236760 0.221851 0.205051 0.172523
0.057770 1.908084 1.793636 0.385521 0.235743 0.220538 0.205298 0.172636
0.061810 1.842007 1.734033 0.379687 0.234555 0.219139 0.205549 0.172357
0.066134 1.776096 1.674568 0.373327 0.233148 0.217442 0.205679 0.171890
0.070760 1.710360 1.615274 0.367136 0.231940 0.215503 0.205507 0.171201
0.075709 1.644899 1.556852 0.360929 0.230388 0.213011 0.204530 0.169413
0.081004 1.579687 1.498925 0.354488 0.228636 0.210328 0.203167 0.167072
0.086670 1.514714 1.441527 0.347988 0.227025 0.207923 0.201949 0.164630
0.092733 1.450019 1.384661 0.341346 0.225181 0.205554 0.200466 0.161861
0.099219 1.385620 1.327968 0.334642 0.222967 0.203240 0.199327 0.159650
0.106159 1.321619 1.271888 0.327636 0.220516 0.200834 0.198407 0.158294
0.113584 1.257960 1.215898 0.320526 0.217823 0.198099 0.197658 0.157959
0.121529 1.194701 1.159990 0.313460 0.215068 0.195027 0.196403 0.157877
0.130029 1.131918 1.104564 0.306455 0.212133 0.191620 0.194706 0.158106
