# r D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.001036 1.951088 1.989765 nan nan nan nan
0.001110 2.034905 2.657147 nan nan nan nan
0.001191 2.032144 2.975829 nan nan nan nan
0.001277 2.021960 2.612981 nan nan nan nan
0.001369 2.010275 3.198030 nan nan nan nan
0.001468 1.995658 3.481836 nan nan nan nan
0.001574 1.984133 3.549633 nan nan nan nan
0.001688 2.014737 2.782589 nan nan nan nan
0.001810 1.983390 4.332204 nan nan nan nan
0.001940 1.978885 2.745888 inf nan nan nan
0.002081 1.993458 3.300557 19.867980 nan nan nan
0.002231 2.002050 3.086681 3.198030 nan nan nan
0.002392 2.040793 2.850260 2.612981 nan nan nan
0.002565 2.005230 3.201888 4.122978 nan nan nan
0.002750 2.013046 3.070967 4.563989 nan nan nan
0.002949 2.002637 3.358993 2.394172 nan nan nan
0.003162 1.997699 2.913516 2.975829 nan nan nan
0.003391 1.990696 2.535069 1.688033 nan nan nan
0.003636 1.998468 3.165667 4.122978 nan nan nan
0.003899 2.020575 3.017618 2.712163 nan nan nan
0.004180 1.980409 2.993590 4.962733 nan nan nan
0.004482 2.023235 3.222860 5.457124 inf nan nan
0.004806 1.998285 3.041242 3.575203 0.000000 nan nan
0.005154 2.015129 2.838593 6.238856 9.933990 nan nan
0.005526 2.002316 3.075997 3.413190 0.000000 nan nan
0.005926 1.988605 3.043303 4.170356 5.811012 nan nan
0.006354 1.992811 2.900148 3.282917 4.122978 nan nan
0.006813 2.000490 2.965988 3.664324 0.000000 nan nan
0.007305 1.999833 2.989984 4.177492 9.933990 nan nan
0.007833 1.993226 3.020418 4.236787 5.811012 inf nan
0.008399 2.004513 2.982057 4.435333 3.198030 0.000000 nan
0.009006 1.987791 2.976808 3.480438 8.423993 0.000000 nan
0.009657 2.003100 3.008962 4.324299 3.719241 0.000000 nan
0.010355 2.000273 2.942092 4.021804 5.673865 0.000000 nan
0.011103 1.997163 3.033735 3.811107 4.663862 0.000000 nan
0.011906 1.992754 2.996192 3.860170 4.850633 0.000000 nan
0.012766 1.997693 3.013855 3.882026 5.572542 0.000000 nan
0.013689 1.992871 2.998957 4.024105 4.290323 9.933990 nan
0.014678 1.997813 2.959297 4.064251 4.699469 17.954245 nan
0.015739 1.991993 2.968508 3.924738 4.615265 6.477723 nan
0.016876 1.997927 2.981690 4.024213 5.267264 8.568031 nan
0.018096 1.990765 2.983425 3.984186 5.034226 6.280946 nan
0.019403 1.997651 2.997444 3.950050 4.861047 7.134880 nan
0.020806 1.994335 2.991536 4.009567 4.705443 6.806041 inf
0.022309 1.991610 3.000280 4.023126 4.835514 5.094276 5.811012
0.023921 1.988677 2.984569 3.998968 5.158840 5.438738 4.122978
0.025650 1.987891 2.989709 4.012098 5.296835 5.443149 3.198030
0.027504 1.988361 2.977301 3.992997 5.021185 6.771744 6.735959
0.029492 1.987003 2.984944 3.967212 4.843798 6.012120 6.958161
0.031623 1.986335 2.985344 3.971101 4.939408 6.409212 7.967662
0.033908 1.981274 2.982107 3.944358 4.954308 5.910815 6.496871
0.036359 1.977963 2.973263 3.942789 4.907700 5.906832 6.885857
0.038986 1.975401 2.968128 3.951829 4.968906 5.911647 7.403613
0.041803 1.970253 2.967398 3.950035 4.861045 5.580996 6.392107
0.044824 1.965680 2.968422 3.967628 4.890178 5.875848 7.014026
0.048064 1.960265 2.957416 3.956656 4.926949 5.994750 6.498864
0.051537 1.956262 2.947531 3.944861 4.934163 5.930076 6.806642
