# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.001000 1.000187 1.850222 2.040127 2.017723 1.959274 1.864878 1.755621
0.001070 1.002575 1.970776 2.198989 2.167396 2.053510 2.004211 1.890327
0.001145 1.001276 2.038480 2.234715 2.074555 1.817666 1.727286 1.551679
0.001225 1.000785 1.937781 1.912033 1.733705 1.524643 1.427984 1.321514
0.001311 1.001927 1.953076 2.030290 1.905329 1.743367 1.655652 1.587677
0.001402 1.002719 1.968719 2.136500 2.207556 2.272999 2.254816 2.124607
0.001501 0.998572 1.857565 2.019683 2.129010 2.194385 2.153164 2.048014
0.001606 0.997883 1.969363 2.157239 2.217951 2.368922 2.375683 2.239318
0.001718 0.999794 1.910957 2.072123 2.215986 2.275346 2.303125 2.364037
0.001838 0.996946 1.756988 1.821281 1.879148 1.936084 1.944587 2.005109
0.001967 0.995500 1.836158 1.993249 2.099648 2.166464 2.241889 2.317558
0.002104 0.996982 1.823535 1.883138 1.903428 1.982461 2.040902 2.067377
0.002252 1.000148 1.830904 1.886612 1.936953 2.004298 2.061562 2.074517
0.002409 0.998741 1.783427 1.846469 1.906186 2.037171 2.233270 2.396565
0.002578 0.998065 1.784261 1.922268 1.990667 2.049361 2.139079 2.209506
0.002758 0.996920 1.813418 1.936261 1.955399 1.961303 2.017463 2.107117
0.002951 1.001336 1.850174 1.994804 2.074299 2.134632 2.197991 2.279567
0.003158 0.998266 1.754432 1.839855 1.854758 1.881257 1.962575 2.069218
0.003379 0.996688 1.731917 1.788926 1.804562 1.871943 1.979233 2.089588
0.003615 0.997509 1.784845 1.843035 1.846237 1.867478 1.927161 1.990137
0.003868 0.998613 1.741920 1.783110 1.782551 1.809535 1.830840 1.839959
0.004139 0.998050 1.691868 1.697050 1.682587 1.652412 1.626448 1.580028
0.004429 0.995873 1.707882 1.691182 1.639203 1.625021 1.624647 1.634439
0.004739 0.996990 1.719275 1.730106 1.721702 1.729143 1.750273 1.808251
0.005070 0.996653 1.748425 1.749405 1.745540 1.744950 1.741899 1.778794
0.005425 0.999029 1.729231 1.698451 1.639447 1.604900 1.576223 1.561749
0.005805 0.997076 1.770534 1.766181 1.686330 1.637629 1.600037 1.580420
0.006211 0.998241 1.796548 1.797408 1.721154 1.701220 1.687901 1.690221
0.006645 0.997570 1.837226 1.892940 1.829604 1.776092 1.717369 1.689590
0.007110 0.998329 1.838507 1.896043 1.840548 1.784193 1.704597 1.650404
0.007608 0.997963 1.860330 1.966444 1.949032 1.911292 1.864381 1.821032
0.008140 0.997489 1.856462 1.939288 1.919984 1.873824 1.820586 1.787908
0.008710 0.996654 1.815897 1.877166 1.839869 1.784140 1.731062 1.693190
0.009320 0.997045 1.823866 1.918009 1.936214 1.905476 1.839991 1.779392
0.009972 0.995864 1.851691 1.977002 2.014479 2.012671 2.002502 1.952897
0.010670 0.997457 1.839525 1.958430 1.998294 1.999497 2.010647 1.987164
0.011416 0.995315 1.801753 1.898605 1.934649 1.951145 1.968098 1.940257
0.012215 0.995181 1.783340 1.870063 1.902272 1.917899 1.932397 1.906073
0.013070 0.994668 1.788323 1.883249 1.926426 1.956058 1.999315 2.007674
0.013985 0.993679 1.810979 1.913774 1.956789 2.001563 2.040887 2.048859
0.014964 0.995268 1.806759 1.886747 1.908450 1.947827 2.004000 2.036752
0.016011 0.994642 1.808885 1.869524 1.869626 1.876513 1.912402 1.948039
0.017131 0.992806 1.799220 1.869905 1.870455 1.872318 1.901278 1.934573
0.018330 0.993337 1.802344 1.881696 1.875199 1.861597 1.862177 1.878806
0.019613 0.993356 1.799000 1.883274 1.880848 1.862983 1.844997 1.845800
0.020985 0.991981 1.795765 1.881827 1.885495 1.871887 1.845289 1.824048
0.022454 0.991207 1.791114 1.875444 1.881982 1.873360 1.857291 1.837346
0.024025 0.990450 1.778293 1.873118 1.897815 1.904729 1.908784 1.895905
0.025706 0.989923 1.771789 1.866304 1.899474 1.909447 1.921675 1.904813
0.027505 0.988076 1.767480 1.862470 1.896815 1.917319 1.937935 1.927456
0.029430 0.987616 1.771255 1.869697 1.898364 1.921600 1.938758 1.934838
0.031490 0.987243 1.772442 1.858667 1.882547 1.906359 1.926138 1.931553
0.033693 0.987196 1.779788 1.863209 1.881574 1.903224 1.921444 1.934695
0.036051 0.985059 1.775397 1.866296 1.889478 1.911945 1.931287 1.946428
0.038574 0.984077 1.782844 1.875245 1.897865 1.919658 1.945146 1.959326
0.041273 0.983130 1.788337 1.883678 1.902196 1.914816 1.928464 1.930718
0.044162 0.981839 1.798342 1.903188 1.924905 1.935959 1.941304 1.938855
0.047252 0.980690 1.800910 1.908965 1.933684 1.946554 1.957854 1.964518
0.050559 0.978184 1.796780 1.907140 1.942367 1.962205 1.975531 1.982436
0.054097 0.975770 1.791287 1.910659 1.955291 1.977649 1.998455 2.012684
0.057883 0.973094 1.787729 1.909093 1.960704 1.989521 2.015371 2.029060
0.061934 0.970341 1.781383 1.898514 1.949335 1.981122 2.013476 2.035520
0.066268 0.967473 1.778431 1.893372 1.944185 1.977098 2.009987 2.028726
0.070905 0.964082 1.772015 1.886609 1.934460 1.973222 2.014321 2.042495
0.075867 0.960277 1.760289 1.871075 1.917657 1.960405 2.002240 2.033471
0.081176 0.955705 1.748422 1.855519 1.901962 1.944073 1.986098 2.021569
0.086857 0.951555 1.741126 1.844548 1.890600 1.933291 1.971637 2.005738
0.092935 0.944604 1.723383 1.833656 1.885291 1.924831 1.958041 1.991071
0.099439 0.938254 1.711320 1.828345 1.886849 1.927047 1.957258 1.985696
0.106398 0.933002 1.706192 1.829670 1.892178 1.930208 1.958049 1.983340
0.113844 0.927461 1.703886 1.830646 1.898362 1.937259 1.964294 1.987416
0.121810 0.920393 1.692889 1.824029 1.897662 1.945614 1.983808 2.007734
0.130335 0.914001 1.689457 1.828590 1.910721 1.962566 2.009088 2.036580
0.139456 0.906479 1.680090 1.828486 1.924791 1.987206 2.044222 2.078089
0.149215 0.898439 1.669043 1.823282 1.934850 2.008312 2.075958 2.126517
0.159657 0.888242 1.651497 1.808042 1.930568 2.017362 2.097342 2.164923
0.170830 0.876571 1.631148 1.782614 1.907878 2.005250 2.096555 2.188257
0.182784 0.863309 1.609327 1.755593 1.878818 1.986140 2.092884 2.202176
0.195576 0.849754 1.588717 1.728738 1.848730 1.965569 2.083575 2.206027
0.209262 0.834719 1.564537 1.693554 1.805520 1.930798 2.053718 2.186989
0.223907 0.817706 1.539597 1.654426 1.751025 1.882422 2.004921 2.141600
0.239576 0.794062 1.504094 1.603852 1.683572 1.809472 1.920867 2.048770
0.256341 0.764281 1.460355 1.557122 1.629261 1.743142 1.840597 1.952358
0.274280 0.738741 1.435415 1.526217 1.588530 1.682996 1.767027 1.856629
0.293474 0.708770 1.399040 1.491735 1.549156 1.617076 1.680644 1.745654
0.314012 0.679391 1.368454 1.468908 1.524108 1.568976 1.606312 1.648446
0.335987 0.649643 1.335734 1.450301 1.511182 1.556828 1.585934 1.617444
0.359499 0.618987 1.299525 1.437364 1.515340 1.566435 1.593494 1.624224
0.384657 0.585151 1.245276 1.406661 1.509576 1.575039 1.605403 1.642867
0.411575 0.546344 1.172806 1.357035 1.494897 1.588639 1.640561 1.695773
0.440377 0.504059 1.087958 1.293899 1.460490 1.576866 1.659027 1.740687
0.471195 0.446064 0.963822 1.179189 1.358183 1.500088 1.620425 1.738706
0.504170 0.379366 0.815747 1.025053 1.207905 1.378191 1.536041 1.685698
0.539452 0.302972 0.638620 0.818891 0.994414 1.172826 1.343883 1.505369
0.577203 0.232598 0.480882 0.632420 0.790124 0.955078 1.124570 1.294622
0.617596 0.166825 0.339979 0.464900 0.593022 0.726095 0.863093 1.005430
0.660815 0.111565 0.225164 0.320349 0.416292 0.514281 0.613541 0.715317
0.707060 0.056325 0.112896 0.168669 0.224607 0.280881 0.337281 0.394824
0.756540 0.014872 0.029759 0.044661 0.059578 0.074510 0.089457 0.104523
