# r D2m=1 D2m=2 D2m=3 D2m=4 D2m=5 D2m=6 D2m=7
0.001000 1.002524 1.995969 2.805356 0.000000 nan nan nan
0.001072 1.000350 1.850674 2.345091 0.000000 nan nan nan
0.001150 1.003713 1.950487 3.676685 9.933990 nan nan nan
0.001233 0.998665 1.948760 2.313475 5.811012 nan nan nan
0.001322 1.003748 1.972108 2.892132 7.321009 nan nan nan
0.001417 0.998263 2.042568 2.829586 2.612981 nan nan nan
0.001520 0.998598 2.004940 2.412534 2.209244 nan nan nan
0.001630 0.999028 1.966307 3.198030 1.913734 nan nan nan
0.001748 1.001143 2.025443 3.011110 5.811012 nan nan nan
0.001874 0.997929 1.993170 3.132439 1.147150 nan nan nan
0.002009 0.999324 1.977985 2.743865 2.975829 nan nan nan
0.002154 0.999486 2.060018 2.685181 3.198030 nan nan nan
0.002310 0.997429 1.995972 3.169194 2.612981 nan nan nan
0.002477 0.998876 2.003283 3.355918 6.203686 nan nan nan
0.002656 1.000754 1.967380 2.830204 4.025814 0.000000 nan nan
0.002848 1.000003 2.029741 3.098328 3.601767 9.933990 nan nan
0.003054 1.000923 1.979508 2.765701 3.601767 0.000000 nan nan
0.003275 0.998843 1.989845 2.873126 3.582095 5.811012 nan nan
0.003511 0.998498 1.998473 2.995876 5.344139 9.933990 nan nan
0.003765 0.999644 2.020613 3.075980 3.883712 4.122978 nan nan
0.004037 0.997606 2.013241 3.170655 4.655817 5.811012 0.000000 nan
0.004329 0.998334 1.979142 2.822633 3.832371 5.811012 0.000000 nan
0.004642 1.001147 2.003780 3.030199 3.839973 5.811012 9.933990 nan
0.004977 0.999728 1.989558 3.049055 4.145927 4.897854 0.000000 nan
0.005337 1.001838 2.004531 3.051046 3.591572 3.643612 5.811012 nan
0.005722 0.998403 1.956302 2.965811 3.898127 5.713184 0.000000 nan
0.006136 0.998505 1.987476 3.009125 4.027479 5.613330 9.933990 nan
0.006579 0.999515 2.004189 3.092811 4.402556 6.501830 11.081140 nan
0.007055 1.000071 2.003027 2.959747 4.051064 4.942157 4.663862 0.000000
0.007565 1.000838 2.005239 2.968365 3.679344 5.117735 10.708870 23.066010
0.008111 1.001299 2.014753 3.059864 4.050144 4.635979 5.299110 8.423993
0.008697 0.999945 2.006542 2.972617 3.756556 4.765963 6.069248 7.321009
0.009326 1.000616 1.996383 2.975093 4.021748 4.581718 4.870890 0.924948
0.010000 0.999876 1.990033 2.979390 4.069835 4.855934 5.566019 5.811012
0.010723 0.999182 1.998260 2.957078 3.897969 4.839850 5.421387 4.991833
0.011498 1.000411 2.009547 2.973691 4.036150 5.255955 5.621686 7.654320
0.012328 0.999103 1.994231 2.989685 3.930747 4.979099 6.137603 7.370343
0.013219 0.999684 2.009391 2.997625 3.990549 5.079191 6.275336 7.526380
0.014175 0.998743 2.002666 2.978011 3.952907 4.809647 5.853697 7.408132
0.015199 0.998607 1.995500 2.949060 3.869407 4.984776 6.528007 7.681250
0.016298 0.998905 1.994786 2.949953 3.865147 4.756214 5.554209 6.524772
0.017475 0.997704 1.995218 2.964213 3.938573 4.971480 5.973658 6.837142
0.018738 0.996835 1.987002 2.941078 3.882164 4.782525 5.753460 6.867389
0.020092 0.997835 1.988007 2.928338 3.866280 4.757284 5.854785 6.857168
0.021544 0.997084 1.985173 2.905661 3.837138 4.801783 5.706182 6.422755
0.023101 0.997296 1.985567 2.906073 3.841167 4.770194 5.686746 6.368961
0.024771 0.997057 1.983582 2.890476 3.776348 4.652162 5.609179 6.490926
0.026561 0.996409 1.987903 2.892618 3.792029 4.684920 5.568063 6.435453
0.028480 0.995131 1.982294 2.876397 3.766581 4.618591 5.488228 6.314819
0.030539 0.994246 1.971812 2.842480 3.700985 4.565455 5.396780 6.297470
0.032745 0.993515 1.967046 2.818268 3.657849 4.498249 5.329182 6.193743
0.035112 0.993415 1.961243 2.795572 3.608312 4.418705 5.211951 5.987416
0.037649 0.992011 1.962744 2.779885 3.576668 4.357187 5.137970 5.891287
0.040370 0.990846 1.958036 2.752399 3.531805 4.303954 5.065385 5.820758
0.043288 0.989515 1.951447 2.714180 3.455757 4.181487 4.898936 5.625753
0.046416 0.988457 1.945419 2.683679 3.401366 4.104123 4.798383 5.490588
0.049770 0.986089 1.936613 2.647404 3.334738 4.012465 4.676550 5.347282
0.053367 0.985022 1.931423 2.608247 3.257418 3.892064 4.518985 5.149037
0.057224 0.982258 1.922111 2.566820 3.178385 3.772874 4.355689 4.936132
0.061359 0.980404 1.913332 2.526574 3.102950 3.659452 4.203725 4.740065
0.065793 0.977103 1.901797 2.478823 3.012808 3.524677 4.022097 4.517270
0.070548 0.974651 1.893743 2.434796 2.929184 3.400130 3.851053 4.295756
0.075646 0.971207 1.881629 2.389118 2.849133 3.278882 3.685899 4.080828
0.081113 0.968093 1.871445 2.342503 2.761464 3.146279 3.506830 3.855284
0.086975 0.963529 1.859445 2.297125 2.681829 3.029276 3.348760 3.654305
0.093260 0.958725 1.844831 2.252500 2.601911 2.909525 3.185988 3.446256
0.100000 0.953561 1.832136 2.208979 2.525859 2.798501 3.040199 3.260927
0.107227 0.947361 1.817683 2.167297 2.456503 2.700834 2.912378 3.100350
0.114976 0.941420 1.802165 2.128087 2.392176 2.608904 2.793408 2.951817
0.123285 0.933919 1.787158 2.093007 2.335742 2.530260 2.693632 2.827360
0.132194 0.925767 1.770498 2.059558 2.284518 2.458865 2.605484 2.722282
0.141747 0.917247 1.754019 2.026855 2.234949 2.392216 2.526182 2.632218
0.151991 0.907645 1.736426 1.999112 2.192765 2.336421 2.462516 2.562532
0.162975 0.897373 1.718455 1.973323 2.153348 2.285915 2.407284 2.506815
0.174753 0.885855 1.699684 1.951633 2.120203 2.244905 2.365103 2.468784
0.187382 0.872685 1.678713 1.931715 2.089383 2.208777 2.329163 2.438401
0.200923 0.858743 1.656956 1.913669 2.062619 2.178988 2.299171 2.413876
0.215444 0.842266 1.631383 1.892469 2.035896 2.153331 2.274629 2.394828
0.231013 0.823721 1.603129 1.865075 2.004810 2.124431 2.246773 2.372397
0.247708 0.803451 1.572263 1.830031 1.966129 2.087477 2.210396 2.341011
0.265609 0.780602 1.538280 1.784652 1.915049 2.035263 2.157933 2.291832
0.284804 0.755996 1.503589 1.734672 1.857872 1.971397 2.088972 2.220125
0.305386 0.728336 1.464437 1.679496 1.796698 1.898854 2.005090 2.125424
0.327455 0.697938 1.421283 1.624036 1.741730 1.833305 1.923238 2.024344
0.351119 0.664735 1.370180 1.565272 1.693560 1.781567 1.855445 1.933135
0.376494 0.628615 1.308973 1.502143 1.652241 1.749565 1.818340 1.878587
0.403702 0.587666 1.232767 1.428883 1.607781 1.726534 1.809178 1.865038
0.432876 0.540104 1.139123 1.341620 1.551075 1.700324 1.817037 1.882669
0.464159 0.485511 1.028362 1.238517 1.471860 1.654763 1.821956 1.911395
0.497702 0.424216 0.899977 1.116251 1.359840 1.569623 1.787022 1.913625
0.533670 0.357500 0.754639 0.969180 1.206977 1.427640 1.667567 1.827584
0.572237 0.288064 0.601173 0.800837 1.016859 1.227235 1.453587 1.624195
0.613591 0.217638 0.447774 0.619125 0.799573 0.980504 1.170792 1.332946
0.657933 0.147066 0.298823 0.429764 0.564289 0.700809 0.841881 0.975860
0.705480 0.081692 0.164585 0.244270 0.324713 0.405719 0.488606 0.571082
0.756463 0.031030 0.062223 0.093318 0.124449 0.155577 0.187297 0.219006
0.811131 0.005961 0.011929 0.017900 0.023863 0.029820 0.035872 0.041921
0.869749 0.000425 0.000849 0.001274 0.001698 0.002122 0.002551 0.002980
0.932603 0.000007 0.000015 0.000022 0.000029 0.000037 0.000044 0.000052
