# r H2m=1 H2m=2 H2m=3 H2m=4 H2m=5 H2m=6 H2m=7
0.001000 5.883595 5.580544 2.994251 2.725108 2.047693 nan nan
0.001070 5.817613 5.517583 2.849349 2.305806 1.642228 nan nan
0.001145 5.750380 5.455540 2.743337 2.033499 1.267433 nan nan
0.001225 5.682127 5.380294 2.644313 1.835577 1.067841 nan nan
0.001311 5.613453 5.306402 2.506955 1.697615 1.188996 nan nan
0.001403 5.545083 5.238533 2.356831 1.529003 1.265904 nan nan
0.001501 5.476927 5.171704 2.258649 1.424207 1.255560 nan nan
0.001606 5.409163 5.107666 2.195215 1.365856 1.197252 3.396424 nan
0.001719 5.341957 5.044754 2.139147 1.306040 1.133098 2.708050 2.251292
0.001839 5.275703 4.986455 2.081991 1.245135 1.051851 2.006059 1.331235
0.001968 5.207263 4.928802 2.031436 1.184555 0.986908 1.403324 0.943372
0.002106 5.137528 4.862540 1.969898 1.130542 0.896904 1.047919 0.853655
0.002253 5.072047 4.803060 1.923157 1.063027 0.786405 0.860543 0.899761
0.002411 5.002568 4.741807 1.881548 0.994908 0.699563 0.770596 0.881048
0.002580 4.935451 4.681919 1.847297 0.948419 0.643797 0.730807 0.835832
0.002760 4.867937 4.619759 1.822685 0.897942 0.605319 0.704642 0.765922
0.002954 4.800600 4.557035 1.798285 0.862240 0.576429 0.685309 0.684725
0.003160 4.731743 4.495221 1.773116 0.836156 0.553071 0.656188 0.565293
0.003382 4.663664 4.426461 1.728678 0.810736 0.552614 0.637630 0.463373
0.003619 4.596415 4.359027 1.678452 0.793352 0.547119 0.623508 0.409255
0.003872 4.528777 4.289687 1.626920 0.770067 0.535030 0.590101 0.396477
0.004143 4.460847 4.215717 1.574298 0.738692 0.505767 0.533023 0.425770
0.004433 4.394516 4.141802 1.508057 0.682809 0.431461 0.460209 0.428087
0.004744 4.325706 4.065703 1.446516 0.646947 0.411547 0.405015 0.389002
0.005076 4.259037 3.989964 1.371331 0.613280 0.410768 0.370589 0.345771
0.005432 4.190847 3.916488 1.313787 0.583634 0.401316 0.342103 0.318363
0.005812 4.123750 3.842721 1.263165 0.540534 0.359882 0.337242 0.327372
0.006219 4.055818 3.764178 1.191665 0.471016 0.281672 0.245042 0.202741
0.006655 3.988569 3.696753 1.161848 0.457159 0.271131 0.239800 0.195417
0.007121 3.921262 3.630278 1.132817 0.442745 0.256788 0.231845 0.183953
0.007619 3.853137 3.565356 1.109392 0.431926 0.243565 0.216937 0.168610
0.008153 3.785712 3.500299 1.086292 0.424633 0.232851 0.203903 0.157646
0.008724 3.718358 3.434879 1.062929 0.421984 0.227409 0.190554 0.148732
0.009335 3.650685 3.369137 1.037708 0.423609 0.233172 0.185132 0.145614
0.009989 3.583634 3.302324 1.009218 0.415862 0.229692 0.185565 0.148583
0.010688 3.516141 3.235715 0.979958 0.404439 0.220832 0.181240 0.145440
0.011437 3.448609 3.170917 0.956778 0.397419 0.213799 0.177776 0.143221
0.012238 3.380896 3.104038 0.930486 0.388125 0.204768 0.171602 0.138817
0.013095 3.313776 3.039032 0.905545 0.382456 0.197981 0.163437 0.129805
0.014012 3.246535 2.974877 0.882517 0.377977 0.193298 0.157912 0.123306
0.014993 3.179141 2.912611 0.861640 0.372997 0.188128 0.151794 0.116064
0.016043 3.112186 2.851511 0.843084 0.369324 0.182036 0.146985 0.111823
0.017167 3.045316 2.791344 0.827676 0.372860 0.184437 0.147222 0.111945
0.018369 2.977982 2.729059 0.810365 0.374774 0.185068 0.148643 0.113767
0.019655 2.911238 2.668271 0.792674 0.374404 0.183779 0.148903 0.114507
0.021032 2.844074 2.606519 0.772383 0.370960 0.179083 0.142963 0.108816
0.022505 2.777436 2.546719 0.755031 0.372624 0.180473 0.142840 0.108978
0.024081 2.710533 2.485872 0.738648 0.374339 0.181304 0.144588 0.110820
0.025767 2.643893 2.424968 0.719660 0.373515 0.179544 0.144405 0.111096
0.027572 2.577147 2.364648 0.701236 0.372817 0.177452 0.140343 0.106594
0.029503 2.510784 2.304672 0.684123 0.375562 0.179113 0.141937 0.108008
0.031569 2.444262 2.244548 0.665578 0.375467 0.177998 0.141617 0.107535
0.033780 2.377873 2.184508 0.647478 0.377233 0.178707 0.141144 0.106473
0.036145 2.311588 2.125421 0.629241 0.377896 0.178524 0.141562 0.106804
0.038677 2.245379 2.066102 0.610004 0.379235 0.179305 0.141283 0.106236
0.041385 2.179378 2.007505 0.590275 0.379629 0.179600 0.141431 0.106470
0.044284 2.113445 1.949341 0.570454 0.380764 0.180759 0.142380 0.107502
0.047385 2.047589 1.891337 0.548913 0.379921 0.180800 0.141554 0.106557
0.050703 1.981926 1.834057 0.527682 0.380105 0.182577 0.142502 0.107383
0.054254 1.916475 1.777164 0.505526 0.379102 0.184104 0.143030 0.107408
0.058054 1.851102 1.720556 0.482492 0.377094 0.186208 0.143693 0.107339
0.062120 1.786017 1.664433 0.458677 0.373789 0.189030 0.144271 0.106728
0.066470 1.721082 1.608851 0.434529 0.369266 0.193338 0.145814 0.106881
0.071125 1.656360 1.553699 0.409724 0.362739 0.199397 0.147918 0.107132
0.076106 1.591913 1.498999 0.384075 0.353083 0.207269 0.150471 0.107091
0.081436 1.527659 1.444764 0.357889 0.339873 0.217660 0.154901 0.107624
0.087140 1.463642 1.390830 0.331316 0.321690 0.228787 0.162736 0.108180
0.093242 1.399926 1.337223 0.305984 0.301394 0.238415 0.173105 0.109377
0.099772 1.336519 1.283759 0.282786 0.281518 0.244699 0.182953 0.110870
0.106760 1.273388 1.230412 0.261455 0.262108 0.247567 0.191918 0.112720
0.114236 1.210679 1.177233 0.241902 0.243506 0.247101 0.199878 0.115329
0.122237 1.148371 1.124050 0.223889 0.225782 0.243035 0.205852 0.118709
0.130797 1.086547 1.070912 0.207276 0.209063 0.235621 0.209184 0.123611
0.139957 1.025157 1.017913 0.191999 0.193491 0.225092 0.209295 0.130801
0.149759 0.964157 0.965000 0.177848 0.178894 0.211754 0.205188 0.139478
0.160247 0.903654 0.912178 0.164794 0.165292 0.196440 0.196432 0.148344
0.171470 0.843760 0.859262 0.152741 0.152516 0.179640 0.183023 0.155885
0.183478 0.784524 0.806089 0.141558 0.140517 0.163225 0.167916 0.159375
0.196328 0.726046 0.752545 0.131110 0.129342 0.148355 0.153141 0.157257
0.210077 0.668359 0.698650 0.121379 0.119043 0.134977 0.139125 0.150441
0.224790 0.611364 0.644188 0.112331 0.109422 0.122770 0.126180 0.140315
0.240532 0.555329 0.589041 0.103841 0.100311 0.111458 0.114123 0.127644
0.257377 0.500445 0.533070 0.095791 0.091694 0.100990 0.102828 0.113994
0.275402 0.446817 0.476401 0.088011 0.083577 0.091277 0.092288 0.101182
0.294689 0.394504 0.419304 0.079919 0.075884 0.082218 0.082309 0.089344
0.315328 0.343877 0.362942 0.070836 0.068261 0.073387 0.072781 0.078300
0.337411 0.295264 0.308849 0.061358 0.060400 0.064447 0.063363 0.067560
0.361041 0.249024 0.258257 0.052116 0.051967 0.055002 0.054760 0.057920
