# t[BJD] flux_norm_perf flux_norm_noise flux_norm_err
2458216.471464 -16.089168 -11.738609 5.342014
2458216.472123 -15.960387 -10.865651 4.896697
2458216.472781 -15.831801 -20.633448 4.603999
2458216.473555 -15.659315 -16.119916 4.251829
2458216.474302 -15.489701 -12.182249 3.700109
2458216.474960 -15.320298 -13.047703 3.449327
2458216.475709 -15.127465 -11.970052 3.192455
2458216.476368 -14.938890 -17.268302 2.937015
2458216.477029 -14.749505 -14.884634 2.763617
2458216.477689 -14.545314 -11.637118 2.584846
2458216.478438 -14.310315 -13.983885 2.409657
2458216.479099 -14.089241 -16.362541 2.239483
2458216.479757 -13.866311 -13.620814 2.143828
2458216.480417 -13.632641 -14.103304 2.008764
2458216.481168 -13.361283 -13.061584 1.918840
2458216.481825 -13.115270 -12.709028 1.822827
2458216.482484 -12.864154 -13.169943 1.772312
2458216.483143 -12.607411 -13.783960 1.717140
2458216.483802 -12.345298 -16.394415 1.674507
2458216.484461 -12.079985 -11.386283 1.641905
2458216.485121 -11.808583 -10.093859 1.596406
2458216.485869 -11.498683 -11.220959 1.577777
2458216.486528 -11.221009 -10.154622 1.551982
2458216.487186 -10.942898 -11.689713 1.538010
2458216.487847 -10.659912 -8.314044 1.534427
2458216.488597 -10.338415 -8.619941 1.513290
2458216.489255 -10.054480 -13.365352 1.492869
2458216.489914 -9.770111 -9.960167 1.486779
2458216.490575 -9.484812 -10.334699 1.476031
2458216.491234 -9.200376 -11.503797 1.471015
2458216.491893 -8.917712 -8.915343 1.458118
2458216.492641 -8.597143 -7.466701 1.465283
2458216.493301 -8.317726 -7.259885 1.451311
2458216.493960 -8.039267 -8.498151 1.453461
2458216.494619 -7.764938 -6.970828 1.447370
2458216.495279 -7.491837 -6.540788 1.451311
2458216.495941 -7.222132 -7.599133 1.446654
2458216.496600 -6.956852 -6.571459 1.447370
2458216.497260 -6.694887 -8.559402 1.443429
2458216.497919 -6.438454 -8.020927 1.445221
2458216.498578 -6.184734 -5.869944 1.446654
2458216.499345 -5.898014 -6.423354 1.431607
2458216.500004 -5.654798 -5.808341 1.421934
2458216.500663 -5.419570 -5.099059 1.425875
2458216.501324 -5.185221 -3.187568 1.432323
2458216.501984 -4.961599 -4.064649 1.435189
2458216.502735 -4.708692 -5.308415 1.430174
2458216.503390 -4.499259 -4.157181 1.431607
2458216.504049 -4.288546 -3.813843 1.434831
2458216.504708 -4.090390 -2.478900 1.435189
2458216.505369 -3.892080 -2.775210 1.430890
2458216.506121 -3.679175 -3.360174 1.424442
2458216.506784 -3.493601 -3.596117 1.437697
2458216.507447 -3.318961 -0.609641 1.428741
2458216.508201 -3.123185 -3.049241 1.423725
2458216.508865 -2.961669 -1.459777 1.426949
2458216.509527 -2.803127 -4.489097 1.431965
2458216.510190 -2.653241 -2.667536 1.417276
2458216.510853 -2.507637 -2.345012 1.424800
2458216.511511 -2.369945 -1.077732 1.424800
2458216.512265 -2.219000 -2.913269 1.429099
2458216.512932 -2.092138 -3.277281 1.415843
2458216.513596 -1.971711 -0.587426 1.425158
2458216.514260 -1.856072 -2.914641 1.428383
2458216.514920 -1.748325 -2.413148 1.431249
2458216.515584 -1.642880 -2.820226 1.410828
2458216.516241 -1.546998 -2.287207 1.420501
2458216.516901 -1.451827 -2.900888 1.417276
2458216.517563 -1.366101 -1.461885 1.417276
2458216.518227 -1.280116 0.015147 1.415127
2458216.518888 -1.204444 -3.110179 1.426233
2458216.519551 -1.128883 -0.009882 1.411903
2458216.520304 -1.052361 -0.814203 1.417276
2458216.520966 -0.986569 -1.372005 1.421576
2458216.521627 -0.928272 1.092130 1.424800
2458216.522291 -0.871330 -3.594142 1.417276
2458216.522953 -0.820276 -0.509120 1.408678
2458216.523614 -0.771968 0.933152 1.404737
2458216.524275 -0.727830 -0.430644 1.420501
2458216.524939 -0.687094 0.852416 1.421576
2458216.525604 -0.649181 -3.308101 1.425516
2458216.526266 -0.615729 -1.197140 1.419426
2458216.526932 -0.583831 -0.955922 1.408320
2458216.527597 -0.556831 0.661088 1.410828
2458216.528258 -0.530766 1.355465 1.407603
2458216.528911 -0.510184 -0.558938 1.415485
2458216.529574 -0.489286 1.042826 1.406887
2458216.530233 -0.473829 3.712578 1.413694
2458216.530897 -0.458393 -0.332521 1.412261
2458216.531676 -0.445299 -1.205013 1.425516
2458216.532339 -0.434866 0.396337 1.426949
2458216.532999 -0.428374 -0.355228 1.417276
2458216.533662 -0.422446 -1.269871 1.416918
2458216.534324 -0.419469 -1.251887 1.409753
2458216.534985 -0.417609 2.273940 1.418709
2458216.535648 -0.417871 -2.182107 1.423725
2458216.536310 -0.419653 0.649749 1.419784
2458216.536972 -0.422880 1.705940 1.421217
2458216.537632 -0.427913 1.020923 1.418709
2458216.538295 -0.433843 1.228725 1.428741
2458216.538959 -0.441835 -1.477673 1.439130
2458216.539620 -0.450205 -2.152212 1.432682
2458216.540283 -0.460790 -2.343366 1.438056
2458216.540945 -0.471403 -0.387858 1.441280
2458216.541612 -0.484383 -1.044716 1.442713
2458216.542277 -0.497324 -1.660115 1.444146
2458216.542939 -0.512033 -1.142748 1.452744
2458216.543602 -0.526992 -1.685567 1.463492
2458216.544268 -0.543392 -0.688351 1.448803
2458216.544919 -0.559868 1.054255 1.443071
2458216.545582 -0.577613 1.753199 1.444146
2458216.546242 -0.595923 -3.519292 1.440205
2458216.546905 -0.614965 -1.029703 1.443788
2458216.547561 -0.634576 -3.732344 1.438772
2458216.548214 -0.654466 -3.335436 1.458118
2458216.548989 -0.679113 -0.640000 1.459193
2458216.549641 -0.700190 -1.467680 1.457043
2458216.550301 -0.722297 -1.058238 1.485704
2458216.550954 -0.744316 -0.263025 1.453102
2458216.551616 -0.767488 0.537890 1.455610
2458216.552279 -0.790701 -1.597878 1.442355
2458216.553029 -0.817964 -0.026467 1.430890
2458216.553691 -0.842028 0.388967 1.440922
2458216.554354 -0.866934 -0.078853 1.436264
2458216.555017 -0.891840 -4.223370 1.451311
2458216.555680 -0.917377 -2.944336 1.440205
2458216.556339 -0.942862 -2.147317 1.448445
2458216.557001 -0.968945 -1.662442 1.442355
2458216.557665 -0.995298 -0.357990 1.444146
