# t[BJD] flux_norm_perf flux_norm_noise flux_norm_err
2458216.471464 1.001169 0.999626 0.014911
2458216.472123 1.001422 1.003470 0.013668
2458216.472781 1.001514 0.993397 0.012851
2458216.473555 1.001797 1.004495 0.011868
2458216.474302 1.001917 0.999281 0.010328
2458216.474960 1.001927 0.997251 0.009628
2458216.475709 1.002051 0.998810 0.008911
2458216.476368 1.002234 0.999365 0.008198
2458216.477029 1.002335 1.000318 0.007714
2458216.477689 1.002409 0.999129 0.007215
2458216.478438 1.002577 1.000313 0.006726
2458216.479099 1.002715 1.000651 0.006251
2458216.479757 1.002876 1.006277 0.005984
2458216.480417 1.002945 1.001525 0.005607
2458216.481168 1.003031 0.999022 0.005356
2458216.481825 1.003099 1.009606 0.005088
2458216.482484 1.003283 1.007944 0.004947
2458216.483143 1.003506 1.006825 0.004793
2458216.483802 1.003659 0.998025 0.004674
2458216.484461 1.003712 1.000832 0.004583
2458216.485121 1.003786 1.008015 0.004456
2458216.485869 1.003920 1.007537 0.004404
2458216.486528 1.003921 1.003893 0.004332
2458216.487186 1.004166 0.998917 0.004293
2458216.487847 1.004371 1.003328 0.004283
2458216.488597 1.004690 1.003304 0.004224
2458216.489255 1.004741 1.008465 0.004167
2458216.489914 1.005019 1.004744 0.004150
2458216.490575 1.005055 1.003024 0.004120
2458216.491234 1.005104 1.005121 0.004106
2458216.491893 1.005270 1.013754 0.004070
2458216.492641 1.005429 1.014467 0.004090
2458216.493301 1.005290 1.007456 0.004051
2458216.493960 1.005259 1.001225 0.004057
2458216.494619 1.005431 0.999769 0.004040
2458216.495279 1.005753 1.000062 0.004051
2458216.495941 1.005972 0.999184 0.004038
2458216.496600 1.006063 1.003687 0.004040
2458216.497260 1.006266 1.005456 0.004029
2458216.497919 1.006266 0.999774 0.004034
2458216.498578 1.006427 1.004665 0.004038
2458216.499345 1.006407 1.000392 0.003996
2458216.500004 1.006502 1.000578 0.003969
2458216.500663 1.006595 1.004876 0.003980
2458216.501324 1.006766 1.009102 0.003998
2458216.501984 1.006848 1.011752 0.004006
2458216.502735 1.007074 1.002025 0.003992
2458216.503390 1.007181 1.004109 0.003996
2458216.504049 1.007375 1.002904 0.004005
2458216.504708 1.007506 1.006094 0.004006
2458216.505369 1.007452 0.999316 0.003994
2458216.506121 1.007564 1.003320 0.003976
2458216.506784 1.007628 1.009012 0.004013
2458216.507447 1.007668 1.010803 0.003988
2458216.508201 1.007694 1.009963 0.003974
2458216.508865 1.007719 1.008169 0.003983
2458216.509527 1.007849 1.007247 0.003997
2458216.510190 1.007967 1.009708 0.003956
2458216.510853 1.008195 1.010982 0.003977
2458216.511511 1.008433 1.010803 0.003977
2458216.512265 1.008559 1.003680 0.003989
2458216.512932 1.008598 1.006964 0.003952
2458216.513596 1.008673 1.007837 0.003978
2458216.514260 1.008696 1.005352 0.003987
2458216.514920 1.008824 1.004826 0.003995
2458216.515584 1.008904 1.009068 0.003938
2458216.516241 1.008964 1.004764 0.003965
2458216.516901 1.009182 1.000000 0.003956
2458216.517563 1.009423 1.002015 0.003956
2458216.518227 1.009572 1.006762 0.003950
2458216.518888 1.009765 1.009333 0.003981
2458216.519551 1.009906 1.010045 0.003941
2458216.520304 1.010076 1.013963 0.003956
2458216.520966 1.010189 1.008839 0.003968
2458216.521627 1.010202 1.012492 0.003977
2458216.522291 1.010302 1.011645 0.003956
2458216.522953 1.010477 1.007673 0.003932
2458216.523614 1.010557 1.007547 0.003921
2458216.524275 1.010538 1.011069 0.003965
2458216.524939 1.010542 1.007783 0.003968
2458216.525604 1.010394 1.006869 0.003979
2458216.526266 1.010343 1.013585 0.003962
2458216.526932 1.010287 1.011591 0.003931
2458216.527597 1.010484 1.008088 0.003938
2458216.528258 1.010529 1.017197 0.003929
2458216.528911 1.010429 1.019488 0.003951
2458216.529574 1.010504 1.010526 0.003927
2458216.530233 1.010546 1.012477 0.003946
2458216.530897 1.010581 1.011543 0.003942
2458216.531676 1.010639 1.012590 0.003979
2458216.532339 1.010692 1.010118 0.003983
2458216.532999 1.010682 1.002743 0.003956
2458216.533662 1.010805 1.010220 0.003955
2458216.534324 1.010890 1.014578 0.003935
2458216.534985 1.010866 1.017887 0.003960
2458216.535648 1.010866 1.009145 0.003974
2458216.536310 1.010783 1.013948 0.003963
2458216.536972 1.010819 1.009823 0.003967
2458216.537632 1.010908 1.011092 0.003960
2458216.538295 1.010990 1.004407 0.003988
2458216.538959 1.011068 1.013819 0.004017
2458216.539620 1.011068 1.012004 0.003999
2458216.540283 1.011241 1.014233 0.004014
2458216.540945 1.011237 1.005171 0.004023
2458216.541612 1.011247 1.014605 0.004027
2458216.542277 1.011216 1.013548 0.004031
2458216.542939 1.011224 1.008405 0.004055
2458216.543602 1.011198 1.009075 0.004085
2458216.544268 1.011411 1.008087 0.004044
2458216.544919 1.011462 1.007228 0.004028
2458216.545582 1.011285 1.012675 0.004031
2458216.546242 1.011223 1.004877 0.004020
2458216.546905 1.011059 0.999195 0.004030
2458216.547561 1.011124 1.015624 0.004016
2458216.548214 1.011250 1.017602 0.004070
2458216.548989 1.011196 1.013067 0.004073
2458216.549641 1.011233 1.006631 0.004067
2458216.550301 1.011193 1.018271 0.004147
2458216.550954 1.011223 1.007684 0.004056
2458216.551616 1.011370 1.018866 0.004063
2458216.552279 1.011300 1.010197 0.004026
2458216.553029 1.011160 1.004530 0.003994
2458216.553691 1.011201 1.008840 0.004022
2458216.554354 1.011228 1.005713 0.004009
2458216.555017 1.011276 1.020922 0.004051
2458216.555680 1.011315 1.005358 0.004020
2458216.556339 1.011177 1.006287 0.004043
2458216.557001 1.010990 1.003492 0.004026
2458216.557665 1.011025 1.008908 0.004031
2458216.558332 1.010913 1.015373 0.004051
2458216.558993 1.010732 1.016353 0.004070
2458216.559659 1.010602 1.016648 0.004017
2458216.560323 1.010642 1.013696 0.004056
2458216.560985 1.010605 1.008485 0.004040
2458216.561646 1.010590 1.005962 0.004025
2458216.562310 1.010582 1.012214 0.004031
2458216.562974 1.010433 1.016593 0.003983
2458216.563635 1.010249 1.012835 0.003976
2458216.564297 1.010076 1.008974 0.003992
2458216.564959 1.009897 1.009661 0.004000
2458216.565623 1.009767 1.009181 0.004045
2458216.566284 1.009608 1.004445 0.004041
2458216.566949 1.009509 1.004856 0.004042
2458216.567611 1.009374 1.003991 0.004032
2458216.568274 1.009290 1.008047 0.003970
2458216.568937 1.009284 1.012148 0.003980
2458216.569600 1.009346 1.009483 0.003986
2458216.570262 1.009385 1.003752 0.004009
2458216.571579 1.009220 1.012615 0.004015
2458216.572242 1.009107 1.009864 0.004045
2458216.572905 1.009134 1.005878 0.004035
2458216.573566 1.009151 1.006218 0.003969
2458216.574230 1.009026 1.005645 0.004030
2458216.574892 1.008984 1.003076 0.004044
2458216.575552 1.008855 1.010958 0.004031
2458216.576215 1.008746 1.015147 0.004036
2458216.576875 1.008650 1.023078 0.004045
2458216.577537 1.008536 1.016188 0.004061
2458216.578291 1.008432 1.011953 0.004083
2458216.578951 1.008196 1.009812 0.004054
2458216.579613 1.008033 1.005638 0.004056
2458216.580273 1.007871 1.001772 0.004046
2458216.580936 1.007698 1.006494 0.004044
2458216.581687 1.007507 1.009921 0.004041
2458216.582349 1.007307 1.008279 0.004029
2458216.583012 1.007108 1.007826 0.004035
2458216.583673 1.006896 1.005622 0.004018
2458216.584334 1.006788 1.001406 0.004039
2458216.584997 1.006808 1.002353 0.004026
2458216.585660 1.006862 1.011307 0.004013
2458216.586321 1.006886 1.012238 0.004028
2458216.586984 1.006858 1.012091 0.004015
2458216.587645 1.006858 1.010897 0.004041
2458216.588307 1.006843 1.006444 0.004042
2458216.588969 1.006700 1.008728 0.004025
2458216.589637 1.006497 1.010694 0.004022
2458216.590299 1.006320 1.003092 0.004018
2458216.590953 1.006270 1.001251 0.003990
2458216.591618 1.006172 1.004730 0.003962
2458216.592281 1.005997 1.003431 0.004001
2458216.592943 1.005829 1.004922 0.004028
2458216.593606 1.005662 1.004462 0.003967
2458216.594268 1.005487 1.001594 0.003942
2458216.594931 1.005255 1.004975 0.003964
2458216.595593 1.005130 1.007464 0.003948
2458216.596255 1.004967 1.006378 0.003952
2458216.596918 1.004680 1.005880 0.003968
2458216.597581 1.004517 1.005162 0.003981
2458216.598244 1.004459 1.006375 0.003998
2458216.598905 1.004371 1.006119 0.003970
2458216.599567 1.004213 1.007636 0.003965
2458216.600231 1.004070 1.008710 0.003939
2458216.600893 1.003927 1.004001 0.003955
2458216.601553 1.003832 0.997970 0.003989
2458216.602216 1.003723 0.996283 0.003975
2458216.602879 1.003513 0.999004 0.003996
2458216.603546 1.003302 1.000947 0.004021
2458216.604206 1.003152 0.997595 0.004022
2458216.604867 1.003096 0.996990 0.004034
2458216.605532 1.003123 1.005918 0.004049
2458216.606196 1.003058 1.006183 0.004030
2458216.606855 1.002832 1.003193 0.003991
2458216.607519 1.002551 1.002908 0.004028
2458216.608182 1.002473 1.001325 0.004012
2458216.608844 1.002436 0.998356 0.003995
2458216.609506 1.002319 1.002598 0.003982
2458216.610165 1.002330 1.003905 0.003975
2458216.610827 1.002275 1.003277 0.003978
2458216.611490 1.002112 1.004557 0.004005
2458216.612154 1.001953 1.000422 0.003951
2458216.612819 1.001743 1.002321 0.003933
2458216.613479 1.001617 1.007618 0.004004
2458216.614144 1.001604 1.004018 0.004007
2458216.614805 1.001440 0.999489 0.004020
2458216.615469 1.001288 0.999120 0.004005
2458216.616249 1.001189 1.001319 0.004009
2458216.616909 1.001087 0.996873 0.003975
2458216.617568 1.001001 0.997108 0.003964
2458216.618229 1.000803 1.010660 0.003960
2458216.618890 1.000630 1.006338 0.003953
2458216.619552 1.000439 1.002177 0.003983
2458216.620215 1.000447 1.002229 0.003997
2458216.620881 1.000576 0.999400 0.003926
2458216.621542 1.000557 0.998416 0.003933
2458216.622203 1.000377 1.001676 0.003976
2458216.622867 1.000334 0.999325 0.003966
2458216.623531 1.000267 0.997422 0.004005
2458216.624189 1.000307 0.998821 0.003975
2458216.624852 1.000432 0.999175 0.003966
2458216.625515 1.000547 0.998279 0.003984
2458216.626176 1.000498 0.999841 0.003981
